Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Christos Mandas-Lazio;Manuel Lazzari-Lazio;Mario Gila-Lazio;Alessio Romagnoli-Lazio;Adam Marušić-Lazio;Nicolò Rovella-Lazio;Mattéo Guendouzi-Lazio;Gustav Isaksen-Lazio;Pedro-Lazio;Mattia Zaccagni-Lazio;Valentín Mariano Castellanos-Lazio;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Samuel Gigot-Lazio;Luca Pellegrini-Lazio;Fisayo Dele-Bashiru-Lazio;Elseid Hysaj-Lazio;Matías Vecino-Lazio;Boulaye Dia-Lazio;Nuno Tavares-Lazio;Reda Belahyane-Lazio;Loum Tchaouna-Lazio;Ivan Provedel-Lazio;Patricio Gabarrón-Lazio;Tijjani Noslin-Lazio;Gaetano Castrovilli-Lazio;Nicolò Casale-Lazio;Daichi Kamada-Lazio;Felipe Anderson-Lazio;Ciro Immobile-Lazio;Luis Alberto Romero Alconchel-Lazio;Danilo Cataldi-Lazio;Sergej Milinković-Savić-Lazio;Marcos Antônio Silva Santos-Lazio;Matteo Cancellieri-Lazio;Toma Bašić-Lazio;Luís Maximiano-Lazio
2024-01-10;Lazio;35;0;2;71;74;Roma;4;4;9;9;5;2;0.43;0.57;444;0.8;9;13;3;2;1;2;3;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1;0.0633333333333333;0.4444444444444444;355;0.0253521126760563;825.5813953488372;0.3333333333333333;6.976744186046512;0;-0.1399999999999999;2;0;-4;0.0202702702702702;0.1111111111111111;0.43;3.0;0;1;1;1;0;0;0;1;0.1111111111111111;0.2;0.0022522522522522;9.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2024-01-07;Lazio;4;0;23;71;72;Udinese;3;5;7;13;2;2;0.54;0.46;448;0.8;22;16;3;5;0;0;4;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;4;0.0353846153846153;0.1363636363636363;358;0.0614525139664804;662.9629629629629;0.5714285714285714;7.4074074074074066;-6;0.08;0;-2;6;0.015625;0.2857142857142857;0.27;2.0;1;1;2;1;0;0;1;0;0.2857142857142857;1.0;0.0044642857142857;3.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-29;Lazio;4;0;17;71;611;Frosinone;3;2;13;11;5;2;0.55;0.45;455;0.81;18;15;3;2;0;0;6;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;2;0.0409090909090909;0.1666666666666666;369;0.048780487804878;670.9090909090909;0.4615384615384615;10.909090909090908;2;0.1;4;1;3;0.0285714285714285;0.2307692307692307;0.1833333333333333;2.0;0;3;3;1;0;0;0;1;0.2307692307692307;0.6;0.0065934065934065;4.333333333333333;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-22;Lazio;4;0;0;71;75;Empoli;2;3;14;21;7;7;0.45;0.55;360;0.79;17;6;2;3;0;0;9;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;8;0.0261904761904761;0.1176470588235294;284;0.0598591549295774;631.1111111111111;0.6428571428571429;20.0;-7;-0.1;1;-1;11;0.0388888888888888;0.1428571428571428;0.225;4.5;1;1;2;1;0;0;1;0;0.1428571428571428;0.2857142857142857;0.0055555555555555;7.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-17;Lazio;4;0;2;71;7;Inter;2;2;13;12;4;4;0.48;0.52;483;0.86;13;15;1;2;1;0;8;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;7;0.0433333333333333;0.1538461538461538;415;0.0313253012048192;864.5833333333334;0.6153846153846154;16.666666666666668;1;-0.04;1;0;-2;0.0269151138716356;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-13;Lazio;0;0;2;71;27;Atlético Madrid;3;1;10;16;4;4;0.42;0.58;507;0.85;10;12;3;1;0;0;3;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;5;0.03625;0.3;431;0.0232018561484918;1026.190476190476;0.3;7.142857142857143;-6;-0.1599999999999999;-2;2;-2;0.019723865877712;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-09;Lazio;4;0;3;71;77;Hellas Verona;4;1;14;5;5;1;0.72;0.28;613;0.84;11;16;4;0;0;1;7;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1;0.056;0.3636363636363636;515;0.0213592233009708;715.2777777777778;0.5;9.722222222222223;9;0.4399999999999999;6;3;-5;0.0228384991843393;0.0714285714285714;0.72;7.0;1;0;1;0;1;0;1;0;0.0714285714285714;0.2;0.0016313213703099;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-05;Lazio;35;0;23;71;83;Genoa;1;2;11;11;5;2;0.55;0.45;642;0.88;5;11;1;2;0;0;5;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1;0.0409090909090909;0.2;565;0.0088495575221238;1027.2727272727273;0.4545454545454545;9.09090909090909;0;0.1;4;-1;-6;0.0171339563862928;0.0909090909090909;0.55;5.0;1;0;1;1;0;0;0;1;0.0909090909090909;0.2;0.0015576323987538;11.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-02;Lazio;4;0;29;71;79;Cagliari;0;3;10;9;5;2;0.62;0.38;618;0.87;11;12;0;2;0;1;4;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;3;0.0422222222222222;0.0;538;0.020446096654275;867.741935483871;0.4;6.451612903225807;1;0.24;1;-3;-1;0.0161812297734627;0.1;0.62;4.0;1;0;1;1;0;0;0;1;0.1;0.2;0.0016181229773462;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-28;Lazio;0;0;0;71;20;Celtic F. C.;3;4;22;7;5;4;0.45;0.55;496;0.86;14;9;3;4;0;0;6;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;4;0.0785714285714285;0.2142857142857142;427;0.0327868852459016;948.8888888888888;0.2727272727272727;13.333333333333332;15;-0.1;2;-1;5;0.0443548387096774;0.0909090909090909;0.225;3.0;0;2;2;1;0;0;0;1;0.0909090909090909;0.4;0.0040322580645161;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-25;Lazio;4;0;17;71;607;Salernitana;3;5;13;13;2;6;0.62;0.38;526;0.85;12;11;3;5;0;0;9;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;4;0.0292307692307692;0.25;447;0.0268456375838926;720.9677419354839;0.6923076923076923;14.516129032258064;0;0.24;5;-2;1;0.0247148288973384;0.0769230769230769;0.62;9.0;1;0;1;0;0;1;1;0;0.0769230769230769;0.5;0.0019011406844106;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-11-12;Lazio;4;0;23;71;74;Roma;3;4;7;8;2;1;0.49;0.51;493;0.86;12;13;3;4;0;0;4;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1;0.06375;0.25;424;0.0283018867924528;865.3061224489796;0.5714285714285714;8.16326530612245;-1;-0.02;3;-1;-1;0.0141987829614604;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-11-07;Lazio;0;0;0;71;16;Feyenoord;2;3;9;12;1;3;0.35;0.65;372;0.81;15;11;2;3;0;0;9;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6;0.0541666666666666;0.1333333333333333;301;0.0498338870431893;860.0;1.0;25.714285714285715;-3;-0.3;3;-1;4;0.0241935483870967;0.1111111111111111;0.35;9.0;1;0;1;1;0;0;0;1;0.1111111111111111;1.0;0.0026881720430107;9.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-03;Lazio;4;0;3;71;29;Bolonia;5;2;11;6;1;2;0.51;0.49;537;0.88;8;12;5;2;0;0;6;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;2;0.0816666666666666;0.625;473;0.0169133192389006;927.4509803921568;0.5454545454545454;11.76470588235294;5;0.02;4;3;-4;0.0204841713221601;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-30;Lazio;4;0;3;71;70;Fiorentina;3;3;11;9;4;5;0.46;0.54;454;0.81;12;17;3;3;0;0;0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;4;0.06;0.25;368;0.0326086956521739;800.0;0.0;0.0;2;-0.08;-4;0;-5;0.0242290748898678;0.0909090909090909;0.46;0.0;0;1;1;1;0;0;0;1;0.0909090909090909;0.25;0.0022026431718061;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-25;Lazio;0;0;0;71;16;Feyenoord;7;5;8;15;4;5;0.55;0.45;623;0.86;8;18;7;5;0;0;0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;2;0.03;0.875;536;0.0149253731343283;974.5454545454544;0.0;0.0;-7;0.1;-2;2;-10;0.0128410914927768;0.125;0.55;0.0;0;1;1;0;0;1;1;0;0.125;0.25;0.0016051364365971;8.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-21;Lazio;4;0;3;71;593;Sassuolo;5;1;18;9;6;2;0.49;0.51;490;0.85;10;6;5;1;0;0;7;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;5;0.0566666666666666;0.5;416;0.0240384615384615;848.9795918367347;0.3888888888888889;14.285714285714286;9;-0.02;2;4;4;0.036734693877551;0.1111111111111111;0.245;3.5;2;0;2;1;0;0;1;0;0.1111111111111111;0.3333333333333333;0.0040816326530612;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-08;Lazio;4;0;29;71;17;Atalanta;1;1;12;12;4;4;0.46;0.54;465;0.83;7;10;1;1;0;0;4;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;6;0.045;0.1428571428571428;386;0.0181347150259067;839.1304347826086;0.3333333333333333;8.695652173913043;0;-0.08;-2;0;-3;0.0258064516129032;0.25;0.1533333333333333;1.3333333333333333;2;1;3;1;0;0;0;1;0.25;0.75;0.0064516129032258;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-04;Lazio;0;0;0;71;20;Celtic F. C.;4;2;9;11;3;4;0.44;0.56;532;0.83;15;10;4;2;0;0;3;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4;0.0509090909090909;0.2666666666666666;442;0.0339366515837104;1004.5454545454544;0.3333333333333333;6.818181818181818;-2;-0.12;-1;2;5;0.0169172932330827;0.2222222222222222;0.22;1.5;1;1;2;1;0;0;1;0;0.2222222222222222;0.6666666666666666;0.0037593984962406;4.5;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-30;Lazio;4;0;0;71;25;Milan;2;3;13;14;4;7;0.49;0.51;484;0.84;5;15;2;3;0;0;1;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;7;0.0364285714285714;0.4;407;0.0122850122850122;830.6122448979592;0.0769230769230769;2.0408163265306123;-1;-0.02;-6;-1;-10;0.0268595041322314;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-27;Lazio;4;0;17;71;73;Torino;1;4;6;7;3;2;0.51;0.49;533;0.84;12;13;1;4;0;0;4;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;2;0.0699999999999999;0.0833333333333333;448;0.0267857142857142;878.4313725490196;0.6666666666666666;7.84313725490196;-1;0.02;2;-3;-1;0.0112570356472795;0.3333333333333333;0.255;2.0;0;2;2;1;0;0;0;1;0.3333333333333333;0.6666666666666666;0.0037523452157598;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-23;Lazio;4;0;17;71;80;Monza;2;2;8;16;1;4;0.48;0.52;514;0.84;13;7;2;2;0;0;1;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;3;0.0325;0.1538461538461538;432;0.0300925925925925;900.0;0.125;2.083333333333333;-8;-0.04;-2;0;6;0.0155642023346303;0.125;0.48;1.0;1;0;1;0;1;0;0;1;0.125;1.0;0.0019455252918287;8.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-09-19;Lazio;0;0;4;71;27;Atlético Madrid;2;3;19;9;7;4;0.48;0.52;584;0.89;6;12;2;3;0;0;11;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;5;0.0577777777777777;0.3333333333333333;520;0.0115384615384615;1083.3333333333337;0.5789473684210527;22.916666666666668;10;-0.04;6;-1;-6;0.0325342465753424;0.0526315789473684;0.48;11.0;0;1;1;0;1;0;0;1;0.0526315789473684;0.1428571428571428;0.0017123287671232;19.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-16;Lazio;4;0;30;71;14;Juventus;1;5;16;17;5;7;0.64;0.36;622;0.9;13;13;1;5;0;0;9;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;7;0.0211764705882352;0.0769230769230769;560;0.0232142857142857;875.0;0.5625;14.0625;-1;0.28;2;-4;0;0.0257234726688102;0.0625;0.64;9.0;0;1;1;0;0;1;1;0;0.0625;0.2;0.0016077170418006;16.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-09-02;Lazio;4;0;0;71;69;Napoli;2;0;6;22;2;4;0.38;0.62;387;0.81;9;8;2;0;0;0;2;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;7;0.0281818181818181;0.2222222222222222;313;0.0287539936102236;823.6842105263157;0.3333333333333333;5.2631578947368425;-16;-0.24;-5;2;1;0.0155038759689922;0.3333333333333333;0.19;1.0;1;1;2;1;0;0;1;0;0.3333333333333333;1.0;0.0051679586563307;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-08-27;Lazio;4;0;20;71;83;Genoa;4;2;16;5;2;3;0.71;0.29;724;0.86;9;16;4;2;0;0;15;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1;0.0579999999999999;0.4444444444444444;623;0.0144462279293739;877.4647887323944;0.9375;21.126760563380284;11;0.42;14;2;-7;0.0220994475138121;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-08-20;Lazio;4;0;0;71;82;Lecce;2;3;10;23;4;7;0.53;0.47;516;0.85;16;12;2;3;0;0;2;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;5;0.0204347826086956;0.125;439;0.0364464692482915;828.3018867924528;0.2;3.773584905660377;-13;0.06;-3;-1;4;0.0193798449612403;0.1;0.53;2.0;1;0;1;0;0;1;1;0;0.1;0.25;0.001937984496124;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-06-03;Lazio;4;0;3;71;75;Empoli;2;2;21;7;11;1;0.54;0.46;559;0.88;10;7;2;1;0;1;7;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6;0.0657142857142857;0.2;492;0.0203252032520325;911.1111111111112;0.3333333333333333;12.962962962962962;14;0.08;1;0;3;0.0375670840787119;0.0952380952380952;0.27;3.5;0;2;2;1;0;0;1;0;0.0952380952380952;0.1818181818181818;0.0035778175313059;10.5;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
2023-05-28;Lazio;4;0;4;71;595;Cremonese;2;2;12;11;8;5;0.58;0.42;625;0.9;15;8;2;2;0;0;4;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3;0.0381818181818181;0.1333333333333333;562;0.0266903914590747;968.9655172413794;0.3333333333333333;6.896551724137932;1;0.1599999999999999;1;0;7;0.0192;0.25;0.1933333333333333;1.3333333333333333;2;1;3;1;0;0;0;1;0.25;0.375;0.0048;4.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
2023-05-21;Lazio;4;0;23;71;72;Udinese;1;3;14;12;4;2;0.61;0.39;653;0.9;9;15;1;3;0;0;8;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3;0.0325;0.1111111111111111;588;0.0153061224489795;963.9344262295082;0.5714285714285714;13.114754098360656;2;0.2199999999999999;5;-2;-6;0.0214395099540581;0.0714285714285714;0.61;8.0;0;1;1;1;0;0;1;0;0.0714285714285714;0.25;0.001531393568147;14.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
2023-05-12;Lazio;4;0;0;71;82;Lecce;3;5;20;13;6;4;0.67;0.33;600;0.81;11;13;3;5;0;0;2;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3;0.0253846153846153;0.2727272727272727;486;0.022633744855967;725.3731343283582;0.1;2.985074626865672;7;0.34;-1;-2;-2;0.0333333333333333;0.1;0.335;1.0;1;1;2;0;1;0;0;1;0.1;0.3333333333333333;0.0033333333333333;10.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0
2023-05-06;Lazio;4;0;3;71;25;Milan;4;2;8;10;0;3;0.48;0.52;530;0.86;8;10;4;2;0;0;4;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;6;0.052;0.5;456;0.0175438596491228;950.0;0.5;8.333333333333334;-2;-0.04;-2;2;-2;0.0150943396226415;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0
2023-05-03;Lazio;4;0;0;71;593;Sassuolo;3;5;13;13;5;2;0.48;0.52;515;0.86;13;13;3;5;0;0;1;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2;0.04;0.2307692307692307;443;0.0293453724604966;922.9166666666669;0.0769230769230769;2.083333333333333;0;-0.04;-1;-2;0;0.0252427184466019;0.1538461538461538;0.24;0.5;1;1;2;1;0;0;0;1;0.1538461538461538;0.4;0.003883495145631;6.5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
2023-04-30;Lazio;4;0;2;71;7;Inter;4;2;9;25;5;9;0.38;0.62;388;0.81;14;13;4;2;0;0;3;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2;0.0248;0.2857142857142857;314;0.0445859872611464;826.3157894736842;0.3333333333333333;7.894736842105263;-16;-0.24;1;2;1;0.0231958762886597;0.1111111111111111;0.38;3.0;1;0;1;0;0;1;1;0;0.1111111111111111;0.2;0.0025773195876288;9.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
2023-04-22;Lazio;4;0;17;71;73;Torino;2;4;10;7;5;3;0.53;0.47;568;0.86;13;13;2;4;0;0;3;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;4;0.0671428571428571;0.1538461538461538;488;0.026639344262295;920.754716981132;0.3;5.660377358490566;3;0.06;-1;-2;0;0.0176056338028169;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
2023-04-14;Lazio;4;0;0;71;594;Spezia;5;2;13;6;7;2;0.47;0.53;550;0.87;7;12;5;1;0;1;3;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2;0.0883333333333333;0.7142857142857143;478;0.0146443514644351;1017.0212765957448;0.2307692307692307;6.382978723404256;7;-0.06;1;3;-5;0.0236363636363636;0.2307692307692307;0.1566666666666666;1.0;1;2;3;1;0;0;1;0;0.2307692307692307;0.4285714285714285;0.0054545454545454;4.333333333333333;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
2023-04-08;Lazio;4;0;23;71;14;Juventus;2;5;9;11;4;4;0.51;0.49;454;0.84;11;15;2;5;0;0;6;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;6;0.0445454545454545;0.1818181818181818;381;0.0288713910761154;747.0588235294117;0.6666666666666666;11.76470588235294;-2;0.02;0;-3;-4;0.0198237885462555;0.2222222222222222;0.255;3.0;1;1;2;1;0;0;0;1;0.2222222222222222;0.5;0.0044052863436123;4.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
2023-04-02;Lazio;4;0;17;71;80;Monza;2;5;8;11;4;3;0.43;0.57;485;0.87;8;13;2;5;0;0;3;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;8;0.0518181818181818;0.25;422;0.0189573459715639;981.3953488372092;0.375;6.976744186046512;-3;-0.1399999999999999;-5;-3;-5;0.0164948453608247;0.25;0.215;1.5;1;1;2;1;0;0;1;0;0.25;0.5;0.0041237113402061;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
