Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;João Ricardo Riedi-Fortaleza;Eros Mancuso-Fortaleza;David Luiz-Fortaleza;Gustavo Mancha-Fortaleza;Bruno Pacheco-Fortaleza;Calebe-Fortaleza;Zé Welison-Fortaleza;Guillermo Matías Fernández-Fortaleza;Allanzinho-Fortaleza;Kervin Andrade-Fortaleza;Deyverson-Fortaleza;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Guilherme de Jesus da Silva-Fortaleza;Benjamín Kuscevic-Fortaleza;Cristian Chagas Tarouco-Fortaleza;Diogo Barbosa-Fortaleza;Yago Pikachu-Fortaleza;Lucas Pacheco Affini-Fortaleza;Matheus Rossetto-Fortaleza;Bruno César Pereira Silva-Fortaleza;Juan Martín Lucero-Fortaleza;Breno Henrique Vasconcelos Lopes-Fortaleza;Leandro Emmanuel Martínez-Fortaleza;Marinho-Fortaleza;Moisés Vieira da Veiga-Fortaleza;Emanuel Brítez-Fortaleza;Hércules Pereira do Nascimento-Fortaleza;Tomás Pochettino-Fortaleza;Tomás Cardona-Fortaleza;Felipe Jonatan-Fortaleza;Renato Kayser-Fortaleza;Pedro Augusto-Fortaleza;Imanol Machuca-Fortaleza;Dudu-Fortaleza;Kauan-Fortaleza;Gonzalo Escobar-Fortaleza;Thiago Galhardo-Fortaleza;Marcelo da Conceição Benevenuto Malaquias-Fortaleza;Guilherme Vieira dos Santos-Fortaleza;Caio Alexandre-Fortaleza;Lucas Crispim-Fortaleza;Tobias Figueiredo-Fortaleza;Fernando Miguel Kaufmann-Fortaleza;Silvio Romero-Fortaleza;Vinicius Zanocelo-Fortaleza;Romarinho-Fortaleza;Brayan Ceballos-Fortaleza;Kozlinski-Fortaleza;Gastón Ávila-Fortaleza
2024-10-26;Fortaleza;10;30;3;644;217;Palmeiras;5;1;11;16;3;6;0.4;0.6;326;0.75;17;9;5;1;0;0;3;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.0375;0.2941176470588235;244;0.0696721311475409;610.0;0.2727272727272727;7.5;-5;-0.1999999999999999;0;4;8;0.0337423312883435;0.1818181818181818;0.2;1.5;1;1;2;0;1;0;1;0;0.1818181818181818;0.6666666666666666;0.0061349693251533;5.5;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-16;Fortaleza;10;3;3;644;220;Atlético Mineiro;4;3;14;18;1;5;0.46;0.54;380;0.8;9;10;2;3;2;0;7;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.03;0.4444444444444444;304;0.0296052631578947;660.8695652173913;0.5;15.217391304347826;-4;-0.08;4;1;-1;0.0368421052631578;0.0714285714285714;0.46;7.0;1;0;1;0;1;0;0;1;0.0714285714285714;1.0;0.0026315789473684;14.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-04;Fortaleza;10;3;1;644;206;Grêmio;3;3;7;16;5;6;0.63;0.37;584;0.84;9;11;2;2;1;1;2;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;10;0.023125;0.3333333333333333;491;0.0183299389002036;779.3650793650794;0.2857142857142857;3.1746031746031744;-9;0.26;-8;0;-2;0.011986301369863;0.1428571428571428;0.63;2.0;1;0;1;0;0;1;1;0;0.1428571428571428;0.2;0.0017123287671232;7.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-29;Fortaleza;10;3;3;644;656;Cuiabá;2;4;15;2;6;1;0.54;0.46;457;0.85;18;9;2;4;0;0;7;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3;0.23;0.1111111111111111;388;0.0463917525773195;718.5185185185185;0.4666666666666667;12.962962962962962;13;0.08;4;-2;9;0.0328227571115973;0.0666666666666666;0.54;7.0;1;0;1;1;0;0;0;1;0.0666666666666666;0.1666666666666666;0.0021881838074398;15.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-24;Fortaleza;-1;13;28;644;652;Corinthians;4;1;12;11;4;5;0.52;0.48;384;0.83;12;12;4;1;0;0;4;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3;0.0436363636363636;0.3333333333333333;319;0.0376175548589341;613.4615384615385;0.3333333333333333;7.692307692307692;1;0.04;1;3;0;0.03125;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;Fortaleza;10;3;28;644;697;Bahía;3;1;11;9;7;4;0.36;0.64;382;0.82;13;9;2;1;1;0;2;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;0.0711111111111111;0.2307692307692307;313;0.0415335463258785;869.4444444444445;0.1818181818181818;5.555555555555555;2;-0.28;1;2;4;0.0287958115183246;0.3636363636363636;0.09;0.5;2;2;4;1;0;0;0;1;0.3636363636363636;0.5714285714285714;0.0104712041884816;2.75;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-17;Fortaleza;-1;3;28;644;652;Corinthians;0;2;9;12;3;6;0.48;0.52;355;0.79;8;12;0;2;0;0;4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.0433333333333333;0.0;280;0.0285714285714285;583.3333333333334;0.4444444444444444;8.333333333333334;-3;-0.04;1;-2;-4;0.0253521126760563;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-14;Fortaleza;10;3;3;644;649;Paranaense;2;2;10;30;3;9;0.44;0.56;389;0.79;10;12;2;2;0;0;4;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;13;0.0186666666666666;0.2;307;0.0325732899022801;697.7272727272727;0.4;9.090909090909092;-20;-0.12;-9;0;-2;0.0257069408740359;0.1;0.44;4.0;1;0;1;0;1;0;1;0;0.1;0.3333333333333333;0.0025706940874035;10.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-11;Fortaleza;10;3;3;644;641;Internacional;5;2;12;16;1;8;0.39;0.61;347;0.74;9;19;4;2;1;0;3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;0.038125;0.5555555555555556;257;0.0350194552529182;658.974358974359;0.25;7.692307692307692;-4;-0.2199999999999999;-5;3;-10;0.0345821325648415;0.0833333333333333;0.39;3.0;1;0;1;0;0;1;1;0;0.0833333333333333;1.0;0.0028818443804034;12.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;Fortaleza;10;3;3;644;210;Botafogo;4;3;10;22;1;7;0.35;0.65;320;0.74;8;13;4;3;0;0;6;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;9;0.0295454545454545;0.5;237;0.0337552742616033;677.1428571428572;0.6;17.142857142857142;-12;-0.3;-3;1;-5;0.03125;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-25;Fortaleza;10;3;17;644;652;Corinthians;3;3;8;12;5;4;0.44;0.56;344;0.84;14;16;3;3;0;0;3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;0.0466666666666666;0.2142857142857142;289;0.0484429065743944;656.8181818181819;0.375;6.818181818181818;-4;-0.12;-6;0;-2;0.0232558139534883;0.125;0.44;3.0;0;1;1;1;0;0;0;1;0.125;0.2;0.002906976744186;8.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-21;Fortaleza;-1;3;3;644;222;Rosario Central;4;2;9;11;5;2;0.59;0.41;419;0.83;11;4;4;2;0;0;1;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;2;0.0372727272727272;0.3636363636363636;348;0.0316091954022988;589.8305084745763;0.1111111111111111;1.6949152542372885;-2;0.18;-1;2;7;0.0214797136038186;0.3333333333333333;0.1966666666666666;0.3333333333333333;0;3;3;1;0;0;0;1;0.3333333333333333;0.6;0.0071599045346062;3.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-17;Fortaleza;10;3;0;644;659;Bragantino;4;4;14;13;7;9;0.39;0.61;300;0.72;13;19;4;4;0;0;2;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;9;0.0469230769230769;0.3076923076923077;216;0.0601851851851851;553.8461538461538;0.1428571428571428;5.128205128205128;1;-0.2199999999999999;-7;0;-6;0.0466666666666666;0.1428571428571428;0.195;1.0;1;1;2;1;0;0;1;0;0.1428571428571428;0.2857142857142857;0.0066666666666666;7.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-14;Fortaleza;-1;3;3;644;222;Rosario Central;4;4;10;13;3;5;0.44;0.56;331;0.7;11;16;4;4;0;0;3;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;8;0.043076923076923;0.3636363636363636;232;0.0474137931034482;527.2727272727273;0.3;6.818181818181818;-3;-0.12;-5;0;-5;0.0302114803625377;0.1;0.44;3.0;1;0;1;0;1;0;1;0;0.1;0.3333333333333333;0.0030211480362537;10.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-10;Fortaleza;10;3;3;644;778;Criciúma;2;4;16;12;4;2;0.51;0.49;447;0.82;16;13;2;4;0;0;4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6;0.0408333333333333;0.125;367;0.0435967302452316;719.6078431372549;0.25;7.84313725490196;4;0.02;-2;-2;3;0.0357941834451901;0.0625;0.51;4.0;0;1;1;1;0;0;0;1;0.0625;0.25;0.0022371364653243;16.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-05;Fortaleza;10;3;3;644;636;Cruzeiro;4;4;11;15;4;7;0.31;0.69;287;0.7;17;18;4;4;0;0;1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.046;0.2352941176470588;201;0.0845771144278607;648.3870967741935;0.0909090909090909;3.2258064516129035;-4;-0.3799999999999999;-4;0;-1;0.0383275261324041;0.1818181818181818;0.155;0.5;2;0;2;1;0;0;1;0;0.1818181818181818;0.5;0.0069686411149825;5.5;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-27;Fortaleza;10;3;1;644;201;São Paulo;4;4;11;12;2;1;0.36;0.64;280;0.74;15;16;3;4;1;0;3;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;10;0.0533333333333333;0.2666666666666666;207;0.072463768115942;575.0;0.2727272727272727;8.333333333333334;-1;-0.28;-7;0;-1;0.0392857142857142;0.0909090909090909;0.36;3.0;1;0;1;1;0;0;0;1;0.0909090909090909;0.5;0.0035714285714285;11.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-24;Fortaleza;10;3;1;644;778;Criciúma;1;0;15;13;4;7;0.52;0.48;423;0.79;8;11;1;0;0;0;5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.0369230769230769;0.125;334;0.0239520958083832;642.3076923076923;0.3333333333333333;9.615384615384617;2;0.04;1;1;-3;0.0354609929078014;0.0666666666666666;0.52;5.0;0;1;1;0;1;0;1;0;0.0666666666666666;0.25;0.0023640661938534;15.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-21;Fortaleza;10;3;9;644;776;Atlético Goianiense;4;4;12;10;3;2;0.61;0.39;463;0.85;12;12;3;3;1;1;5;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6;0.039;0.3333333333333333;394;0.0304568527918781;645.9016393442623;0.4166666666666667;8.19672131147541;2;0.2199999999999999;-1;0;0;0.0259179265658747;0.25;0.2033333333333333;1.6666666666666667;1;2;3;1;0;0;0;1;0.25;1.0;0.0064794816414686;4.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-17;Fortaleza;10;3;7;644;693;Vitória;4;3;12;11;4;3;0.47;0.53;403;0.83;19;19;4;3;0;0;1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6;0.0481818181818181;0.2105263157894736;334;0.0568862275449101;710.6382978723404;0.0833333333333333;2.127659574468085;1;-0.06;-5;1;0;0.0297766749379652;0.25;0.1566666666666666;0.3333333333333333;2;1;3;1;0;0;0;1;0.25;0.75;0.0074441687344913;4.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-11;Fortaleza;10;3;3;644;214;Flamengo;1;1;7;21;2;7;0.29;0.71;246;0.68;11;9;1;1;0;0;4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;0.0338095238095238;0.0909090909090909;167;0.0658682634730539;575.8620689655173;0.5714285714285714;13.793103448275865;-14;-0.42;-5;0;2;0.0284552845528455;0.2857142857142857;0.145;2.0;1;1;2;1;0;0;1;0;0.2857142857142857;1.0;0.008130081300813;3.5;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-07;Fortaleza;10;3;3;644;197;Fluminense;1;2;19;11;6;3;0.42;0.58;314;0.76;13;14;1;2;0;0;12;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.0527272727272727;0.0769230769230769;239;0.0543933054393305;569.047619047619;0.631578947368421;28.571428571428573;8;-0.1599999999999999;9;-1;-1;0.0605095541401273;0.0526315789473684;0.42;12.0;0;1;1;1;0;0;0;1;0.0526315789473684;0.1666666666666666;0.0031847133757961;19.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-03;Fortaleza;10;3;3;644;777;Vasco da Gama;4;4;10;19;4;9;0.4;0.6;349;0.79;12;21;3;4;1;0;3;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;7;0.031578947368421;0.3333333333333333;276;0.0434782608695652;690.0;0.3;7.5;-9;-0.1999999999999999;-4;0;-9;0.0286532951289398;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-30;Fortaleza;10;3;3;644;779;Juventude;2;0;19;12;7;3;0.37;0.63;286;0.75;22;16;2;0;0;0;7;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.0525;0.0909090909090909;214;0.102803738317757;578.3783783783783;0.3684210526315789;18.91891891891892;7;-0.26;2;2;6;0.0664335664335664;0.1052631578947368;0.185;3.5;2;0;2;1;0;0;0;1;0.1052631578947368;0.2857142857142857;0.0069930069930069;9.5;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-26;Fortaleza;10;3;17;644;217;Palmeiras;2;2;12;17;6;7;0.31;0.69;251;0.67;17;11;2;2;0;0;3;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;8;0.0405882352941176;0.1176470588235294;168;0.1011904761904761;541.9354838709678;0.25;9.67741935483871;-5;-0.3799999999999999;-5;0;6;0.047808764940239;0.25;0.1033333333333333;1.0;1;2;3;1;0;0;0;1;0.25;0.5;0.0119521912350597;4.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-23;Fortaleza;10;3;29;644;220;Atlético Mineiro;2;3;13;21;3;8;0.33;0.67;255;0.67;17;15;2;3;0;0;4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.0319047619047619;0.1176470588235294;171;0.0994152046783625;518.1818181818181;0.3076923076923077;12.12121212121212;-8;-0.34;1;-1;2;0.0509803921568627;0.0769230769230769;0.33;4.0;1;0;1;0;1;0;1;0;0.0769230769230769;0.3333333333333333;0.0039215686274509;13.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-19;Fortaleza;10;3;0;644;206;Grêmio;3;5;13;8;4;2;0.52;0.48;526;0.88;15;7;3;4;0;1;8;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.06;0.2;463;0.0323974082073434;890.3846153846154;0.6153846153846154;15.384615384615383;5;0.04;5;-2;8;0.0247148288973384;0.0769230769230769;0.52;8.0;1;0;1;1;0;0;0;1;0.0769230769230769;0.25;0.0019011406844106;13.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-16;Fortaleza;10;3;3;644;656;Cuiabá;5;1;2;21;0;13;0.44;0.56;416;0.86;6;9;3;1;2;0;1;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;5;0.0266666666666666;0.8333333333333334;358;0.0167597765363128;813.6363636363636;0.5;2.272727272727273;-19;-0.12;-4;4;-3;0.0048076923076923;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-13;Fortaleza;10;0;22;644;697;Bahía;1;6;21;12;6;3;0.45;0.55;418;0.84;9;14;1;6;0;0;9;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5;0.0458333333333333;0.1111111111111111;351;0.0256410256410256;780.0;0.4285714285714285;20.0;9;-0.1;4;-5;-5;0.0502392344497607;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-06-02;Fortaleza;10;0;7;644;649;Paranaense;3;4;11;15;4;2;0.53;0.47;425;0.8;12;17;3;4;0;0;2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.0313333333333333;0.25;340;0.0352941176470588;641.5094339622641;0.1818181818181818;3.773584905660377;-4;0.06;-2;-1;-5;0.0258823529411764;0.0909090909090909;0.53;2.0;1;0;1;1;0;0;0;1;0.0909090909090909;0.25;0.0023529411764705;11.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-29;Fortaleza;-1;2;1;644;647;Sportivo Trinidense;0;0;20;8;5;2;0.63;0.37;513;0.83;11;14;0;0;0;0;5;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;3;0.04625;0.0;426;0.0258215962441314;676.1904761904761;0.25;7.936507936507937;12;0.26;2;0;-3;0.0389863547758284;0.1;0.315;2.5;2;0;2;1;0;0;0;1;0.1;0.4;0.0038986354775828;10.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-21;Fortaleza;12;1;3;644;777;Vasco da Gama;1;3;12;10;8;4;0.52;0.48;375;0.84;6;12;1;3;0;0;10;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4;0.048;0.1666666666666666;315;0.019047619047619;605.7692307692307;0.8333333333333334;19.23076923076923;2;0.04;6;-2;-6;0.032;0.25;0.1733333333333333;3.333333333333333;1;2;3;0;1;0;1;0;0.25;0.375;0.008;4.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
