Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Luca Philipp-Hoffenheim;Arthur Chaves-Hoffenheim;Leo Skiri Østigård-Hoffenheim;Stanley N'Soki-Hoffenheim;Pavel Kadeřábek-Hoffenheim;Anton Stach-Hoffenheim;Tom Bischof-Hoffenheim;Bazoumana Touré-Hoffenheim;Andrej Kramarić-Hoffenheim;Marius Bülter-Hoffenheim;Adam Hložek-Hoffenheim;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Oliver Baumann-Hoffenheim;Kevin Akpoguma-Hoffenheim;Dennis Geiger-Hoffenheim;Valentin Gendrey-Hoffenheim;Haris Tabaković-Hoffenheim;David Jurásek-Hoffenheim;Gift Orban-Hoffenheim;Finn Ole Becker-Hoffenheim;Umut Tohumcu-Hoffenheim;Diadie Samassékou-Hoffenheim;Alexander Prass-Hoffenheim;Max Moerstedt-Hoffenheim;Robin Hranáč-Hoffenheim;Erencan Yardimci-Hoffenheim;David Mokwa-Hoffenheim;Jacob Bruun Larsen-Hoffenheim;Mërgim Berisha-Hoffenheim;Florian Grillitsch-Hoffenheim;Tim Drexler-Hoffenheim;Grischa Prömel-Hoffenheim;Ozan Kabak-Hoffenheim;Maximilian Beier-Hoffenheim;Ihlas Bebou-Hoffenheim;Robert Skov-Hoffenheim;Wout Weghorst-Hoffenheim;John Anthony Brooks-Hoffenheim;Kevin Vogt-Hoffenheim;Attila Szalai-Hoffenheim;Angelo Stiller-Hoffenheim;Sebastian Rudy-Hoffenheim;José Ángel Esmorís Tasende-Hoffenheim;Christoph Baumgartner-Hoffenheim;Moanes Dabour-Hoffenheim;Thomas Delaney-Hoffenheim;Kasper Dolberg-Hoffenheim;Georginio Rutter-Hoffenheim;Eduardo Quaresma-Hoffenheim;Muhammed Damar-Hoffenheim
2024-12-08;Hoffenheim;9;3;1;97;170;Friburgo;1;1;15;11;5;4;0.49;0.51;517;0.81;10;5;1;1;0;0;6;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1;0.0463636363636363;0.1;419;0.0238663484486873;855.1020408163265;0.4;12.244897959183673;4;-0.02;5;0;5;0.0290135396518375;0.0666666666666666;0.49;6.0;0;1;1;0;1;0;0;1;0.0666666666666666;0.2;0.0019342359767891;15.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-04;Hoffenheim;23;3;0;97;175;Wolfsburg;2;2;11;16;0;5;0.57;0.43;549;0.84;15;12;2;2;0;0;5;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;4;0.026875;0.1333333333333333;461;0.0325379609544468;808.7719298245614;0.4545454545454545;8.771929824561404;-5;0.1399999999999999;1;0;3;0.0200364298724954;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-01;Hoffenheim;9;3;17;97;174;Mainz 05;3;1;10;18;2;8;0.47;0.53;406;0.75;12;13;3;1;0;0;3;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;8;0.0294444444444444;0.25;304;0.0394736842105263;646.8085106382979;0.3;6.382978723404256;-8;-0.06;-5;2;-1;0.0246305418719211;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-28;Hoffenheim;5;3;0;97;103;Braga;1;0;15;9;4;5;0.56;0.44;499;0.84;13;9;1;0;0;0;9;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1;0.0488888888888888;0.0769230769230769;419;0.0310262529832935;748.2142857142857;0.6;16.07142857142857;6;0.12;8;1;4;0.0300601202404809;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-23;Hoffenheim;9;3;17;97;31;RB Leipzig;2;1;20;14;7;6;0.6;0.4;508;0.83;14;12;2;1;0;0;4;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;3;0.0285714285714285;0.1428571428571428;422;0.0331753554502369;703.3333333333334;0.2;6.666666666666667;6;0.1999999999999999;1;1;2;0.0393700787401574;0.2;0.15;1.0;1;3;4;1;0;0;0;1;0.2;0.5714285714285714;0.0078740157480314;5.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-10;Hoffenheim;9;29;2;97;173;Augsburgo;3;2;11;16;2;4;0.56;0.44;561;0.83;7;16;3;2;0;0;6;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;10;0.0275;0.4285714285714285;466;0.0150214592274678;832.1428571428571;0.5454545454545454;10.714285714285714;-5;0.12;-4;1;-9;0.0196078431372549;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-07;Hoffenheim;5;29;6;97;90;Lyon;2;1;18;11;12;4;0.43;0.57;367;0.78;13;12;2;1;0;0;8;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;8;0.0518181818181818;0.1538461538461538;286;0.0454545454545454;665.1162790697674;0.4444444444444444;18.6046511627907;7;-0.1399999999999999;0;1;1;0.0490463215258855;0.1111111111111111;0.215;4.0;0;2;2;0;1;0;0;1;0.1111111111111111;0.1666666666666666;0.0054495912806539;9.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-02;Hoffenheim;9;29;17;97;176;St. Pauli;0;1;12;7;6;3;0.68;0.32;620;0.84;10;10;0;1;0;0;7;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;2;0.0457142857142857;0.0;521;0.019193857965451;766.1764705882352;0.5833333333333334;10.294117647058822;5;0.36;5;-1;0;0.0193548387096774;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-30;Hoffenheim;23;6;6;97;186;Nürnberg;2;2;23;15;10;5;0.51;0.49;436;0.82;15;9;2;2;0;0;10;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;6;0.0326666666666666;0.1333333333333333;358;0.0418994413407821;701.9607843137255;0.4347826086956521;19.607843137254903;8;0.02;4;0;6;0.0527522935779816;0.0869565217391304;0.255;5.0;1;1;2;1;0;0;0;1;0.0869565217391304;0.2;0.0045871559633027;11.5;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-27;Hoffenheim;9;29;0;97;142;Heidenheim;2;1;12;17;4;3;0.54;0.46;444;0.79;16;12;2;1;0;0;3;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;7;0.0270588235294117;0.125;351;0.0455840455840455;650.0;0.25;5.555555555555555;-5;0.08;-4;1;4;0.027027027027027;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-24;Hoffenheim;5;29;3;97;95;Porto;1;3;15;11;1;4;0.55;0.45;481;0.87;9;16;1;3;0;0;9;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;6;0.0409090909090909;0.1111111111111111;418;0.0215311004784689;759.9999999999999;0.6;16.363636363636363;4;0.1;3;-2;-7;0.0311850311850311;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Hoffenheim;9;29;7;97;178;Bochum;1;1;12;13;7;4;0.5;0.5;415;0.77;10;12;1;1;0;0;4;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;2;0.0384615384615384;0.1;320;0.03125;640.0;0.3333333333333333;8.0;-1;0.0;2;0;-2;0.0289156626506024;0.25;0.1666666666666666;1.3333333333333333;1;2;3;1;0;0;0;1;0.25;0.4285714285714285;0.0072289156626506;4.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-06;Hoffenheim;9;29;2;97;18;Stuttgart;4;1;7;20;5;6;0.32;0.68;323;0.77;7;10;4;1;0;0;5;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;10;0.034;0.5714285714285714;249;0.0281124497991967;778.125;0.7142857142857143;15.625;-13;-0.36;-5;3;-3;0.0216718266253869;0.1428571428571428;0.32;5.0;1;0;1;0;1;0;1;0;0.1428571428571428;0.2;0.0030959752321981;7.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-03;Hoffenheim;5;29;0;97;112;Dinamo;1;0;19;8;6;1;0.48;0.52;493;0.85;14;8;1;0;0;0;4;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;7;0.065;0.0714285714285714;419;0.0334128878281622;872.9166666666667;0.2105263157894736;8.333333333333334;11;-0.04;-3;1;6;0.0385395537525354;0.1052631578947368;0.24;2.0;1;1;2;1;0;0;0;1;0.1052631578947368;0.3333333333333333;0.0040567951318458;9.5;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-29;Hoffenheim;9;29;17;97;171;Werder Bremen;4;3;10;23;5;10;0.35;0.65;325;0.79;11;19;3;3;1;0;2;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;6;0.0282608695652173;0.3636363636363636;257;0.0428015564202334;734.2857142857143;0.2;5.714285714285714;-13;-0.3;-4;1;-8;0.0307692307692307;0.3;0.1166666666666666;0.6666666666666666;3;0;3;0;0;1;0;1;0.3;0.6;0.0092307692307692;3.333333333333333;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-25;Hoffenheim;5;17;1;97;88;Midtjylland;0;1;14;13;3;7;0.51;0.49;433;0.81;7;16;0;1;0;0;5;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;10;0.0376923076923076;0.0;351;0.0199430199430199;688.2352941176471;0.3571428571428571;9.803921568627452;1;0.02;-5;-1;-9;0.0323325635103926;0.0714285714285714;0.51;5.0;0;1;1;0;1;0;1;0;0.0714285714285714;0.3333333333333333;0.0023094688221709;14.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;Hoffenheim;9;2;17;97;169;FC Union Berlin;3;3;7;12;3;2;0.48;0.52;425;0.76;18;17;3;3;0;0;5;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;5;0.0433333333333333;0.1666666666666666;323;0.0557275541795665;672.9166666666667;0.7142857142857143;10.416666666666668;-5;-0.04;0;0;1;0.0164705882352941;0.1428571428571428;0.48;5.0;0;1;1;0;0;1;1;0;0.1428571428571428;0.3333333333333333;0.0023529411764705;7.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-14;Hoffenheim;9;29;17;97;6;Leverkusen;2;2;15;20;5;8;0.39;0.61;410;0.84;9;10;2;2;0;0;4;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;12;0.0305;0.2222222222222222;344;0.0261627906976744;882.051282051282;0.2666666666666666;10.256410256410255;-5;-0.2199999999999999;-8;0;-1;0.0365853658536585;0.0666666666666666;0.39;4.0;1;0;1;0;0;1;0;1;0.0666666666666666;0.2;0.0024390243902439;15.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;Hoffenheim;9;29;6;97;87;Frankfurt;3;0;11;18;3;7;0.49;0.51;444;0.84;10;10;3;0;0;0;4;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1;0.0283333333333333;0.3;373;0.0268096514745308;761.2244897959184;0.3636363636363636;8.16326530612245;-7;-0.02;3;3;0;0.0247747747747747;0.0909090909090909;0.49;4.0;0;1;1;0;0;1;1;0;0.0909090909090909;0.3333333333333333;0.0022522522522522;11.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-24;Hoffenheim;9;29;29;97;177;KSV Holstein;2;2;21;17;8;6;0.55;0.45;460;0.83;8;14;2;1;0;1;8;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;6;0.0264705882352941;0.25;382;0.0209424083769633;694.5454545454545;0.3809523809523809;14.545454545454543;4;0.1;2;0;-6;0.0456521739130434;0.1428571428571428;0.1833333333333333;2.6666666666666665;2;1;3;1;0;0;0;1;0.1428571428571428;0.375;0.0065217391304347;7.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-16;Hoffenheim;23;29;0;97;-1;Würzburger Kickers;1;2;20;11;11;4;0.7;0.3;802;0.83;13;14;1;2;0;0;6;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;3;0.0272727272727272;0.0769230769230769;666;0.0195195195195195;951.4285714285714;0.3;8.571428571428571;9;0.3999999999999999;3;-1;-1;0.0249376558603491;0.1;0.35;3.0;1;1;2;0;1;0;1;0;0.1;0.1818181818181818;0.0024937655860349;10.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-18;Hoffenheim;9;17;30;97;23;Bayern;3;1;17;11;9;4;0.48;0.52;457;0.86;7;9;3;1;0;0;6;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;5;0.0472727272727272;0.4285714285714285;393;0.0178117048346055;818.75;0.3529411764705882;12.5;6;-0.04;1;2;-2;0.037199124726477;0.2352941176470588;0.12;1.5;1;3;4;1;0;0;0;1;0.2352941176470588;0.4444444444444444;0.0087527352297593;4.25;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-12;Hoffenheim;9;29;6;97;191;SV Darmstadt 98;0;3;12;10;7;0;0.6;0.4;648;0.88;3;9;0;3;0;0;3;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;2;0.04;0.0;570;0.0052631578947368;950.0;0.25;5.0;2;0.1999999999999999;1;-3;-6;0.0185185185185185;0.5;0.0999999999999999;0.5;5;1;6;1;0;0;1;0;0.5;0.8571428571428571;0.0092592592592592;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-03;Hoffenheim;9;2;13;97;31;RB Leipzig;1;2;20;8;8;4;0.56;0.44;586;0.88;6;8;1;1;0;1;4;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;4;0.055;0.1666666666666666;516;0.0116279069767441;921.4285714285712;0.2;7.142857142857142;12;0.12;0;-1;-2;0.0341296928327645;0.05;0.56;4.0;0;1;1;0;1;0;0;1;0.05;0.125;0.0017064846416382;20.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-26;Hoffenheim;9;2;3;97;178;Bochum;1;1;10;36;4;13;0.55;0.45;418;0.72;11;13;1;1;0;0;4;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;10;0.0125;0.0909090909090909;301;0.0365448504983388;547.2727272727273;0.4;7.272727272727272;-26;0.1;-6;0;-2;0.0239234449760765;0.2;0.275;2.0;0;2;2;0;0;1;1;0;0.2;0.5;0.0047846889952153;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-20;Hoffenheim;9;2;9;97;172;Mönchengladbach;1;3;28;13;9;7;0.6;0.4;622;0.87;6;11;1;3;0;0;6;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;5;0.0307692307692307;0.1666666666666666;541;0.011090573012939;901.6666666666669;0.2142857142857142;10.0;15;0.1999999999999999;1;-2;-5;0.045016077170418;0.1428571428571428;0.15;1.5;1;3;4;1;0;0;0;1;0.1428571428571428;0.4444444444444444;0.0064308681672025;7.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-13;Hoffenheim;9;2;17;97;174;Mainz 05;2;0;5;25;1;8;0.54;0.46;397;0.74;14;12;2;0;0;0;3;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;9;0.0184;0.1428571428571428;294;0.0476190476190476;544.4444444444445;0.6;5.555555555555555;-20;0.08;-6;2;2;0.0125944584382871;0.2;0.54;3.0;1;0;1;0;0;1;1;0;0.2;1.0;0.0025188916876574;5.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-07;Hoffenheim;9;29;4;97;173;Augsburgo;3;1;18;15;6;7;0.55;0.45;477;0.82;8;14;3;1;0;0;11;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;6;0.03;0.375;391;0.0204603580562659;710.9090909090909;0.6111111111111112;20.0;3;0.1;5;2;-6;0.0377358490566037;0.1666666666666666;0.1833333333333333;3.6666666666666665;2;1;3;1;0;0;0;1;0.1666666666666666;0.5;0.0062893081761006;6.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-30;Hoffenheim;9;4;17;97;6;Leverkusen;1;0;6;34;2;11;0.32;0.68;345;0.76;8;9;1;0;0;0;2;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;9;0.02;0.125;262;0.0305343511450381;818.75;0.3333333333333333;6.25;-28;-0.36;-7;1;-1;0.017391304347826;0.1666666666666666;0.32;2.0;1;0;1;0;0;1;1;0;0.1666666666666666;0.5;0.0028985507246376;6.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-16;Hoffenheim;9;17;17;97;18;Stuttgart;1;0;7;25;1;11;0.43;0.57;396;0.73;8;12;1;0;0;0;5;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;6;0.0227999999999999;0.125;289;0.0276816608996539;672.0930232558139;0.7142857142857143;11.627906976744184;-18;-0.1399999999999999;-1;1;-4;0.0176767676767676;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-10;Hoffenheim;9;29;17;97;87;Frankfurt;3;2;6;17;2;7;0.35;0.65;350;0.74;10;11;1;2;2;0;1;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;5;0.038235294117647;0.3;259;0.0386100386100386;740.0;0.1666666666666666;2.857142857142857;-11;-0.3;-4;1;-1;0.0171428571428571;0.1666666666666666;0.35;1.0;1;0;1;0;0;1;1;0;0.1666666666666666;0.5;0.0028571428571428;6.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
