Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Kepa Arrizabalaga-Bournemouth;Julián Araujo-Bournemouth;Illya Zabarnyi-Bournemouth;Dean Huijsen-Bournemouth;Milos Kerkez-Bournemouth;Tyler Adams-Bournemouth;Lewis Cook-Bournemouth;Marcus Tavernier-Bournemouth;Justin Kluivert-Bournemouth;Dango Ouattara-Bournemouth;Francisco Evanilson de Lima Barbosa-Bournemouth;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Adam Smith-Bournemouth;Alex Scott-Bournemouth;Antoine Semenyo-Bournemouth;Marcos Senesi-Bournemouth;Ryan Christie-Bournemouth;Julio Soler-Bournemouth;David Brooks-Bournemouth;James Hill-Bournemouth;Ben Winterburn-Bournemouth;Daniel Jebbison-Bournemouth;Mark Travers-Bournemouth;Max Aarons-Bournemouth;Philip Billing-Bournemouth;Enes Ünal-Bournemouth;Norberto Murara-Bournemouth;Luis Sinisterra-Bournemouth;Romain Faivre-Bournemouth;Jaidon Anthony-Bournemouth;Dominic Solanke-Bournemouth;Lloyd Kelly-Bournemouth;Chris Mepham-Bournemouth;Kieffer Moore-Bournemouth;Andrei Radu-Bournemouth;Joe Rothwell-Bournemouth;Hamed Traorè-Bournemouth;Jefferson Lerma-Bournemouth;Matías Viña-Bournemouth;Jack Stephens-Bournemouth;Jordan Zemura-Bournemouth;Jack Stacey-Bournemouth;Ben Pearson-Bournemouth;Junior Stanislas-Bournemouth;Jamal Lowe-Bournemouth;Ryan Fredericks-Bournemouth
2025-01-04;Bournemouth;3;3;3;59;64;Everton;2;2;19;9;8;0;0.59;0.41;437;0.77;15;14;2;2;0;0;9;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;3;0.0455555555555555;0.1333333333333333;336;0.0446428571428571;569.4915254237288;0.4736842105263157;15.254237288135592;10;0.18;6;0;1;0.0434782608695652;0.0526315789473684;0.59;9.0;0;1;1;1;0;0;0;1;0.0526315789473684;0.125;0.0022883295194508;19.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-29;Bournemouth;3;3;5;59;58;Fulham;3;1;16;11;9;6;0.48;0.52;439;0.79;16;7;3;1;0;0;7;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1;0.0472727272727272;0.1875;347;0.0461095100864553;722.9166666666667;0.4375;14.583333333333334;5;-0.04;6;2;9;0.0364464692482915;0.125;0.24;3.5;0;2;2;0;1;0;1;0;0.125;0.2222222222222222;0.0045558086560364;8.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-26;Bournemouth;3;3;17;59;65;Crystal Palace;2;2;18;10;4;4;0.53;0.47;457;0.82;13;12;2;2;0;0;5;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;2;0.047;0.1538461538461538;375;0.0346666666666666;707.5471698113207;0.2777777777777778;9.433962264150942;8;0.06;3;0;1;0.0393873085339168;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-22;Bournemouth;3;3;17;59;62;Manchester United;3;1;10;23;5;7;0.4;0.6;337;0.75;11;11;3;1;0;0;1;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;13;0.0260869565217391;0.2727272727272727;253;0.0434782608695652;632.5;0.1;2.5;-13;-0.1999999999999999;-12;2;0;0.029673590504451;0.3;0.1333333333333333;0.3333333333333333;1;2;3;1;0;0;1;0;0.3;0.6;0.0089020771513353;3.333333333333333;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-16;Bournemouth;3;3;7;59;61;West Ham;0;2;29;16;9;3;0.52;0.48;436;0.75;6;11;0;2;0;0;12;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;6;0.03;0.0;327;0.018348623853211;628.8461538461538;0.4137931034482758;23.07692307692308;13;0.04;6;-2;-5;0.0665137614678899;0.0344827586206896;0.52;12.0;0;1;1;0;1;0;0;1;0.0344827586206896;0.1111111111111111;0.0022935779816513;29.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-08;Bournemouth;3;3;3;59;66;Ipswich;1;2;22;18;6;5;0.57;0.43;443;0.8;13;9;1;2;0;0;13;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;6;0.0238888888888888;0.0769230769230769;354;0.0367231638418079;621.0526315789474;0.5909090909090909;22.80701754385965;4;0.1399999999999999;7;-1;4;0.0496613995485327;0.0909090909090909;0.285;6.5;0;2;2;1;0;0;1;0;0.0909090909090909;0.3333333333333333;0.0045146726862302;11.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-05;Bournemouth;3;3;0;59;56;Tottenham;2;2;21;12;8;4;0.34;0.66;248;0.7;15;8;2;2;0;0;5;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;9;0.055;0.1333333333333333;174;0.0862068965517241;511.7647058823529;0.238095238095238;14.705882352941176;9;-0.32;-4;0;7;0.0846774193548387;0.0476190476190476;0.34;5.0;1;0;1;1;0;0;0;1;0.0476190476190476;0.125;0.0040322580645161;21.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-30;Bournemouth;3;3;3;59;67;Wolves;1;5;12;10;8;3;0.39;0.61;344;0.77;11;13;1;5;0;0;4;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;3;0.061;0.0909090909090909;265;0.0415094339622641;679.4871794871794;0.3333333333333333;10.256410256410255;2;-0.2199999999999999;1;-4;-2;0.0348837209302325;0.3333333333333333;0.0975;1.0;3;1;4;1;0;0;1;0;0.3333333333333333;0.5;0.0116279069767441;3.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-23;Bournemouth;3;3;3;59;54;Brighton;2;3;19;6;5;4;0.55;0.45;479;0.86;13;10;2;2;0;1;7;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0;0.075;0.1538461538461538;412;0.0315533980582524;749.090909090909;0.3684210526315789;12.727272727272728;13;0.1;7;-1;3;0.0396659707724425;0.0526315789473684;0.55;7.0;0;1;1;0;0;1;0;1;0.0526315789473684;0.2;0.0020876826722338;19.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-09;Bournemouth;3;3;0;59;57;Brentford;4;2;15;12;3;6;0.48;0.52;386;0.75;16;8;4;2;0;0;4;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;6;0.0433333333333333;0.25;290;0.0551724137931034;604.1666666666667;0.2666666666666666;8.333333333333334;3;-0.04;-2;2;8;0.038860103626943;0.1333333333333333;0.24;2.0;1;1;2;0;0;1;1;0;0.1333333333333333;0.6666666666666666;0.005181347150259;7.5;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-02;Bournemouth;3;3;7;59;3;Manchester City;2;1;12;18;6;4;0.35;0.65;334;0.84;11;6;2;1;0;0;3;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;10;0.0361111111111111;0.1818181818181818;281;0.0391459074733096;802.8571428571429;0.25;8.571428571428571;-6;-0.3;-7;1;5;0.0359281437125748;0.1666666666666666;0.175;1.5;1;1;2;1;0;0;0;1;0.1666666666666666;0.3333333333333333;0.0059880239520958;6.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-26;Bournemouth;3;3;8;59;1;Aston Villa;6;7;10;18;3;8;0.43;0.57;325;0.83;14;12;6;7;0;0;7;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;9;0.0316666666666666;0.4285714285714285;270;0.0518518518518518;627.9069767441861;0.7;16.27906976744186;-8;-0.1399999999999999;-2;-1;2;0.0307692307692307;0.1;0.43;7.0;0;1;1;0;1;0;1;0;0.1;0.3333333333333333;0.003076923076923;10.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Bournemouth;3;3;3;59;9;Arsenal;1;2;13;6;4;1;0.48;0.52;405;0.79;12;11;1;1;0;1;7;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;4;0.0866666666666666;0.0833333333333333;320;0.0375;666.6666666666667;0.5384615384615384;14.583333333333334;7;-0.04;3;-1;1;0.0320987654320987;0.1538461538461538;0.24;3.5;0;2;2;1;0;0;0;1;0.1538461538461538;0.5;0.0049382716049382;6.5;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Bournemouth;3;3;3;59;63;Leicester City;1;4;19;6;2;2;0.56;0.44;443;0.81;14;12;1;4;0;0;9;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0;0.0733333333333333;0.0714285714285714;359;0.0389972144846796;641.0714285714286;0.4736842105263157;16.07142857142857;13;0.12;9;-3;2;0.0428893905191873;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-30;Bournemouth;3;3;3;59;68;Southampton;2;5;14;9;6;3;0.4;0.6;378;0.8;19;12;2;5;0;0;6;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;4;0.0666666666666666;0.1052631578947368;302;0.0629139072847682;755.0;0.4285714285714285;15.0;5;-0.1999999999999999;2;-3;7;0.037037037037037;0.2142857142857142;0.1333333333333333;2.0;3;0;3;1;0;0;0;1;0.2142857142857142;0.5;0.0079365079365079;4.666666666666667;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;Bournemouth;3;3;3;59;2;Liverpool;4;1;19;19;6;13;0.41;0.59;389;0.85;12;10;4;1;0;0;9;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;3;0.0310526315789473;0.3333333333333333;331;0.0362537764350453;807.3170731707318;0.4736842105263157;21.951219512195124;0;-0.18;6;3;2;0.0488431876606683;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-14;Bournemouth;3;3;3;59;53;Chelsea;6;8;19;10;7;3;0.33;0.67;276;0.69;16;9;6;8;0;0;6;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;3;0.067;0.375;190;0.0842105263157894;575.7575757575758;0.3157894736842105;18.18181818181818;9;-0.34;3;-2;7;0.0688405797101449;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;Bournemouth;3;3;3;59;64;Everton;1;2;17;18;7;8;0.54;0.46;392;0.76;11;6;1;2;0;0;4;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;8;0.0255555555555555;0.0909090909090909;298;0.0369127516778523;551.8518518518518;0.2352941176470588;7.4074074074074066;-1;0.08;-4;-1;5;0.0433673469387755;0.1764705882352941;0.18;1.3333333333333333;0;3;3;1;0;0;1;0;0.1764705882352941;0.4285714285714285;0.0076530612244897;5.666666666666667;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-28;Bournemouth;14;3;7;59;61;West Ham;4;3;12;15;4;4;0.52;0.48;427;0.81;11;14;4;3;0;0;5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;4;0.032;0.3636363636363636;346;0.0317919075144508;665.3846153846154;0.4166666666666667;9.615384615384617;-3;0.04;1;1;-3;0.0281030444964871;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-25;Bournemouth;3;3;0;59;60;Newcastle;2;2;16;14;4;5;0.39;0.61;321;0.76;20;8;2;2;0;0;8;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;9;0.0435714285714285;0.1;244;0.081967213114754;625.6410256410256;0.5;20.51282051282051;2;-0.2199999999999999;-1;0;12;0.0498442367601246;0.0625;0.39;8.0;1;0;1;0;1;0;0;1;0.0625;0.25;0.0031152647975077;16.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-17;Bournemouth;3;3;3;59;55;Nottingham Forest;3;1;13;14;4;8;0.47;0.53;432;0.77;8;17;3;1;0;0;6;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;2;0.0378571428571428;0.375;333;0.024024024024024;708.5106382978723;0.4615384615384615;12.765957446808512;-1;-0.06;4;2;-9;0.0300925925925925;0.0769230769230769;0.47;6.0;0;1;1;0;1;0;1;0;0.0769230769230769;0.25;0.0023148148148148;13.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-24;Bournemouth;6;3;0;59;9;Arsenal;2;1;11;9;4;4;0.44;0.56;400;0.87;21;15;2;1;0;0;2;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;3;0.0622222222222222;0.0952380952380952;348;0.0603448275862069;790.9090909090909;0.1818181818181818;4.545454545454546;2;-0.12;-1;1;6;0.0275;0.0909090909090909;0.44;2.0;0;1;1;0;1;0;1;0;0.0909090909090909;0.25;0.0025;11.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;Bournemouth;3;3;3;59;53;Chelsea;3;2;22;16;5;6;0.38;0.62;320;0.81;9;5;3;2;0;0;5;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;6;0.03875;0.3333333333333333;259;0.0347490347490347;681.578947368421;0.2272727272727272;13.157894736842104;6;-0.24;-1;1;4;0.06875;0.0454545454545454;0.38;5.0;0;1;1;0;0;1;1;0;0.0454545454545454;0.2;0.003125;22.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-11;Bournemouth;3;3;0;59;57;Brentford;2;2;13;11;4;5;0.47;0.53;367;0.73;16;12;2;2;0;0;3;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;8;0.0481818181818181;0.125;268;0.0597014925373134;570.2127659574469;0.2307692307692307;6.382978723404256;2;-0.06;-5;0;4;0.0354223433242506;0.0769230769230769;0.47;3.0;0;1;1;0;0;1;0;1;0.0769230769230769;0.25;0.0027247956403269;13.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-04;Bournemouth;3;0;0;59;9;Arsenal;3;2;7;25;2;9;0.44;0.56;368;0.81;12;16;3;2;0;0;1;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;6;0.0224;0.25;298;0.0402684563758389;677.2727272727273;0.1428571428571428;2.272727272727273;-18;-0.12;-5;1;-4;0.0190217391304347;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-28;Bournemouth;3;1;3;59;54;Brighton;2;2;15;13;6;1;0.3;0.7;250;0.74;14;10;2;2;0;0;8;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;2;0.0538461538461538;0.1428571428571428;185;0.0756756756756756;616.6666666666667;0.5333333333333333;26.666666666666668;2;-0.3999999999999999;6;0;4;0.06;0.2;0.0999999999999999;2.6666666666666665;1;2;3;1;0;0;0;1;0.2;0.5;0.012;5.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-24;Bournemouth;3;3;7;59;67;Wolves;2;4;21;15;6;4;0.37;0.63;304;0.73;17;10;1;4;1;0;12;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;8;0.042;0.1176470588235294;222;0.0765765765765765;600.0;0.5714285714285714;32.432432432432435;6;-0.26;4;-2;7;0.069078947368421;0.0476190476190476;0.37;12.0;1;0;1;1;0;0;1;0;0.0476190476190476;0.1666666666666666;0.0032894736842105;21.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-21;Bournemouth;3;3;3;59;1;Aston Villa;3;1;14;15;6;5;0.43;0.57;368;0.82;14;8;3;1;0;0;4;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;8;0.038;0.2142857142857142;302;0.0463576158940397;702.3255813953489;0.2857142857142857;9.30232558139535;-1;-0.1399999999999999;-4;2;6;0.0380434782608695;0.0714285714285714;0.43;4.0;1;0;1;0;0;1;1;0;0.0714285714285714;0.1666666666666666;0.0027173913043478;14.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-13;Bournemouth;3;3;3;59;62;Manchester United;4;0;20;8;5;2;0.43;0.57;382;0.75;13;14;4;0;0;0;7;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;2;0.07125;0.3076923076923077;286;0.0454545454545454;665.1162790697674;0.35;16.27906976744186;12;-0.1399999999999999;5;4;-1;0.0523560209424083;0.1;0.215;3.5;2;0;2;0;1;0;0;1;0.1;0.4;0.0052356020942408;10.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-06;Bournemouth;3;3;17;59;832;Luton;0;0;8;19;1;9;0.44;0.56;327;0.67;14;7;0;0;0;0;2;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;7;0.0294736842105263;0.0;219;0.0639269406392694;497.7272727272728;0.25;4.545454545454546;-11;-0.12;-5;0;7;0.0244648318042813;0.125;0.44;2.0;0;1;1;0;0;1;1;0;0.125;1.0;0.0030581039755351;8.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-02;Bournemouth;3;0;6;59;65;Crystal Palace;3;2;11;3;6;2;0.51;0.49;442;0.78;13;14;3;2;0;0;9;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;2;0.1633333333333333;0.2307692307692307;345;0.0376811594202898;676.4705882352941;0.8181818181818182;17.647058823529413;8;0.02;7;1;-1;0.0248868778280542;0.0909090909090909;0.51;9.0;0;1;1;1;0;0;0;1;0.0909090909090909;0.1666666666666666;0.002262443438914;11.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-30;Bournemouth;3;3;8;59;64;Everton;1;2;11;7;4;3;0.48;0.52;360;0.72;14;11;1;2;0;0;9;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;8;0.0742857142857142;0.0714285714285714;259;0.054054054054054;539.5833333333334;0.8181818181818182;18.75;4;-0.04;1;-1;3;0.0305555555555555;0.1818181818181818;0.24;4.5;0;2;2;1;0;0;0;1;0.1818181818181818;0.5;0.0055555555555555;5.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-13;Bournemouth;3;3;17;59;832;Luton;1;2;24;8;10;4;0.6;0.4;438;0.79;16;11;1;2;0;0;11;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;3;0.05;0.0625;346;0.0462427745664739;576.6666666666667;0.4583333333333333;18.333333333333336;16;0.1999999999999999;8;-1;5;0.0547945205479452;0.1666666666666666;0.15;2.75;0;4;4;1;0;0;0;1;0.1666666666666666;0.4;0.0091324200913242;6.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
