Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Augusto Batalla-Rayo Vallecano;Andrei Rațiu-Rayo Vallecano;Florian Lejeune-Rayo Vallecano;Pathé Ciss-Rayo Vallecano;Pep Chavarría-Rayo Vallecano;Óscar Valentín-Rayo Vallecano;Gerard Gumbau-Rayo Vallecano;Jorge de Frutos Sebastián-Rayo Vallecano;Pedro Díaz Fanjul-Rayo Vallecano;Álvaro García Rivera-Rayo Vallecano;Randy Nteka-Rayo Vallecano;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Aridane Hernández-Rayo Vallecano;Luis Alfonso Espino García-Rayo Vallecano;Unai López-Rayo Vallecano;Pelayo Fernández-Rayo Vallecano;Óscar Trejo-Rayo Vallecano;Sergio Guardiola Navarro-Rayo Vallecano;Adrián Embarba-Rayo Vallecano;Abdul Mumin-Rayo Vallecano;Isaac Palazón Camacho-Rayo Vallecano;Sergio Camello-Rayo Vallecano;Dani Cárdenas-Rayo Vallecano;Iván Balliu-Rayo Vallecano;James Rodríguez-Rayo Vallecano;Raúl de Tomás-Rayo Vallecano;Radamel Falcao García-Rayo Vallecano;Stole Dimitrievski-Rayo Vallecano;Miguel Crespo-Rayo Vallecano;Kike Pérez-Rayo Vallecano;Martín Pascual Castillo-Rayo Vallecano;Diego Méndez Molero-Rayo Vallecano;Tiago Manuel Dias Correia-Rayo Vallecano;Alejandro Catena Marugán-Rayo Vallecano;Francisco José García Torres-Rayo Vallecano;Santiago Comesaña Veiga-Rayo Vallecano;Salvi Sánchez-Rayo Vallecano;Andrés Martín García-Rayo Vallecano;Mario Hernández Fernández-Rayo Vallecano;Diego López Rodríguez-Rayo Vallecano;Mario Suárez-Rayo Vallecano;Esteban Saveljich-Rayo Vallecano;Pablo Muñoz Crespo-Rayo Vallecano
2024-01-20;Rayo Vallecano;1;1;5;42;50;U. D. Las Palmas;3;1;16;10;3;5;0.43;0.57;371;0.77;19;8;2;1;1;0;12;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0;0.0569999999999999;0.1578947368421052;286;0.0664335664335664;665.1162790697674;0.75;27.906976744186046;6;-0.1399999999999999;12;2;11;0.0431266846361186;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-17;Rayo Vallecano;19;0;3;42;24;Girona;1;1;21;18;3;8;0.44;0.56;449;0.91;14;10;1;1;0;0;7;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;3;0.0311111111111111;0.0714285714285714;409;0.0342298288508557;929.5454545454544;0.3333333333333333;15.909090909090908;3;-0.12;4;0;4;0.0467706013363029;0.0476190476190476;0.44;7.0;1;0;1;0;0;1;1;0;0.0476190476190476;0.3333333333333333;0.0022271714922048;21.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-06;Rayo Vallecano;19;1;7;42;122;S. D. Huesca;2;2;23;13;8;5;0.55;0.45;715;0.87;14;9;2;2;0;0;4;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;6;0.0346153846153846;0.1428571428571428;622;0.022508038585209;1130.9090909090908;0.1739130434782608;7.272727272727272;10;0.1;-2;0;5;0.0321678321678321;0.0869565217391304;0.275;2.0;0;2;2;1;0;0;1;0;0.0869565217391304;0.25;0.0027972027972027;11.5;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-02;Rayo Vallecano;1;1;1;42;48;Getafe;3;6;12;5;7;0;0.63;0.37;512;0.82;16;16;3;4;0;2;3;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2;0.074;0.1875;420;0.0380952380952381;666.6666666666666;0.25;4.761904761904762;7;0.26;1;-3;0;0.0234375;0.1666666666666666;0.315;1.5;1;1;2;1;0;0;1;0;0.1666666666666666;0.2857142857142857;0.00390625;6.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-19;Rayo Vallecano;1;1;1;42;52;Valencia C. F.;1;6;7;8;1;3;0.6;0.4;470;0.76;16;18;1;5;0;1;7;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1;0.05;0.0625;357;0.0448179271708683;595.0;1.0;11.666666666666668;-1;0.1999999999999999;6;-5;-2;0.0148936170212765;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-15;Rayo Vallecano;1;1;0;42;41;Osasuna;3;2;10;10;3;4;0.38;0.62;285;0.68;13;20;3;2;0;0;1;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;9;0.062;0.2307692307692307;194;0.0670103092783505;510.5263157894737;0.1;2.631578947368421;0;-0.24;-8;1;-7;0.0350877192982456;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-11;Rayo Vallecano;1;3;1;42;44;Celta de Vigo;3;0;18;4;4;2;0.63;0.37;578;0.84;15;10;3;0;0;0;8;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1;0.0925;0.2;486;0.0308641975308641;771.4285714285714;0.4444444444444444;12.698412698412698;14;0.26;7;3;5;0.0311418685121107;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-06;Rayo Vallecano;19;7;8;42;-1;Yeclano;3;3;13;9;5;2;0.72;0.28;496;0.76;12;17;3;3;0;0;4;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;4;0.0311111111111111;0.25;377;0.0318302387267904;523.6111111111111;0.3076923076923077;5.555555555555555;4;0.4399999999999999;0;0;-5;0.0262096774193548;0.1538461538461538;0.36;2.0;0;2;2;1;0;0;1;0;0.1538461538461538;0.4;0.0040322580645161;6.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-02;Rayo Vallecano;1;3;3;42;38;Athletic;2;1;11;9;3;4;0.5;0.5;480;0.79;11;15;2;1;0;0;2;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;7;0.0555555555555555;0.1818181818181818;379;0.0290237467018469;758.0;0.1818181818181818;4.0;2;0.0;-5;1;-4;0.0229166666666666;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-25;Rayo Vallecano;1;1;3;42;10;Barcelona;3;4;10;15;4;4;0.33;0.67;293;0.71;23;13;3;4;0;0;1;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;4;0.0446666666666666;0.1304347826086956;208;0.110576923076923;630.3030303030303;0.1;3.0303030303030303;-5;-0.34;-3;-1;10;0.0341296928327645;0.1;0.33;1.0;1;0;1;0;1;0;0;1;0.1;0.25;0.0034129692832764;10.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-11;Rayo Vallecano;1;1;17;42;24;Girona;1;2;22;19;9;7;0.46;0.54;429;0.84;15;13;1;2;0;0;8;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3;0.0284210526315789;0.0666666666666666;360;0.0416666666666666;782.6086956521739;0.3636363636363636;17.391304347826086;3;-0.08;5;-1;2;0.0512820512820512;0.0454545454545454;0.46;8.0;1;0;1;0;0;1;0;1;0.0454545454545454;0.1111111111111111;0.0023310023310023;22.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-05;Rayo Vallecano;1;7;28;42;12;Real Madrid;5;3;4;22;0;5;0.36;0.64;316;0.75;15;12;5;3;0;0;1;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;11;0.029090909090909;0.3333333333333333;237;0.0632911392405063;658.3333333333334;0.25;2.7777777777777777;-18;-0.28;-10;2;3;0.0126582278481012;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-01;Rayo Vallecano;19;3;1;42;-1;Atlético Lugones;0;3;27;7;13;0;0.77;0.23;600;0.87;8;10;0;3;0;0;5;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;4;0.0328571428571428;0.0;522;0.0153256704980842;677.922077922078;0.1851851851851851;6.493506493506493;20;0.54;1;-3;-2;0.045;0.2222222222222222;0.1283333333333333;0.8333333333333334;3;3;6;1;0;0;1;0;0.2222222222222222;0.4615384615384615;0.01;4.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-29;Rayo Vallecano;1;8;7;42;46;Real Sociedad;3;2;16;15;7;3;0.56;0.44;435;0.79;17;16;3;2;0;0;4;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;5;0.0293333333333333;0.1764705882352941;344;0.0494186046511627;614.2857142857142;0.25;7.142857142857142;1;0.12;-1;1;1;0.0367816091954023;0.125;0.28;2.0;1;1;2;0;1;0;0;1;0.125;0.2857142857142857;0.0045977011494252;8.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-22;Rayo Vallecano;1;1;5;42;50;U. D. Las Palmas;2;4;12;12;4;6;0.38;0.62;357;0.74;11;13;1;4;1;0;5;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;10;0.0516666666666666;0.1818181818181818;264;0.0416666666666666;694.7368421052631;0.4166666666666667;13.157894736842104;0;-0.24;-5;-2;-2;0.0336134453781512;0.0833333333333333;0.38;5.0;0;1;1;1;0;0;1;0;0.0833333333333333;0.25;0.0028011204481792;12.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-07;Rayo Vallecano;1;1;3;42;43;Sevilla;2;5;7;22;4;6;0.36;0.64;254;0.64;19;16;2;5;0;0;2;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;12;0.029090909090909;0.1052631578947368;163;0.1165644171779141;452.77777777777777;0.2857142857142857;5.555555555555555;-15;-0.28;-10;-3;3;0.0275590551181102;0.2857142857142857;0.18;1.0;2;0;2;0;1;0;1;0;0.2857142857142857;0.5;0.0078740157480314;3.5;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-30;Rayo Vallecano;1;3;1;42;40;R.C.D. Mallorca;2;5;19;9;5;4;0.61;0.39;496;0.81;12;20;2;5;0;0;5;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0;0.0433333333333333;0.1666666666666666;402;0.0298507462686567;659.016393442623;0.2631578947368421;8.19672131147541;10;0.2199999999999999;5;-3;-8;0.0383064516129032;0.1052631578947368;0.305;2.5;1;1;2;0;1;0;0;1;0.1052631578947368;0.4;0.0040322580645161;9.5;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-27;Rayo Vallecano;1;3;1;42;130;Cádiz;7;5;9;9;4;2;0.48;0.52;385;0.7;13;16;6;5;1;0;2;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1;0.0577777777777777;0.5384615384615384;270;0.0481481481481481;562.5;0.2222222222222222;4.166666666666667;0;-0.04;1;2;-3;0.0233766233766233;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-24;Rayo Vallecano;1;3;1;42;37;Villarreal;2;2;11;13;6;6;0.4;0.6;326;0.78;20;18;2;1;0;1;2;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;8;0.0461538461538461;0.1;254;0.0787401574803149;635.0;0.1818181818181818;5.0;-2;-0.1999999999999999;-6;0;2;0.0337423312883435;0.0909090909090909;0.4;2.0;1;0;1;0;1;0;0;1;0.0909090909090909;0.1666666666666666;0.0030674846625766;11.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-15;Rayo Vallecano;1;3;3;42;45;Alavés;2;3;20;9;11;1;0.52;0.48;385;0.74;15;14;2;3;0;0;5;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3;0.0533333333333333;0.1333333333333333;285;0.0526315789473684;548.0769230769231;0.25;9.615384615384617;11;0.04;2;-1;1;0.0519480519480519;0.1;0.26;2.5;1;1;2;1;0;0;0;1;0.1;0.1818181818181818;0.0051948051948051;10.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-02;Rayo Vallecano;1;1;3;42;39;Betis;5;3;15;14;6;5;0.43;0.57;373;0.76;20;22;5;3;0;0;3;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;2;0.0407142857142857;0.25;283;0.0706713780918728;658.1395348837209;0.2;6.976744186046512;1;-0.1399999999999999;1;2;-2;0.0402144772117962;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-28;Rayo Vallecano;1;3;4;42;27;Atlético Madrid;4;3;12;17;3;10;0.57;0.43;477;0.77;19;17;4;3;0;0;8;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3;0.0252941176470588;0.2105263157894736;367;0.0517711171662125;643.8596491228071;0.6666666666666666;14.035087719298248;-5;0.1399999999999999;5;1;2;0.0251572327044025;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-21;Rayo Vallecano;1;1;0;42;119;Granada;1;3;17;14;9;7;0.52;0.48;384;0.77;11;14;1;2;0;1;6;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;5;0.0342857142857142;0.0909090909090909;296;0.0371621621621621;569.2307692307692;0.3529411764705882;11.538461538461538;3;0.04;1;-2;-3;0.0442708333333333;0.1176470588235294;0.26;3.0;0;2;2;1;0;0;1;0;0.1176470588235294;0.2222222222222222;0.0052083333333333;8.5;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-11;Rayo Vallecano;1;3;3;42;126;Almería;3;1;10;19;4;5;0.39;0.61;329;0.77;25;16;3;1;0;0;3;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;8;0.0321052631578947;0.12;253;0.0988142292490118;648.7179487179487;0.3;7.692307692307692;-9;-0.2199999999999999;-5;2;9;0.0303951367781155;0.2;0.195;1.5;2;0;2;1;0;0;1;0;0.2;0.5;0.0060790273556231;5.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-06-04;Rayo Vallecano;1;28;4;42;40;R.C.D. Mallorca;0;0;21;8;4;4;0.53;0.47;355;0.8;15;14;0;0;0;0;6;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;2;0.05875;0.0;284;0.0528169014084507;535.8490566037735;0.2857142857142857;11.320754716981131;13;0.06;4;0;1;0.0591549295774647;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-05-28;Rayo Vallecano;1;3;3;42;37;Villarreal;3;4;15;7;4;2;0.31;0.69;235;0.71;9;9;3;4;0;0;4;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;6;0.0985714285714285;0.3333333333333333;167;0.0538922155688622;538.7096774193549;0.2666666666666666;12.903225806451614;8;-0.3799999999999999;-2;-1;0;0.0638297872340425;0.1333333333333333;0.155;2.0;0;2;2;1;0;0;0;1;0.1333333333333333;0.5;0.0085106382978723;7.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-05-24;Rayo Vallecano;1;3;7;42;12;Real Madrid;3;1;15;12;6;3;0.38;0.62;452;0.84;14;11;3;1;0;0;2;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;5;0.0516666666666666;0.2142857142857142;380;0.0368421052631578;1000.0;0.1333333333333333;5.2631578947368425;3;-0.24;-3;2;3;0.0331858407079646;0.0666666666666666;0.38;2.0;0;1;1;0;0;1;1;0;0.0666666666666666;0.1666666666666666;0.0022123893805309;15.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-05-21;Rayo Vallecano;1;1;3;42;49;RCD Espanyol;2;2;15;10;5;6;0.65;0.35;494;0.82;8;11;2;2;0;0;4;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;4;0.0349999999999999;0.25;405;0.019753086419753;623.0769230769231;0.2666666666666666;6.153846153846153;5;0.3;0;0;-3;0.0303643724696356;0.0666666666666666;0.65;4.0;1;0;1;0;0;1;0;1;0.0666666666666666;0.2;0.0020242914979757;15.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-05-15;Rayo Vallecano;1;3;3;42;39;Betis;4;3;16;11;4;5;0.52;0.48;415;0.84;9;11;3;3;1;0;5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;6;0.0436363636363636;0.4444444444444444;349;0.0257879656160458;671.1538461538461;0.3125;9.615384615384617;5;0.04;-1;1;-2;0.0385542168674698;0.0625;0.52;5.0;0;1;1;0;0;1;1;0;0.0625;0.25;0.0024096385542168;16.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-05-04;Rayo Vallecano;1;3;29;42;51;Valladolid;0;0;16;7;6;4;0.52;0.48;404;0.75;18;15;0;0;0;0;3;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;4;0.0685714285714285;0.0;303;0.0594059405940594;582.6923076923076;0.1875;5.769230769230769;9;0.04;-1;0;3;0.0396039603960396;0.125;0.26;1.5;0;2;2;1;0;0;0;1;0.125;0.3333333333333333;0.0049504950495049;8.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-04-29;Rayo Vallecano;1;3;3;42;123;Elche C. F.;3;1;14;18;2;9;0.49;0.51;344;0.8;16;13;2;1;1;0;8;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3;0.0283333333333333;0.1875;275;0.0581818181818181;561.2244897959184;0.5714285714285714;16.3265306122449;-4;-0.02;5;2;3;0.0406976744186046;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-04-26;Rayo Vallecano;1;1;0;42;10;Barcelona;1;4;9;10;6;5;0.39;0.61;318;0.71;10;14;1;4;0;0;3;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;9;0.061;0.1;226;0.0442477876106194;579.4871794871794;0.3333333333333333;7.692307692307692;-1;-0.2199999999999999;-6;-3;-4;0.0283018867924528;0.2222222222222222;0.195;1.5;1;1;2;1;0;0;0;1;0.2222222222222222;0.3333333333333333;0.0062893081761006;4.5;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-04-22;Rayo Vallecano;1;3;14;42;46;Real Sociedad;2;1;7;7;2;1;0.39;0.61;301;0.59;19;18;2;1;0;0;3;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3;0.0871428571428571;0.1052631578947368;178;0.1067415730337078;456.4102564102564;0.4285714285714285;7.692307692307692;0;-0.2199999999999999;0;1;1;0.0232558139534883;0.1428571428571428;0.39;3.0;0;1;1;0;0;1;1;0;0.1428571428571428;0.5;0.0033222591362126;7.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-04-14;Rayo Vallecano;1;3;0;42;41;Osasuna;2;3;12;8;3;4;0.45;0.55;391;0.76;18;16;2;3;0;0;2;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3;0.06875;0.1111111111111111;297;0.0606060606060606;660.0;0.1666666666666666;4.444444444444445;4;-0.1;-1;-1;2;0.0306905370843989;0.1666666666666666;0.225;1.0;2;0;2;1;0;0;0;1;0.1666666666666666;0.6666666666666666;0.0051150895140664;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
