Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Augusto Batalla-Rayo Vallecano;Andrei Rațiu-Rayo Vallecano;Florian Lejeune-Rayo Vallecano;Pathé Ciss-Rayo Vallecano;Pep Chavarría-Rayo Vallecano;Óscar Valentín-Rayo Vallecano;Gerard Gumbau-Rayo Vallecano;Jorge de Frutos Sebastián-Rayo Vallecano;Pedro Díaz Fanjul-Rayo Vallecano;Álvaro García Rivera-Rayo Vallecano;Randy Nteka-Rayo Vallecano;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Aridane Hernández-Rayo Vallecano;Luis Alfonso Espino García-Rayo Vallecano;Unai López-Rayo Vallecano;Pelayo Fernández-Rayo Vallecano;Óscar Trejo-Rayo Vallecano;Sergio Guardiola Navarro-Rayo Vallecano;Adrián Embarba-Rayo Vallecano;Abdul Mumin-Rayo Vallecano;Isaac Palazón Camacho-Rayo Vallecano;Sergio Camello-Rayo Vallecano;Dani Cárdenas-Rayo Vallecano;Iván Balliu-Rayo Vallecano;James Rodríguez-Rayo Vallecano;Raúl de Tomás-Rayo Vallecano;Radamel Falcao García-Rayo Vallecano;Stole Dimitrievski-Rayo Vallecano;Miguel Crespo-Rayo Vallecano;Kike Pérez-Rayo Vallecano;Martín Pascual Castillo-Rayo Vallecano;Diego Méndez Molero-Rayo Vallecano;Tiago Manuel Dias Correia-Rayo Vallecano;Alejandro Catena Marugán-Rayo Vallecano;Francisco José García Torres-Rayo Vallecano;Santiago Comesaña Veiga-Rayo Vallecano;Salvi Sánchez-Rayo Vallecano;Andrés Martín García-Rayo Vallecano;Mario Hernández Fernández-Rayo Vallecano;Diego López Rodríguez-Rayo Vallecano;Mario Suárez-Rayo Vallecano;Esteban Saveljich-Rayo Vallecano;Pablo Muñoz Crespo-Rayo Vallecano
2024-12-04;Rayo Vallecano;19;5;3;42;-1;Unionistas de Salamanca;5;5;16;18;10;5;0.66;0.34;515;0.84;14;16;4;3;1;2;3;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;4;0.0188888888888888;0.3571428571428571;433;0.0323325635103926;656.060606060606;0.1875;4.545454545454545;-2;0.32;-1;0;-2;0.0310679611650485;0.1875;0.22;1.0;1;2;3;1;0;0;1;0;0.1875;0.3;0.0058252427184466;5.333333333333333;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-01;Rayo Vallecano;1;1;3;42;38;Athletic;3;0;7;12;4;7;0.47;0.53;399;0.75;14;8;3;0;0;0;1;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;7;0.0441666666666666;0.2142857142857142;299;0.0468227424749163;636.1702127659574;0.1428571428571428;2.127659574468085;-5;-0.06;-6;3;6;0.0175438596491228;0.1428571428571428;0.47;1.0;1;0;1;0;0;1;0;1;0.1428571428571428;0.25;0.0025062656641604;7.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-24;Rayo Vallecano;1;0;3;42;43;Sevilla;6;2;9;11;1;3;0.47;0.53;381;0.79;14;14;5;2;1;0;3;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;8;0.0481818181818181;0.4285714285714285;301;0.0465116279069767;640.4255319148937;0.3333333333333333;6.382978723404256;-2;-0.06;-5;4;0;0.0236220472440944;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-08;Rayo Vallecano;1;1;0;42;50;U. D. Las Palmas;1;3;34;11;6;3;0.64;0.36;517;0.82;9;13;1;3;0;0;12;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;4;0.0327272727272727;0.1111111111111111;424;0.0212264150943396;662.5;0.3529411764705882;18.75;23;0.28;8;-2;-4;0.0657640232108317;0.0294117647058823;0.64;12.0;0;1;1;0;0;1;0;1;0.0294117647058823;0.1666666666666666;0.0019342359767891;34.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-29;Rayo Vallecano;19;0;8;42;-1;Villamuriel;0;2;28;9;10;2;0.82;0.18;704;0.89;10;8;0;2;0;0;2;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1;0.02;0.0;627;0.0159489633173843;764.6341463414634;0.0714285714285714;2.4390243902439024;19;0.6399999999999999;1;-2;2;0.0397727272727272;0.1785714285714285;0.1639999999999999;0.4;2;3;5;1;0;0;1;0;0.1785714285714285;0.5;0.0071022727272727;5.6;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-26;Rayo Vallecano;1;1;9;42;45;Alavés;3;4;15;15;4;7;0.51;0.49;370;0.8;8;14;2;4;1;0;6;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;2;0.0326666666666666;0.375;296;0.027027027027027;580.3921568627451;0.4;11.76470588235294;0;0.02;4;-1;-6;0.0405405405405405;0.0666666666666666;0.51;6.0;0;1;1;1;0;0;0;1;0.0666666666666666;0.25;0.0027027027027027;15.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-20;Rayo Vallecano;1;1;1;42;40;R.C.D. Mallorca;1;1;10;19;2;5;0.49;0.51;369;0.75;13;9;1;1;0;0;2;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;9;0.0268421052631578;0.0769230769230769;277;0.0469314079422382;565.3061224489796;0.2;4.081632653061225;-9;-0.02;-7;0;4;0.02710027100271;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Rayo Vallecano;1;1;0;42;51;Valladolid;2;4;17;13;3;6;0.61;0.39;469;0.84;18;13;2;4;0;0;13;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;5;0.03;0.1111111111111111;394;0.0456852791878172;645.9016393442623;0.7647058823529411;21.311475409836067;4;0.2199999999999999;8;-2;5;0.0362473347547974;0.1176470588235294;0.305;6.5;0;2;2;1;0;0;1;0;0.1176470588235294;0.6666666666666666;0.0042643923240938;8.5;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-28;Rayo Vallecano;1;3;3;42;47;Leganés;2;1;15;13;6;3;0.54;0.46;466;0.82;12;7;2;1;0;0;5;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;5;0.0353846153846153;0.1666666666666666;382;0.031413612565445;707.4074074074074;0.3333333333333333;9.25925925925926;2;0.08;0;1;5;0.0321888412017167;0.0666666666666666;0.54;5.0;1;0;1;0;1;0;0;1;0.0666666666666666;0.1666666666666666;0.0021459227467811;15.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-25;Rayo Vallecano;1;1;1;42;24;Girona;4;3;2;11;0;1;0.29;0.71;260;0.76;16;8;4;3;0;0;3;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;4;0.0645454545454545;0.25;198;0.0808080808080808;682.7586206896552;1.5;10.344827586206897;-9;-0.42;-1;1;8;0.0076923076923076;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-22;Rayo Vallecano;1;3;4;42;27;Atlético Madrid;0;0;16;10;4;5;0.55;0.45;518;0.8;9;12;0;0;0;0;3;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;4;0.045;0.0;414;0.0217391304347826;752.7272727272726;0.1875;5.454545454545454;6;0.1;-1;0;-3;0.0308880308880308;0.0625;0.55;3.0;1;0;1;0;1;0;0;1;0.0625;0.25;0.0019305019305019;16.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-16;Rayo Vallecano;1;3;0;42;41;Osasuna;3;2;17;5;6;2;0.66;0.34;484;0.79;12;15;3;2;0;0;7;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;4;0.068;0.25;382;0.031413612565445;578.7878787878788;0.4117647058823529;10.606060606060606;12;0.32;3;1;-3;0.0351239669421487;0.1764705882352941;0.22;2.333333333333333;0;3;3;1;0;0;0;1;0.1764705882352941;0.5;0.006198347107438;5.666666666666667;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;Rayo Vallecano;1;1;1;42;49;RCD Espanyol;2;3;17;10;5;3;0.53;0.47;390;0.81;16;14;2;3;0;0;7;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;3;0.047;0.125;316;0.050632911392405;596.2264150943396;0.4117647058823529;13.20754716981132;7;0.06;4;-1;2;0.0435897435897435;0.0588235294117647;0.53;7.0;1;0;1;0;0;1;1;0;0.0588235294117647;0.2;0.0025641025641025;17.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-27;Rayo Vallecano;1;1;3;42;10;Barcelona;3;1;8;22;4;5;0.35;0.65;269;0.74;17;11;3;1;0;0;6;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;6;0.0295454545454545;0.1764705882352941;199;0.0854271356783919;568.5714285714286;0.75;17.142857142857142;-14;-0.3;0;2;6;0.0297397769516728;0.125;0.35;6.0;1;0;1;0;0;1;0;1;0.125;0.25;0.0037174721189591;8.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-24;Rayo Vallecano;1;3;3;42;48;Getafe;2;1;3;12;0;0;0.52;0.48;307;0.64;18;16;2;1;0;0;2;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;3;0.04;0.1111111111111111;196;0.0918367346938775;376.9230769230769;0.6666666666666666;3.846153846153846;-9;0.04;-1;1;2;0.009771986970684;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-18;Rayo Vallecano;1;1;0;42;46;Real Sociedad;4;2;12;11;5;4;0.34;0.66;236;0.63;21;14;4;2;0;0;5;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;10;0.06;0.1904761904761904;149;0.1409395973154362;438.235294117647;0.4166666666666667;14.705882352941176;1;-0.32;-5;2;7;0.0508474576271186;0.1666666666666666;0.17;2.5;0;2;2;1;0;0;1;0;0.1666666666666666;0.4;0.0084745762711864;6.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-25;Rayo Vallecano;1;3;3;42;38;Athletic;1;1;17;7;4;1;0.64;0.36;570;0.81;6;13;1;1;0;0;8;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;2;0.0514285714285714;0.1666666666666666;462;0.0129870129870129;721.875;0.4705882352941176;12.5;10;0.28;6;0;-7;0.0298245614035087;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;Rayo Vallecano;1;7;3;42;10;Barcelona;2;4;15;14;4;6;0.28;0.72;240;0.74;7;10;2;4;0;0;5;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;7;0.0514285714285714;0.2857142857142857;178;0.0393258426966292;635.7142857142857;0.3333333333333333;17.857142857142854;1;-0.4399999999999999;-2;-2;-3;0.0625;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-15;Rayo Vallecano;1;3;3;42;119;Granada;5;3;18;10;9;1;0.31;0.69;207;0.6;12;17;4;3;1;0;6;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;6;0.0689999999999999;0.4166666666666667;124;0.0967741935483871;400.0;0.3333333333333333;19.35483870967742;8;-0.3799999999999999;0;2;-5;0.0869565217391304;0.1111111111111111;0.155;3.0;1;1;2;1;0;0;0;1;0.1111111111111111;0.2222222222222222;0.0096618357487922;9.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-12;Rayo Vallecano;1;3;3;42;52;Valencia C. F.;2;1;12;13;1;5;0.49;0.51;376;0.73;21;14;2;1;0;0;3;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;6;0.0392307692307692;0.0952380952380952;274;0.0766423357664233;559.1836734693877;0.25;6.122448979591836;-1;-0.02;-3;1;7;0.0319148936170212;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-05;Rayo Vallecano;1;1;3;42;126;Almería;3;2;27;7;10;2;0.68;0.32;597;0.86;17;15;3;2;0;0;9;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;2;0.0457142857142857;0.1764705882352941;513;0.0331384015594541;754.4117647058823;0.3333333333333333;13.235294117647058;20;0.36;7;1;2;0.0452261306532663;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-28;Rayo Vallecano;1;3;1;42;37;Villarreal;1;2;20;15;4;7;0.55;0.45;493;0.87;8;15;1;2;0;0;6;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;3;0.03;0.125;429;0.0186480186480186;779.9999999999999;0.3;10.909090909090908;5;0.1;3;-1;-7;0.0405679513184584;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-20;Rayo Vallecano;1;1;0;42;41;Osasuna;4;1;17;6;6;2;0.65;0.35;530;0.8;9;15;4;1;0;0;5;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1;0.0583333333333333;0.4444444444444444;424;0.0212264150943396;652.3076923076923;0.2941176470588235;7.692307692307692;11;0.3;4;3;-6;0.0320754716981132;0.1176470588235294;0.325;2.5;0;2;2;1;0;0;0;1;0.1176470588235294;0.3333333333333333;0.0037735849056603;8.5;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-13;Rayo Vallecano;1;1;8;42;48;Getafe;4;6;12;7;2;0;0.64;0.36;430;0.77;17;19;4;6;0;0;3;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0;0.0514285714285714;0.2352941176470588;331;0.0513595166163142;517.1875;0.25;4.6875;5;0.28;3;-2;-2;0.027906976744186;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-31;Rayo Vallecano;1;3;17;42;44;Celta de Vigo;3;3;8;13;2;0;0.39;0.61;372;0.78;16;12;3;3;0;0;2;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;3;0.0469230769230769;0.1875;290;0.0551724137931034;743.5897435897435;0.25;5.128205128205128;-5;-0.2199999999999999;-1;0;4;0.021505376344086;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-17;Rayo Vallecano;1;3;3;42;39;Betis;4;4;8;11;4;1;0.38;0.62;286;0.64;22;16;4;4;0;0;4;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;8;0.0563636363636363;0.1818181818181818;183;0.1202185792349726;481.578947368421;0.5;10.526315789473683;-3;-0.24;-4;0;6;0.0279720279720279;0.25;0.19;2.0;1;1;2;1;0;0;0;1;0.25;0.5;0.0069930069930069;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-10;Rayo Vallecano;1;3;3;42;45;Alavés;2;2;9;12;3;4;0.67;0.33;580;0.85;10;13;2;2;0;0;5;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;7;0.0275;0.2;493;0.0202839756592292;735.820895522388;0.5555555555555556;7.462686567164178;-3;0.34;-2;0;-3;0.0155172413793103;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-02;Rayo Vallecano;1;3;1;42;130;Cádiz;1;1;9;16;5;5;0.54;0.46;439;0.73;14;17;1;1;0;0;4;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;9;0.02875;0.0714285714285714;320;0.04375;592.5925925925926;0.4444444444444444;7.4074074074074066;-7;0.08;-5;0;-3;0.020501138952164;0.1111111111111111;0.54;4.0;0;1;1;0;1;0;0;1;0.1111111111111111;0.2;0.0022779043280182;9.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-26;Rayo Vallecano;1;3;3;42;24;Girona;4;3;7;14;1;8;0.45;0.55;433;0.84;16;13;3;3;1;0;2;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;2;0.0392857142857142;0.25;364;0.0439560439560439;808.8888888888889;0.2857142857142857;4.444444444444445;-7;-0.1;0;1;3;0.0161662817551963;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-18;Rayo Vallecano;1;1;3;42;12;Real Madrid;4;2;8;11;3;4;0.39;0.61;336;0.78;17;7;4;1;0;1;4;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;10;0.0554545454545454;0.2352941176470588;262;0.0648854961832061;671.7948717948718;0.5;10.256410256410255;-3;-0.2199999999999999;-6;2;10;0.0238095238095238;0.125;0.39;4.0;1;0;1;0;1;0;0;1;0.125;0.3333333333333333;0.0029761904761904;8.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-11;Rayo Vallecano;1;3;9;42;40;R.C.D. Mallorca;0;4;11;8;4;5;0.51;0.49;427;0.74;11;17;0;4;0;0;1;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;5;0.06125;0.0;316;0.0348101265822784;619.6078431372549;0.0909090909090909;1.96078431372549;3;0.02;-4;-4;-6;0.0257611241217798;0.0909090909090909;0.51;1.0;0;1;1;0;0;1;1;0;0.0909090909090909;0.25;0.0023419203747072;11.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-05;Rayo Vallecano;1;1;1;42;43;Sevilla;2;3;22;10;5;6;0.68;0.32;609;0.81;8;10;2;3;0;0;6;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0;0.032;0.25;493;0.0162271805273833;725.0;0.2727272727272727;8.823529411764705;12;0.36;6;-1;-2;0.0361247947454844;0.0454545454545454;0.68;6.0;1;0;1;0;0;1;0;1;0.0454545454545454;0.2;0.0016420361247947;22.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-31;Rayo Vallecano;1;17;2;42;27;Atlético Madrid;3;0;10;8;2;3;0.46;0.54;411;0.78;13;11;3;0;0;0;6;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;5;0.0675;0.2307692307692307;321;0.0404984423676012;697.8260869565217;0.6;13.043478260869565;2;-0.08;1;3;2;0.024330900243309;0.1;0.46;6.0;1;0;1;0;0;1;1;0;0.1;0.5;0.0024330900243309;10.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-27;Rayo Vallecano;1;1;4;42;46;Real Sociedad;4;2;5;6;0;3;0.48;0.52;370;0.71;14;16;4;2;0;0;2;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2;0.0866666666666666;0.2857142857142857;263;0.053231939163498;547.9166666666667;0.4;4.166666666666667;-1;-0.04;0;2;-2;0.0135135135135135;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
