Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Alisson Becker-Liverpool;Trent Alexander-Arnold-Liverpool;Jarell Amorin Quansah-Liverpool;Virgil van Dijk-Liverpool;Kostas Tsimikas-Liverpool;Wataru Endō-Liverpool;Curtis Jones-Liverpool;Mohamed Salah-Liverpool;Harvey Elliott-Liverpool;Cody Gakpo-Liverpool;Diogo Jota-Liverpool;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Ibrahima Konaté-Liverpool;Andrew Robertson-Liverpool;Ryan Gravenberch-Liverpool;Alexis Mac Allister-Liverpool;Dominik Szoboszlai-Liverpool;Luis Fernando Díaz-Liverpool;Conor Bradley-Liverpool;Caoimhín Kelleher-Liverpool;Darwin Núñez-Liverpool;James McConnell-Liverpool;Joe Gomez-Liverpool;Trey Nyoni-Liverpool;Federico Chiesa-Liverpool;Jayden Danns-Liverpool;Tyler Morton-Liverpool;Rio Ngumoha-Liverpool;Vítězslav Jaroš-Liverpool;Nathaniel Phillips-Liverpool;Ben Doak-Liverpool;Fábio Carvalho-Liverpool;Sepp van den Berg-Liverpool;Bobby Lamont Clark-Liverpool;Lewis Koumas-Liverpool;Luke Chambers-Liverpool;Kaide Gordon-Liverpool;Joel Matip-Liverpool;Stefan Bajčetić-Liverpool;James Milner-Liverpool;Fabinho Tavares-Liverpool;Roberto Firmino-Liverpool;Jordan Henderson-Liverpool
2025-01-25;Liverpool;3;3;3;2;66;Ipswich;0;2;16;3;6;3;0.71;0.29;746;0.9;10;11;0;2;0;0;3;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;4;0.0966666666666666;0.0;671;0.014903129657228;945.0704225352112;0.1875;4.225352112676057;13;0.42;-1;-2;-1;0.0214477211796246;0.25;0.1775;0.75;3;1;4;1;0;0;0;1;0.25;0.6666666666666666;0.0053619302949061;4.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-21;Liverpool;0;0;3;2;15;LOSC;2;2;13;4;7;1;0.56;0.44;583;0.89;12;9;2;1;0;1;3;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;3;0.11;0.1666666666666666;519;0.0231213872832369;926.7857142857142;0.2307692307692307;5.357142857142857;9;0.12;0;0;3;0.0222984562607204;0.1538461538461538;0.28;1.5;1;1;2;1;0;0;0;1;0.1538461538461538;0.2857142857142857;0.0034305317324185;6.5;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-18;Liverpool;3;3;3;2;57;Brentford;3;2;37;11;8;6;0.62;0.38;484;0.87;14;6;3;2;0;0;15;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;2;0.0345454545454545;0.2142857142857142;421;0.0332541567695962;679.0322580645161;0.4054054054054054;24.193548387096776;26;0.24;13;1;8;0.0764462809917355;0.054054054054054;0.31;7.5;0;2;2;1;0;0;1;0;0.054054054054054;0.25;0.0041322314049586;18.5;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-14;Liverpool;3;3;3;2;55;Nottingham Forest;1;2;23;6;7;3;0.71;0.29;566;0.85;10;7;1;2;0;0;9;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0;0.0483333333333333;0.1;481;0.0207900207900207;677.4647887323944;0.391304347826087;12.67605633802817;17;0.42;9;-1;3;0.0406360424028268;0.0434782608695652;0.71;9.0;0;1;1;0;1;0;1;0;0.0434782608695652;0.1428571428571428;0.0017667844522968;23.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-11;Liverpool;15;0;28;2;-1;Accrington;0;1;22;8;9;1;0.79;0.21;699;0.89;4;10;0;1;0;0;8;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;6;0.02625;0.0;622;0.0064308681672025;787.3417721518987;0.3636363636363636;10.126582278481012;14;0.5800000000000001;2;-1;-6;0.0314735336194563;0.1818181818181818;0.1975;2.0;2;2;4;1;0;0;0;1;0.1818181818181818;0.4444444444444444;0.0057224606580829;5.5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-08;Liverpool;14;3;0;2;56;Tottenham;0;2;14;9;7;4;0.61;0.39;565;0.86;10;8;0;2;0;0;2;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;2;0.0433333333333333;0.0;486;0.0205761316872428;796.7213114754098;0.1428571428571428;3.278688524590164;5;0.2199999999999999;0;-2;2;0.0247787610619469;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-05;Liverpool;3;3;17;2;62;Manchester United;2;4;19;13;6;4;0.53;0.47;438;0.83;10;13;2;4;0;0;6;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;9;0.0361538461538461;0.2;364;0.0274725274725274;686.7924528301886;0.3157894736842105;11.320754716981131;6;0.06;-3;-2;-3;0.0433789954337899;0.1052631578947368;0.265;3.0;0;2;2;0;1;0;0;1;0.1052631578947368;0.3333333333333333;0.0045662100456621;9.5;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-29;Liverpool;3;3;3;2;61;West Ham;0;0;22;7;13;0;0.55;0.45;540;0.87;10;7;0;0;0;0;6;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;2;0.0642857142857143;0.0;470;0.0212765957446808;854.5454545454545;0.2727272727272727;10.909090909090908;15;0.1;4;0;3;0.0407407407407407;0.2272727272727272;0.11;1.2;3;2;5;1;0;0;1;0;0.2272727272727272;0.3846153846153846;0.0092592592592592;4.4;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-26;Liverpool;3;3;3;2;63;Leicester City;3;2;19;4;7;1;0.69;0.31;649;0.9;17;5;3;2;0;0;14;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1;0.0775;0.1764705882352941;584;0.0291095890410958;846.376811594203;0.7368421052631579;20.28985507246377;15;0.3799999999999999;13;1;12;0.0292758089368258;0.1578947368421052;0.2299999999999999;4.666666666666667;1;2;3;1;0;0;0;1;0.1578947368421052;0.4285714285714285;0.0046224961479198;6.333333333333333;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-22;Liverpool;3;3;3;2;56;Tottenham;2;1;24;9;12;5;0.48;0.52;502;0.86;9;7;2;1;0;0;5;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;7;0.0577777777777777;0.2222222222222222;432;0.0208333333333333;900.0;0.2083333333333333;10.416666666666668;15;-0.04;-2;1;2;0.047808764940239;0.25;0.08;0.8333333333333334;3;3;6;1;0;0;1;0;0.25;0.5;0.0119521912350597;4.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-18;Liverpool;14;0;9;2;68;Southampton;2;2;14;6;4;4;0.69;0.31;644;0.88;10;10;2;2;0;0;7;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;3;0.0516666666666666;0.2;567;0.0176366843033509;821.7391304347826;0.5;10.144927536231885;8;0.3799999999999999;4;0;0;0.0217391304347826;0.1428571428571428;0.345;3.5;2;0;2;1;0;0;1;0;0.1428571428571428;0.5;0.0031055900621118;7.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-14;Liverpool;3;0;3;2;58;Fulham;4;4;16;12;4;3;0.62;0.38;529;0.88;10;7;3;4;1;0;5;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;4;0.0316666666666666;0.4;466;0.0214592274678111;751.6129032258065;0.3125;8.064516129032258;4;0.24;1;0;3;0.0302457466918714;0.125;0.31;2.5;0;2;2;0;1;0;0;1;0.125;0.5;0.0037807183364839;8.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-10;Liverpool;0;0;3;2;24;Girona;2;3;15;13;7;5;0.63;0.37;611;0.9;8;11;2;3;0;0;8;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;5;0.0284615384615384;0.25;550;0.0145454545454545;873.015873015873;0.5333333333333333;12.698412698412698;2;0.26;3;-1;-3;0.0245499181669394;0.0666666666666666;0.63;8.0;0;1;1;1;0;0;1;0;0.0666666666666666;0.1428571428571428;0.0016366612111292;15.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-04;Liverpool;3;3;0;2;60;Newcastle;5;2;16;17;5;6;0.59;0.41;514;0.87;17;9;5;2;0;0;6;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;5;0.0241176470588235;0.2941176470588235;447;0.0380313199105145;757.6271186440679;0.375;10.16949152542373;-1;0.18;1;3;8;0.0311284046692607;0.1875;0.1966666666666666;2.0;0;3;3;0;1;0;1;0;0.1875;0.6;0.0058365758754863;5.333333333333333;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-01;Liverpool;3;3;3;2;3;Manchester City;1;3;18;8;7;2;0.43;0.57;415;0.83;9;8;1;3;0;0;7;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;4;0.07125;0.1111111111111111;344;0.0261627906976744;800.0;0.3888888888888889;16.27906976744186;10;-0.1399999999999999;3;-2;1;0.0433734939759036;0.1111111111111111;0.215;3.5;1;1;2;1;0;0;0;1;0.1111111111111111;0.2857142857142857;0.0048192771084337;9.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-27;Liverpool;0;0;13;2;12;Real Madrid;3;4;17;8;7;3;0.63;0.37;617;0.91;11;10;3;4;0;0;8;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;5;0.04625;0.2727272727272727;561;0.0196078431372549;890.4761904761905;0.4705882352941176;12.698412698412698;9;0.26;3;-1;1;0.0275526742301458;0.1176470588235294;0.315;4.0;0;2;2;1;0;0;0;1;0.1176470588235294;0.2857142857142857;0.0032414910858995;8.5;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-24;Liverpool;3;3;9;2;68;Southampton;4;3;27;7;11;5;0.63;0.37;600;0.88;9;11;4;3;0;0;10;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;3;0.0528571428571428;0.4444444444444444;528;0.0170454545454545;838.0952380952381;0.3703703703703703;15.873015873015872;20;0.26;7;1;-2;0.045;0.1111111111111111;0.21;3.333333333333333;1;2;3;1;0;0;1;0;0.1111111111111111;0.2727272727272727;0.005;9.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-09;Liverpool;3;3;3;2;1;Aston Villa;0;3;14;12;5;2;0.63;0.37;619;0.88;11;15;0;3;0;0;2;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;9;0.0308333333333333;0.0;545;0.0201834862385321;865.0793650793651;0.1428571428571428;3.1746031746031744;2;0.26;-7;-3;-4;0.0226171243941841;0.1428571428571428;0.315;1.0;1;1;2;1;0;0;0;1;0.1428571428571428;0.4;0.0032310177705977;7.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-05;Liverpool;0;0;2;2;6;Leverkusen;0;2;22;12;8;4;0.47;0.53;472;0.87;15;10;0;2;0;0;1;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;3;0.0441666666666666;0.0;411;0.0364963503649635;874.468085106383;0.0454545454545454;2.127659574468085;10;-0.06;-2;-2;5;0.0466101694915254;0.1818181818181818;0.1175;0.25;0;4;4;1;0;0;0;1;0.1818181818181818;0.5;0.0084745762711864;5.5;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-02;Liverpool;3;3;1;2;54;Brighton;1;2;16;13;8;5;0.48;0.52;443;0.82;10;18;1;2;0;0;9;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;7;0.04;0.1;363;0.0275482093663911;756.25;0.5625;18.75;3;-0.04;2;-1;-8;0.0361173814898419;0.125;0.24;4.5;0;2;2;1;0;0;0;1;0.125;0.25;0.0045146726862302;8.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-30;Liverpool;14;1;3;2;54;Brighton;2;0;11;19;7;7;0.56;0.44;515;0.85;11;8;2;0;0;0;2;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;6;0.0231578947368421;0.1818181818181818;438;0.0251141552511415;782.1428571428571;0.1818181818181818;3.571428571428571;-8;0.12;-4;2;3;0.0213592233009708;0.2727272727272727;0.1866666666666666;0.6666666666666666;0;3;3;1;0;0;1;0;0.2727272727272727;0.4285714285714285;0.0058252427184466;3.6666666666666665;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-27;Liverpool;3;3;1;2;9;Arsenal;2;2;9;9;4;3;0.56;0.44;466;0.83;14;14;2;2;0;0;3;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1;0.0488888888888888;0.1428571428571428;387;0.0361757105943152;691.0714285714286;0.3333333333333333;5.357142857142857;0;0.12;2;0;0;0.01931330472103;0.2222222222222222;0.28;1.5;1;1;2;0;1;0;1;0;0.2222222222222222;0.5;0.0042918454935622;4.5;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-23;Liverpool;0;0;1;2;31;RB Leipzig;1;2;17;13;8;6;0.58;0.42;599;0.87;7;9;1;2;0;0;7;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;5;0.0323076923076923;0.1428571428571428;521;0.0134357005758157;898.2758620689656;0.4117647058823529;12.06896551724138;4;0.1599999999999999;2;-1;-2;0.028380634390651;0.0588235294117647;0.58;7.0;1;0;1;1;0;0;1;0;0.0588235294117647;0.125;0.001669449081803;17.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-20;Liverpool;3;3;3;2;53;Chelsea;4;3;9;12;5;2;0.42;0.58;409;0.79;12;13;4;3;0;0;1;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;5;0.0483333333333333;0.3333333333333333;323;0.0371517027863777;769.047619047619;0.1111111111111111;2.380952380952381;-3;-0.1599999999999999;-4;1;-1;0.0220048899755501;0.2222222222222222;0.21;0.5;1;1;2;1;0;0;0;1;0.2222222222222222;0.4;0.0048899755501222;4.5;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Liverpool;3;3;6;2;65;Crystal Palace;2;4;16;9;4;5;0.69;0.31;642;0.85;15;7;2;4;0;0;8;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;3;0.0344444444444444;0.1333333333333333;546;0.0274725274725274;791.304347826087;0.5;11.594202898550726;7;0.3799999999999999;5;-2;8;0.0249221183800623;0.0625;0.69;8.0;1;0;1;1;0;0;1;0;0.0625;0.25;0.0015576323987538;16.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-02;Liverpool;0;3;7;2;29;Bolonia;4;2;9;12;4;2;0.52;0.48;451;0.82;10;8;4;2;0;0;5;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3;0.04;0.4;370;0.027027027027027;711.5384615384615;0.5555555555555556;9.615384615384617;-3;0.04;2;2;2;0.0199556541019955;0.2222222222222222;0.26;2.5;1;1;2;1;0;0;0;1;0.2222222222222222;0.5;0.0044345898004434;4.5;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-28;Liverpool;3;3;7;2;67;Wolves;3;2;10;8;6;3;0.56;0.44;534;0.85;8;16;3;2;0;0;10;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;2;0.055;0.375;454;0.0176211453744493;810.7142857142857;1.0;17.857142857142854;2;0.12;8;1;-8;0.0187265917602996;0.2;0.28;5.0;1;1;2;1;0;0;1;0;0.2;0.3333333333333333;0.0037453183520599;5.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-25;Liverpool;14;3;3;2;61;West Ham;1;2;21;12;11;3;0.62;0.38;534;0.91;13;10;1;1;0;1;5;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;4;0.0316666666666666;0.0769230769230769;486;0.0267489711934156;783.8709677419355;0.238095238095238;8.064516129032258;9;0.24;1;-1;3;0.0393258426966292;0.238095238095238;0.124;1.0;1;4;5;1;0;0;0;1;0.238095238095238;0.4545454545454545;0.0093632958801498;4.2;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;Liverpool;3;3;3;2;59;Bournemouth;1;4;19;19;13;6;0.59;0.41;584;0.88;10;12;1;4;0;0;3;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;9;0.021578947368421;0.1;514;0.0194552529182879;871.1864406779662;0.1578947368421052;5.084745762711865;0;0.18;-6;-3;-2;0.0325342465753424;0.1578947368421052;0.1966666666666666;1.0;3;0;3;1;0;0;0;1;0.1578947368421052;0.2307692307692307;0.0051369863013698;6.333333333333333;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-17;Liverpool;0;3;3;2;25;Milan;2;2;23;8;11;2;0.51;0.49;460;0.86;12;9;2;2;0;0;5;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;2;0.06125;0.1666666666666666;396;0.0303030303030303;776.4705882352941;0.217391304347826;9.803921568627452;15;0.02;3;0;3;0.05;0.1304347826086956;0.17;1.6666666666666667;2;1;3;1;0;0;1;0;0.1304347826086956;0.2727272727272727;0.0065217391304347;7.666666666666667;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-14;Liverpool;3;3;3;2;55;Nottingham Forest;4;4;14;5;5;3;0.7;0.3;604;0.83;15;6;4;4;0;0;7;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;2;0.06;0.2666666666666666;501;0.029940119760479;715.7142857142858;0.5;10.0;9;0.3999999999999999;5;0;9;0.0231788079470198;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-01;Liverpool;3;3;3;2;62;Manchester United;1;4;11;8;3;3;0.47;0.53;464;0.84;7;7;1;4;0;0;2;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;5;0.06625;0.1428571428571428;390;0.0179487179487179;829.7872340425532;0.1818181818181818;4.25531914893617;3;-0.06;-3;-3;0;0.0237068965517241;0.2727272727272727;0.1566666666666666;0.6666666666666666;2;1;3;1;0;0;1;0;0.2727272727272727;1.0;0.0064655172413793;3.6666666666666665;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-25;Liverpool;3;3;1;2;57;Brentford;2;3;19;8;8;2;0.63;0.37;602;0.91;10;7;2;3;0;0;9;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;4;0.04625;0.2;548;0.0182481751824817;869.8412698412699;0.4736842105263157;14.285714285714286;11;0.26;5;-1;3;0.0315614617940199;0.1052631578947368;0.315;4.5;1;1;2;1;0;0;0;1;0.1052631578947368;0.25;0.0033222591362126;9.5;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-17;Liverpool;3;3;3;2;66;Ipswich;1;3;18;7;5;2;0.63;0.37;570;0.86;18;9;1;3;0;0;10;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;2;0.0528571428571428;0.0555555555555555;490;0.036734693877551;777.7777777777778;0.5555555555555556;15.873015873015872;11;0.26;8;-2;9;0.031578947368421;0.1111111111111111;0.315;5.0;0;2;2;1;0;0;1;0;0.1111111111111111;0.4;0.0035087719298245;9.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
