Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Marco Bizot-Stade Brestois;Kenny Lala-Stade Brestois;Edimilson Fernandes-Stade Brestois;Abdoulaye Ndiaye-Stade Brestois;Massadio Haïdara-Stade Brestois;Mahdi Camara-Stade Brestois;Hugo Magnetti-Stade Brestois;Kamory Doumbia-Stade Brestois;Romain Del Castillo-Stade Brestois;Ludovic Ajorque-Stade Brestois;Mathias Pereira Lage-Stade Brestois;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Brendan Chardonnet-Stade Brestois;Pierre Lees-Melou-Stade Brestois;Grégoire Coudert-Stade Brestois;Julien Le Cardinal-Stade Brestois;Abdallah Sima-Stade Brestois;Justin Bourgault-Stade Brestois;Mama Baldé-Stade Brestois;Romain Faivre-Stade Brestois;Luck Zogbé-Stade Brestois;Soumaïla Coulibaly-Stade Brestois;Ibrahim Salah-Stade Brestois;Jordan Amavi-Stade Brestois;Jonas Martin-Stade Brestois;Jérémy Le Douaron-Stade Brestois;Lilian Brassier-Stade Brestois;Steve Mounié-Stade Brestois;Martín Satriano-Stade Brestois;Bradley Locko-Stade Brestois;Billal Brahimi-Stade Brestois;Achraf Dari-Stade Brestois;Jean-Kévin Duverne-Stade Brestois;Haris Belkebla-Stade Brestois;Franck Honorat-Stade Brestois;Félix Lemaréchal-Stade Brestois;Noah Fadiga-Stade Brestois;Taïryk Arconte-Stade Brestois;Christophe Hérelle-Stade Brestois;Alberth Elis-Stade Brestois;Joaquín Blázquez-Stade Brestois;Islam Slimani-Stade Brestois;Karamoko Dembélé-Stade Brestois;Jere Uronen-Stade Brestois
2025-01-15;Stade Brestois;13;3;7;5;769;Nantes;2;0;8;16;4;1;0.38;0.62;355;0.74;13;10;2;0;0;0;3;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;7;0.03875;0.1538461538461538;263;0.0494296577946768;692.1052631578947;0.375;7.894736842105263;-8;-0.24;-4;2;3;0.0225352112676056;0.25;0.19;1.5;2;0;2;1;0;0;0;1;0.25;0.5;0.0056338028169014;4.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-11;Stade Brestois;2;28;7;5;90;Lyon;1;2;11;10;6;3;0.32;0.68;308;0.73;10;10;1;2;0;0;4;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;7;0.068;0.1;225;0.0444444444444444;703.125;0.3636363636363636;12.5;1;-0.36;-3;-1;0;0.0357142857142857;0.1818181818181818;0.16;2.0;2;0;2;1;0;0;0;1;0.1818181818181818;0.3333333333333333;0.0064935064935064;5.5;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-05;Stade Brestois;2;0;3;5;771;Angers;1;2;12;7;4;2;0.62;0.38;537;0.85;11;14;1;2;0;0;4;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;2;0.0542857142857142;0.0909090909090909;456;0.0241228070175438;735.483870967742;0.3333333333333333;6.451612903225807;5;0.24;2;-1;-3;0.0223463687150838;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-21;Stade Brestois;13;0;29;5;-1;La Roche VF;0;2;15;11;10;2;0.53;0.47;461;0.84;14;11;0;2;0;0;3;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;3;0.0427272727272727;0.0;387;0.0361757105943152;730.188679245283;0.2;5.660377358490566;4;0.06;0;-2;3;0.0325379609544468;0.0666666666666666;0.53;3.0;1;0;1;1;0;0;1;0;0.0666666666666666;0.1;0.0021691973969631;15.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-15;Stade Brestois;2;28;4;5;769;Nantes;3;3;13;16;8;7;0.52;0.48;508;0.87;10;14;3;3;0;0;0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;5;0.03;0.3;442;0.0226244343891402;850.0;0.0;0.0;-3;0.04;-5;0;-4;0.0255905511811023;0.3076923076923077;0.13;0.0;2;2;4;1;0;0;0;1;0.3076923076923077;0.5;0.0078740157480314;3.25;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-10;Stade Brestois;0;22;0;5;28;PSV;3;3;11;18;5;5;0.33;0.67;289;0.7;14;9;3;3;0;0;4;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;8;0.0372222222222222;0.2142857142857142;202;0.0693069306930693;612.1212121212121;0.3636363636363636;12.12121212121212;-7;-0.34;-4;0;5;0.0380622837370242;0.0909090909090909;0.33;4.0;1;0;1;1;0;0;0;1;0.0909090909090909;0.2;0.0034602076124567;11.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-06;Stade Brestois;2;3;3;5;15;LOSC;1;1;7;10;3;6;0.38;0.62;384;0.78;16;13;1;1;0;0;1;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;2;0.062;0.0625;300;0.0533333333333333;789.4736842105264;0.1428571428571428;2.631578947368421;-3;-0.24;-1;0;3;0.0182291666666666;0.1428571428571428;0.38;1.0;0;1;1;0;0;1;1;0;0.1428571428571428;0.3333333333333333;0.0026041666666666;7.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-30;Stade Brestois;2;3;3;5;767;Racing de Estrasburgo;3;2;11;12;8;4;0.37;0.63;348;0.85;15;8;3;2;0;0;4;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;3;0.0525;0.2;296;0.0506756756756756;800.0;0.3636363636363636;10.81081081081081;-1;-0.26;1;1;7;0.0316091954022988;0.2727272727272727;0.1233333333333333;1.3333333333333333;2;1;3;1;0;0;0;1;0.2727272727272727;0.375;0.0086206896551724;3.6666666666666665;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-26;Stade Brestois;0;22;3;5;10;Barcelona;4;0;2;19;0;8;0.24;0.76;236;0.73;19;8;4;0;0;0;0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;4;0.04;0.2105263157894736;172;0.1104651162790697;716.6666666666667;0.0;0.0;-17;-0.52;-4;4;11;0.0084745762711864;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-22;Stade Brestois;2;0;3;5;4;Mónaco;2;2;12;10;4;4;0.48;0.52;451;0.76;12;7;2;2;0;0;8;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;2;0.052;0.1666666666666666;343;0.0349854227405247;714.5833333333334;0.6666666666666666;16.666666666666668;2;-0.04;6;0;5;0.0266075388026607;0.1666666666666666;0.24;4.0;0;2;2;0;0;1;1;0;0.1666666666666666;0.5;0.0044345898004434;6.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-10;Stade Brestois;2;0;3;5;775;Montpellier;1;5;19;14;6;8;0.68;0.32;497;0.84;13;18;1;5;0;0;7;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3;0.0228571428571428;0.0769230769230769;417;0.0311750599520383;613.235294117647;0.3684210526315789;10.294117647058822;5;0.36;4;-4;-5;0.0382293762575452;0.0526315789473684;0.68;7.0;0;1;1;0;0;1;1;0;0.0526315789473684;0.1666666666666666;0.0020120724346076;19.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-06;Stade Brestois;0;20;6;5;21;Sparta Praha;1;1;18;6;7;1;0.49;0.51;404;0.73;7;9;1;1;0;0;6;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;3;0.085;0.1428571428571428;295;0.023728813559322;602.0408163265306;0.3333333333333333;12.244897959183673;12;-0.02;3;0;-2;0.0445544554455445;0.1111111111111111;0.245;3.0;1;1;2;1;0;0;1;0;0.1111111111111111;0.2857142857142857;0.0049504950495049;9.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-02;Stade Brestois;2;0;17;5;109;Niza;0;2;16;12;6;3;0.64;0.36;591;0.85;9;4;0;2;0;0;6;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;2;0.03;0.0;502;0.0179282868525896;784.375;0.375;9.375;4;0.28;4;-2;5;0.027072758037225;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-26;Stade Brestois;2;3;0;5;766;Reims;2;3;13;11;4;3;0.47;0.53;377;0.78;11;15;2;3;0;0;3;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;7;0.0481818181818181;0.1818181818181818;294;0.0374149659863945;625.5319148936171;0.2307692307692307;6.382978723404256;2;-0.06;-4;-1;-4;0.0344827586206896;0.1538461538461538;0.235;1.5;2;0;2;1;0;0;1;0;0.1538461538461538;0.5;0.0053050397877984;6.5;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-23;Stade Brestois;0;0;3;5;6;Leverkusen;2;4;11;8;3;3;0.41;0.59;452;0.84;10;12;2;4;0;0;2;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;6;0.07375;0.2;380;0.0263157894736842;926.829268292683;0.1818181818181818;4.878048780487805;3;-0.18;-4;-2;-2;0.0243362831858407;0.0909090909090909;0.41;2.0;1;0;1;0;1;0;0;1;0.0909090909090909;0.3333333333333333;0.0022123893805309;11.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Stade Brestois;2;0;17;5;768;Rennes;2;2;12;6;2;4;0.56;0.44;461;0.77;18;15;2;2;0;0;2;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;4;0.0733333333333333;0.1111111111111111;355;0.0507042253521126;633.9285714285713;0.1666666666666666;3.571428571428571;6;0.12;-2;0;3;0.0260303687635574;0.0833333333333333;0.56;2.0;0;1;1;0;1;0;0;1;0.0833333333333333;0.5;0.0021691973969631;12.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-06;Stade Brestois;2;3;30;5;774;Le Havre;3;1;8;14;3;1;0.54;0.46;435;0.78;19;11;2;0;1;1;1;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;9;0.0328571428571428;0.1578947368421052;339;0.0560471976401179;627.7777777777777;0.125;1.851851851851852;-6;0.08;-8;2;8;0.0183908045977011;0.25;0.27;0.5;1;1;2;1;0;0;0;1;0.25;0.6666666666666666;0.0045977011494252;4.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-01;Stade Brestois;0;0;0;5;34;RB Salzburg;2;3;13;15;6;7;0.48;0.52;426;0.8;11;17;2;3;0;0;0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;4;0.0346666666666666;0.1818181818181818;341;0.032258064516129;710.4166666666667;0.0;0.0;-2;-0.04;-4;-1;-6;0.0305164319248826;0.3076923076923077;0.12;0.0;1;3;4;1;0;0;1;0;0.3076923076923077;0.6666666666666666;0.0093896713615023;3.25;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-27;Stade Brestois;2;0;4;5;770;Auxerre;0;2;8;15;4;4;0.62;0.38;507;0.82;16;13;0;2;0;0;3;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;2;0.0253333333333333;0.0;416;0.0384615384615384;670.9677419354839;0.375;4.838709677419355;-7;0.24;1;-2;3;0.0157790927021696;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-22;Stade Brestois;2;22;17;5;772;Toulouse;1;1;8;11;5;1;0.43;0.57;362;0.74;15;18;1;1;0;0;4;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;3;0.0518181818181818;0.0666666666666666;268;0.0559701492537313;623.2558139534884;0.5;9.30232558139535;-3;-0.1399999999999999;1;0;-3;0.0220994475138121;0.25;0.215;2.0;1;1;2;1;0;0;0;1;0.25;0.4;0.005524861878453;4.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-19;Stade Brestois;0;0;22;5;32;Sturm;3;5;14;8;5;2;0.57;0.43;378;0.77;14;23;3;4;0;1;6;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1;0.05375;0.2142857142857142;291;0.0481099656357388;510.52631578947376;0.4285714285714285;10.526315789473683;6;0.1399999999999999;5;-2;-9;0.037037037037037;0.1428571428571428;0.285;3.0;1;1;2;1;0;0;0;1;0.1428571428571428;0.4;0.0052910052910052;7.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-14;Stade Brestois;2;0;0;5;19;PSG;3;2;5;22;3;9;0.32;0.68;333;0.75;13;7;3;2;0;0;1;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;9;0.0309090909090909;0.2307692307692307;250;0.052;781.25;0.2;3.125;-17;-0.36;-8;1;6;0.015015015015015;0.2;0.32;1.0;1;0;1;0;0;1;1;0;0.2;0.3333333333333333;0.003003003003003;5.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;Stade Brestois;2;0;3;5;773;Saint-Étienne;0;5;22;6;9;0;0.47;0.53;322;0.74;12;28;0;5;0;0;7;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;2;0.0883333333333333;0.0;238;0.0504201680672268;506.3829787234043;0.3181818181818182;14.893617021276595;16;-0.06;5;-5;-16;0.0683229813664596;0.1818181818181818;0.1175;1.75;2;2;4;1;0;0;0;1;0.1818181818181818;0.4444444444444444;0.0124223602484472;5.5;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-25;Stade Brestois;2;0;29;5;765;Lens;3;3;11;20;2;9;0.48;0.52;461;0.79;7;10;3;2;0;1;2;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;5;0.026;0.4285714285714285;364;0.0192307692307692;758.3333333333334;0.1818181818181818;4.166666666666667;-9;-0.04;-3;0;-3;0.0238611713665943;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-17;Stade Brestois;2;0;3;5;764;Marsella;4;1;10;7;7;5;0.49;0.51;493;0.85;12;8;4;1;0;0;5;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0;0.0728571428571428;0.3333333333333333;419;0.0286396181384248;855.1020408163265;0.5;10.20408163265306;3;-0.02;5;3;4;0.0202839756592292;0.1;0.49;5.0;1;0;1;0;0;1;0;1;0.1;0.1428571428571428;0.0020283975659229;10.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-10;Stade Brestois;6;5;3;5;60;Newcastle;0;0;13;8;6;2;0.6;0.4;491;0.87;16;5;0;0;0;0;10;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;4;0.05;0.0;427;0.0374707259953161;711.6666666666667;0.7692307692307693;16.666666666666668;5;0.1999999999999999;6;0;11;0.0264765784114052;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-03;Stade Brestois;6;5;3;5;14;Juventus;0;0;7;8;3;5;0.49;0.51;458;0.9;7;15;0;0;0;0;2;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;2;0.06375;0.0;412;0.0169902912621359;840.8163265306123;0.2857142857142857;4.081632653061225;-1;-0.02;0;0;-8;0.0152838427947598;0.2857142857142857;0.245;1.0;0;2;2;0;1;0;1;0;0.2857142857142857;0.6666666666666666;0.0043668122270742;3.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;Stade Brestois;2;14;6;5;772;Toulouse;2;1;12;8;6;2;0.48;0.52;454;0.83;17;12;2;1;0;0;2;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;6;0.065;0.1176470588235294;377;0.0450928381962864;785.4166666666667;0.1666666666666666;4.166666666666667;4;-0.04;-4;1;5;0.026431718061674;0.25;0.16;0.6666666666666666;0;3;3;1;0;0;1;0;0.25;0.5;0.0066079295154185;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-10;Stade Brestois;2;3;3;5;766;Reims;2;3;16;8;5;2;0.61;0.39;485;0.82;12;12;2;3;0;0;3;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;4;0.04875;0.1666666666666666;398;0.0301507537688442;652.4590163934427;0.1875;4.918032786885246;8;0.2199999999999999;-1;-1;0;0.0329896907216494;0.0625;0.61;3.0;1;0;1;0;1;0;0;1;0.0625;0.2;0.002061855670103;16.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-04;Stade Brestois;2;3;6;5;769;Nantes;3;2;9;9;2;1;0.72;0.28;705;0.87;7;14;3;2;0;0;6;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0;0.0311111111111111;0.4285714285714285;613;0.0114192495921696;851.3888888888889;0.6666666666666666;8.333333333333334;0;0.4399999999999999;6;1;-7;0.0127659574468085;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-28;Stade Brestois;2;3;1;5;768;Rennes;1;4;10;21;5;7;0.54;0.46;419;0.81;15;14;1;4;0;0;4;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;7;0.0219047619047619;0.0666666666666666;339;0.0442477876106194;627.7777777777777;0.4;7.4074074074074066;-11;0.08;-3;-3;1;0.0238663484486873;0.5;0.108;0.8;1;4;5;1;0;0;1;0;0.5;1.0;0.0119331742243436;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-21;Stade Brestois;2;3;3;5;4;Mónaco;5;4;12;8;2;3;0.57;0.43;502;0.77;8;9;5;2;0;2;7;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;4;0.05375;0.625;387;0.020671834625323;678.9473684210527;0.5833333333333334;12.280701754385966;4;0.1399999999999999;3;1;-1;0.0239043824701195;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-14;Stade Brestois;2;3;0;5;90;Lyon;4;4;22;16;7;8;0.48;0.52;360;0.86;7;12;3;3;1;1;7;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;10;0.0325;0.5714285714285714;310;0.0225806451612903;645.8333333333334;0.3181818181818182;14.583333333333334;6;-0.04;-3;0;-5;0.0611111111111111;0.1363636363636363;0.16;2.333333333333333;0;3;3;0;0;1;1;0;0.1363636363636363;0.4285714285714285;0.0083333333333333;7.333333333333333;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-07;Stade Brestois;2;14;0;5;-1;Metz;0;1;25;8;11;6;0.67;0.33;634;0.86;11;17;0;1;0;0;8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;5;0.04125;0.0;545;0.0201834862385321;813.4328358208954;0.32;11.940298507462686;17;0.34;3;-1;-6;0.0394321766561514;0.16;0.1675;2.0;3;1;4;1;0;0;0;1;0.16;0.3636363636363636;0.0063091482649842;6.25;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
