Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;David Raya-Arsenal;Ben White-Arsenal;William Saliba-Arsenal;Jakub Kiwior-Arsenal;Oleksandr Zinchenko-Arsenal;Martin Ødegaard-Arsenal;Declan Rice-Arsenal;Mikel Merino-Arsenal;Bukayo Saka-Arsenal;Leandro Trossard-Arsenal;Gabriel Martinelli-Arsenal;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Jurriën Timber-Arsenal;Myles Lewis-Skelly-Arsenal;Yakubu Partey-Arsenal;Kieran Tierney-Arsenal;Jorge Luiz Frello-Arsenal;Ethan Nwaneri-Arsenal;Raheem Sterling-Arsenal;Gabriel Magalhães-Arsenal;Riccardo Calafiori-Arsenal;Kai Havertz-Arsenal;Norberto Murara-Arsenal;Gabriel Jesus-Arsenal;Tommy Setford-Arsenal;Jack Porter-Arsenal;Joshua Nichols-Arsenal;Fábio Vieira-Arsenal;Karl Jakob Hein-Arsenal;Reiss Nelson-Arsenal;Ayden Heaven-Arsenal;Salah-Eddine Oulad M'Hand-Arsenal;Eddie Nketiah-Arsenal;Takehiro Tomiyasu-Arsenal;Emile Smith Rowe-Arsenal;Aaron Ramsdale-Arsenal;Cédric Soares-Arsenal;Mohamed Elneny-Arsenal;Charles Sagoe Jr-Arsenal;Granit Xhaka-Arsenal;Rob Holding-Arsenal
2024-12-11;Arsenal;0;0;3;9;4;Mónaco;2;1;16;7;8;2;0.55;0.45;530;0.88;12;7;2;1;0;0;3;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1;0.0642857142857143;0.1666666666666666;466;0.0257510729613733;847.2727272727273;0.1875;5.454545454545454;9;0.1;2;1;5;0.030188679245283;0.1875;0.1833333333333333;1.0;1;2;3;1;0;0;0;1;0.1875;0.375;0.0056603773584905;5.333333333333333;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-08;Arsenal;3;0;3;9;58;Fulham;2;4;12;2;4;2;0.67;0.33;587;0.88;9;10;2;4;0;0;6;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0;0.165;0.2222222222222222;517;0.0174081237911025;771.641791044776;0.5;8.955223880597014;10;0.34;6;-2;-1;0.0204429301533219;0.0833333333333333;0.67;6.0;0;1;1;0;1;0;1;0;0.0833333333333333;0.25;0.0017035775127768;12.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-04;Arsenal;3;0;17;9;62;Manchester United;1;3;14;5;6;2;0.51;0.49;463;0.87;12;8;1;3;0;0;13;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0;0.098;0.0833333333333333;403;0.0297766749379652;790.1960784313725;0.9285714285714286;25.49019607843137;9;0.02;13;-2;4;0.0302375809935205;0.1428571428571428;0.255;6.5;0;2;2;1;0;0;0;1;0.1428571428571428;0.3333333333333333;0.0043196544276457;7.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-30;Arsenal;3;0;3;9;61;West Ham;1;4;16;12;7;5;0.6;0.4;479;0.83;13;10;1;4;0;0;10;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;2;0.0333333333333333;0.0769230769230769;398;0.0326633165829145;663.3333333333334;0.625;16.666666666666668;4;0.1999999999999999;8;-3;3;0.0334029227557411;0.3125;0.12;2.0;5;0;5;1;0;0;1;0;0.3125;0.7142857142857143;0.0104384133611691;3.2;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-26;Arsenal;0;0;17;9;8;Sporting Lisboa;1;1;13;19;9;8;0.47;0.53;458;0.87;8;6;1;1;0;0;3;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;8;0.0278947368421052;0.125;398;0.0201005025125628;846.8085106382979;0.2307692307692307;6.382978723404256;-6;-0.06;-5;0;2;0.0283842794759825;0.3846153846153846;0.094;0.6;3;2;5;1;0;0;1;0;0.3846153846153846;0.5555555555555556;0.0109170305676855;2.6;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-23;Arsenal;3;0;3;9;55;Nottingham Forest;3;2;19;7;7;0;0.67;0.33;587;0.91;10;11;3;2;0;0;8;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1;0.0471428571428571;0.3;534;0.0187265917602996;797.0149253731342;0.4210526315789473;11.940298507462686;12;0.34;7;1;-1;0.0323679727427597;0.1578947368421052;0.2233333333333333;2.6666666666666665;1;2;3;1;0;0;0;1;0.1578947368421052;0.4285714285714285;0.0051107325383304;6.333333333333333;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-10;Arsenal;3;0;3;9;53;Chelsea;2;4;13;17;3;3;0.51;0.49;425;0.88;12;12;2;4;0;0;3;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;4;0.0288235294117647;0.1666666666666666;374;0.0320855614973262;733.3333333333334;0.2307692307692307;5.88235294117647;-4;0.02;-1;-2;0;0.0305882352941176;0.0769230769230769;0.51;3.0;0;1;1;0;1;0;1;0;0.0769230769230769;0.3333333333333333;0.0023529411764705;13.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-06;Arsenal;0;1;2;9;7;Inter;2;2;20;7;4;1;0.63;0.37;507;0.86;21;12;2;2;0;0;13;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0;0.0528571428571428;0.0952380952380952;436;0.0481651376146789;692.063492063492;0.65;20.63492063492064;13;0.26;13;0;9;0.039447731755424;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-02;Arsenal;3;1;0;9;60;Newcastle;4;4;10;9;1;4;0.64;0.36;502;0.86;18;16;4;4;0;0;6;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;4;0.04;0.2222222222222222;432;0.0416666666666666;675.0;0.6;9.375;1;0.28;2;0;2;0.0199203187250996;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-30;Arsenal;14;0;3;9;835;Preston;0;4;18;7;10;2;0.75;0.25;719;0.92;4;11;0;4;0;0;6;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1;0.0357142857142857;0.0;661;0.0060514372163388;881.3333333333334;0.3333333333333333;8.0;11;0.5;5;-4;-7;0.0250347705146036;0.1666666666666666;0.25;2.0;2;1;3;1;0;0;1;0;0.1666666666666666;0.3;0.0041724617524339;6.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-27;Arsenal;3;1;3;9;2;Liverpool;2;2;9;9;3;4;0.44;0.56;383;0.79;14;14;2;2;0;0;1;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;3;0.0622222222222222;0.1428571428571428;303;0.0462046204620462;688.6363636363636;0.1111111111111111;2.272727272727273;0;-0.12;-2;0;0;0.0234986945169712;0.2222222222222222;0.22;0.5;2;0;2;0;1;0;0;1;0.2222222222222222;0.6666666666666666;0.0052219321148825;4.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-22;Arsenal;0;1;3;9;30;Shakhtar;2;1;13;9;5;1;0.56;0.44;603;0.9;7;10;2;1;0;0;5;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;3;0.0488888888888888;0.2857142857142857;543;0.012891344383057;969.642857142857;0.3846153846153846;8.928571428571427;4;0.12;2;1;-3;0.0215588723051409;0.0769230769230769;0.56;5.0;1;0;1;1;0;0;0;1;0.0769230769230769;0.2;0.0016583747927031;13.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Arsenal;3;3;3;9;59;Bournemouth;2;1;6;13;1;4;0.52;0.48;439;0.79;11;12;1;1;1;0;4;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;7;0.0369230769230769;0.1818181818181818;347;0.031700288184438;667.3076923076923;0.6666666666666666;7.692307692307692;-7;0.04;-3;1;-1;0.0136674259681093;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Arsenal;3;1;9;9;68;Southampton;0;3;29;8;6;2;0.59;0.41;536;0.9;10;9;0;3;0;0;13;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1;0.05125;0.0;482;0.0207468879668049;816.9491525423729;0.4482758620689655;22.033898305084747;21;0.18;12;-3;1;0.0541044776119402;0.1034482758620689;0.1966666666666666;4.333333333333333;0;3;3;1;0;0;0;1;0.1034482758620689;0.5;0.0055970149253731;9.666666666666666;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-01;Arsenal;0;1;0;9;19;PSG;1;1;6;10;5;2;0.35;0.65;354;0.81;8;8;1;1;0;0;1;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;5;0.065;0.125;287;0.0278745644599303;820.0;0.1666666666666666;2.857142857142857;-4;-0.3;-4;0;0;0.0169491525423728;0.3333333333333333;0.175;0.5;2;0;2;1;0;0;0;1;0.3333333333333333;0.4;0.0056497175141242;3.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-28;Arsenal;3;1;3;9;63;Leicester City;2;4;35;5;16;3;0.75;0.25;664;0.89;11;6;2;4;0;0;17;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0;0.05;0.1818181818181818;591;0.0186125211505922;788.0;0.4857142857142857;22.666666666666668;30;0.5;17;-2;5;0.0527108433734939;0.1142857142857142;0.1875;4.25;2;2;4;1;0;0;0;1;0.1142857142857142;0.25;0.0060240963855421;8.75;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-25;Arsenal;14;0;2;9;248;Bolton Wanderers;1;0;21;4;8;1;0.77;0.23;642;0.89;5;8;1;0;0;0;10;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;4;0.0575;0.2;571;0.0087565674255691;741.5584415584416;0.4761904761904761;12.987012987012989;17;0.54;6;1;-3;0.0327102803738317;0.238095238095238;0.154;2.0;2;3;5;1;0;0;0;1;0.238095238095238;0.625;0.0077881619937694;4.2;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-22;Arsenal;3;1;0;9;3;Manchester City;5;3;5;33;3;11;0.22;0.78;208;0.71;10;7;4;3;1;0;2;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;8;0.0236363636363636;0.5;148;0.0675675675675675;672.7272727272727;0.4;9.090909090909092;-28;-0.56;-6;2;3;0.0240384615384615;0.4;0.11;1.0;2;0;2;0;1;0;1;0;0.4;0.6666666666666666;0.0096153846153846;2.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-19;Arsenal;0;0;17;9;17;Atalanta;0;1;6;8;2;2;0.46;0.54;433;0.83;10;7;0;1;0;0;2;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;4;0.0675;0.0;359;0.0278551532033426;780.4347826086956;0.3333333333333333;4.3478260869565215;-2;-0.08;-2;-1;3;0.0138568129330254;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-15;Arsenal;3;1;0;9;56;Tottenham;3;5;7;15;4;5;0.36;0.64;282;0.75;10;13;3;5;0;0;6;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;7;0.0426666666666666;0.3;212;0.0471698113207547;588.8888888888889;0.8571428571428571;16.666666666666668;-8;-0.28;-1;-2;-3;0.0248226950354609;0.1428571428571428;0.36;6.0;0;1;1;1;0;0;1;0;0.1428571428571428;0.25;0.0035460992907801;7.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;Arsenal;3;0;3;9;54;Brighton;4;2;11;22;7;4;0.35;0.65;270;0.74;12;7;3;2;1;0;3;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;7;0.0295454545454545;0.3333333333333333;200;0.06;571.4285714285714;0.2727272727272727;8.571428571428571;-11;-0.3;-4;2;5;0.0407407407407407;0.0909090909090909;0.35;3.0;1;0;1;0;1;0;0;1;0.0909090909090909;0.1428571428571428;0.0037037037037037;11.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-24;Arsenal;3;0;1;9;1;Aston Villa;3;1;9;11;4;3;0.61;0.39;514;0.91;16;8;3;1;0;0;1;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;4;0.0354545454545454;0.1875;468;0.0341880341880341;767.2131147540983;0.1111111111111111;1.639344262295082;-2;0.2199999999999999;-3;2;8;0.0175097276264591;0.2222222222222222;0.305;0.5;0;2;2;1;0;0;1;0;0.2222222222222222;0.5;0.0038910505836575;4.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-17;Arsenal;3;0;3;9;67;Wolves;2;2;18;9;6;3;0.53;0.47;420;0.85;17;14;2;2;0;0;8;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;2;0.0522222222222222;0.1176470588235294;357;0.0476190476190476;673.5849056603773;0.4444444444444444;15.094339622641508;9;0.06;6;0;3;0.0428571428571428;0.1111111111111111;0.265;4.0;1;1;2;1;0;0;0;1;0.1111111111111111;0.3333333333333333;0.0047619047619047;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-11;Arsenal;25;0;0;9;90;Lyon;0;0;16;8;6;2;0.56;0.44;422;0.88;4;5;0;0;0;0;12;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;2;0.055;0.0;371;0.0107816711590296;662.4999999999999;0.75;21.428571428571427;8;0.12;10;0;-1;0.0379146919431279;0.125;0.28;6.0;2;0;2;1;0;0;0;1;0.125;0.3333333333333333;0.0047393364928909;8.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-07;Arsenal;6;0;17;9;6;Leverkusen;0;1;9;7;6;2;0.44;0.56;421;0.84;5;8;0;1;0;0;4;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;2;0.08;0.0;354;0.0141242937853107;804.5454545454545;0.4444444444444444;9.090909090909092;2;-0.12;2;-1;-3;0.0213776722090261;0.4444444444444444;0.11;1.0;3;1;4;1;0;0;0;1;0.4444444444444444;0.6666666666666666;0.009501187648456;2.25;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-31;Arsenal;6;0;0;9;2;Liverpool;0;1;13;10;2;4;0.61;0.39;568;0.88;6;14;0;1;0;0;6;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1;0.039;0.0;500;0.012;819.672131147541;0.4615384615384615;9.836065573770492;3;0.2199999999999999;5;-1;-8;0.0228873239436619;0.0769230769230769;0.61;6.0;1;0;1;0;0;1;1;0;0.0769230769230769;0.5;0.0017605633802816;13.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-27;Arsenal;6;0;3;9;62;Manchester United;0;0;6;10;3;3;0.58;0.42;449;0.84;10;11;0;0;0;0;3;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;6;0.0419999999999999;0.0;377;0.026525198938992;650.0;0.5;5.172413793103448;-4;0.1599999999999999;-3;0;-1;0.0133630289532293;0.3333333333333333;0.29;1.5;1;1;2;1;0;0;0;1;0.3333333333333333;0.6666666666666666;0.0044543429844097;3.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-24;Arsenal;6;0;3;9;59;Bournemouth;1;2;9;11;4;4;0.56;0.44;511;0.89;15;21;1;2;0;0;3;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;0.04;0.0666666666666666;455;0.0329670329670329;812.4999999999999;0.3333333333333333;5.357142857142857;-2;0.12;1;-1;-6;0.0176125244618395;0.1111111111111111;0.56;3.0;1;0;1;0;1;0;0;1;0.1111111111111111;0.25;0.0019569471624266;9.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-12;Arsenal;3;0;3;9;62;Manchester United;2;0;11;14;5;2;0.45;0.55;434;0.82;6;5;2;0;0;0;7;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;4;0.0392857142857142;0.3333333333333333;356;0.0168539325842696;791.1111111111111;0.6363636363636364;15.555555555555555;-3;-0.1;3;2;1;0.0253456221198156;0.0909090909090909;0.45;7.0;1;0;1;1;0;0;1;0;0.0909090909090909;0.2;0.0023041474654377;11.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-04;Arsenal;3;0;0;9;59;Bournemouth;2;3;25;7;9;2;0.56;0.44;459;0.83;16;12;2;3;0;0;6;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1;0.0628571428571428;0.125;381;0.0419947506561679;680.3571428571428;0.24;10.714285714285714;18;0.12;5;-1;4;0.0544662309368191;0.12;0.1866666666666666;2.0;1;2;3;1;0;0;0;1;0.12;0.3333333333333333;0.0065359477124183;8.333333333333334;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-28;Arsenal;3;0;3;9;56;Tottenham;1;2;9;15;3;2;0.37;0.63;344;0.81;16;12;1;2;0;0;6;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;8;0.042;0.0625;279;0.057347670250896;754.0540540540541;0.6666666666666666;16.216216216216218;-6;-0.26;-2;-1;4;0.0261627906976744;0.3333333333333333;0.1233333333333333;2.0;3;0;3;1;0;0;1;0;0.3333333333333333;1.0;0.0087209302325581;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-23;Arsenal;3;0;3;9;53;Chelsea;2;2;27;7;10;1;0.44;0.56;497;0.88;12;11;2;2;0;0;4;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;2;0.08;0.1666666666666666;437;0.0274599542334096;993.181818181818;0.1481481481481481;9.090909090909092;20;-0.12;2;0;1;0.0543259557344064;0.1851851851851851;0.088;0.8;1;4;5;1;0;0;0;1;0.1851851851851851;0.5;0.0100603621730382;5.4;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-20;Arsenal;3;0;1;9;67;Wolves;2;3;24;5;9;3;0.54;0.46;537;0.87;9;14;2;3;0;0;2;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1;0.092;0.2222222222222222;467;0.019271948608137;864.8148148148148;0.0833333333333333;3.7037037037037033;19;0.08;1;-1;-5;0.0446927374301676;0.0833333333333333;0.27;1.0;1;1;2;1;0;0;1;0;0.0833333333333333;0.2222222222222222;0.0037243947858473;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-17;Arsenal;0;0;3;9;23;Bayern;2;2;8;15;3;3;0.48;0.52;455;0.89;13;10;2;2;0;0;3;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;8;0.0346666666666666;0.1538461538461538;405;0.0320987654320987;843.75;0.375;6.25;-7;-0.04;-5;0;3;0.0175824175824175;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-14;Arsenal;3;0;3;9;1;Aston Villa;3;1;18;11;4;2;0.52;0.48;450;0.86;12;7;3;1;0;0;4;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;6;0.0436363636363636;0.25;387;0.0310077519379844;744.2307692307692;0.2222222222222222;7.692307692307692;7;0.04;-2;2;5;0.04;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
