Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Matěj Kovář-Leverkusen;Edmond Tapsoba-Leverkusen;Jonathan Tah-Leverkusen;Piero Hincapié-Leverkusen;Jeremie Frimpong-Leverkusen;Aleix García Serrano-Leverkusen;Granit Xhaka-Leverkusen;Alejandro Grimaldo-Leverkusen;Florian Wirtz-Leverkusen;Emiliano Buendía-Leverkusen;Patrik Schick-Leverkusen;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Arthur Augusto-Leverkusen;Nathan Tella-Leverkusen;Robert Andrich-Leverkusen;Lukáš Hrádecký-Leverkusen;Exequiel Palacios-Leverkusen;Victor Boniface-Leverkusen;Amine Adli-Leverkusen;Nordi Mukiele-Leverkusen;Mario Hermoso Canseco-Leverkusen;Martin Terrier-Leverkusen;Jonas Hofmann-Leverkusen;Jeanuël Belocian-Leverkusen;Odilon Kossounou-Leverkusen;Josip Stanišić-Leverkusen;Adam Hložek-Leverkusen;Borja Iglesias-Leverkusen;Nadiem Amiri-Leverkusen;Niklas Lomb-Leverkusen;Gustavo Puerta-Leverkusen;Mitchel Bakker-Leverkusen;Sardar Azmoun-Leverkusen;Moussa Diaby-Leverkusen;Kerem Demirbay-Leverkusen
2024-12-03;Leverkusen;23;5;3;6;23;Bayern;3;3;11;14;4;2;0.41;0.59;352;0.82;13;8;3;2;0;1;4;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;12;0.0421428571428571;0.2307692307692307;289;0.0449826989619377;704.8780487804878;0.3636363636363636;9.75609756097561;-3;-0.18;-8;0;5;0.03125;0.0909090909090909;0.41;4.0;0;1;1;1;0;0;1;0;0.0909090909090909;0.25;0.002840909090909;11.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-30;Leverkusen;9;5;17;6;169;FC Union Berlin;2;4;8;8;3;2;0.63;0.37;568;0.85;11;18;2;4;0;0;3;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1;0.04625;0.1818181818181818;483;0.0227743271221532;766.6666666666666;0.375;4.761904761904762;0;0.26;2;-2;-7;0.0140845070422535;0.25;0.315;1.5;1;1;2;1;0;0;1;0;0.25;0.6666666666666666;0.0035211267605633;4.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-26;Leverkusen;0;2;0;6;34;RB Salzburg;1;1;29;7;13;2;0.63;0.37;707;0.89;11;11;1;1;0;0;6;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;3;0.0528571428571428;0.0909090909090909;629;0.0174880763116057;998.4126984126984;0.2068965517241379;9.523809523809524;22;0.26;3;0;0;0.041018387553041;0.1724137931034483;0.126;1.2;3;2;5;1;0;0;0;1;0.1724137931034483;0.3846153846153846;0.007072135785007;5.8;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-23;Leverkusen;9;17;28;6;142;Heidenheim;0;0;20;6;10;3;0.79;0.21;948;0.91;8;11;0;0;0;0;6;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0;0.0349999999999999;0.0;863;0.0092699884125144;1092.4050632911392;0.3;7.594936708860759;14;0.5800000000000001;6;0;-3;0.0210970464135021;0.25;0.158;1.2;2;3;5;1;0;0;0;1;0.25;0.5;0.0052742616033755;4.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-09;Leverkusen;9;17;9;6;178;Bochum;1;0;11;15;3;3;0.71;0.29;719;0.89;9;10;1;0;0;0;4;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;6;0.0193333333333333;0.1111111111111111;640;0.0140625;901.4084507042254;0.3636363636363636;5.633802816901409;-4;0.42;-2;1;-1;0.015299026425591;0.0909090909090909;0.71;4.0;1;0;1;0;1;0;1;0;0.0909090909090909;0.3333333333333333;0.0013908205841446;11.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-05;Leverkusen;0;2;0;6;2;Liverpool;2;0;12;22;4;8;0.53;0.47;525;0.86;10;15;2;0;0;0;3;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1;0.0213636363636363;0.2;452;0.0221238938053097;852.8301886792452;0.25;5.660377358490566;-10;0.06;2;2;-5;0.0228571428571428;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-01;Leverkusen;9;17;1;6;18;Stuttgart;3;4;19;4;5;1;0.52;0.48;447;0.83;13;14;3;4;0;0;10;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;2;0.12;0.2307692307692307;371;0.0350404312668463;713.4615384615385;0.5263157894736842;19.23076923076923;15;0.04;8;-1;-1;0.0425055928411633;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-29;Leverkusen;23;2;4;6;185;SV Elversberg;1;1;10;13;7;5;0.67;0.33;794;0.91;11;8;1;1;0;0;3;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;12;0.0253846153846153;0.0909090909090909;723;0.0152143845089903;1079.1044776119402;0.3;4.477611940298507;-3;0.34;-9;0;3;0.0125944584382871;0.3;0.2233333333333333;1.0;3;0;3;1;0;0;0;1;0.3;0.4285714285714285;0.0037783375314861;3.333333333333333;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-26;Leverkusen;9;17;17;6;171;Werder Bremen;1;1;14;13;5;8;0.57;0.43;613;0.84;11;9;1;1;0;0;5;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;3;0.033076923076923;0.0909090909090909;515;0.0213592233009708;903.5087719298248;0.3571428571428571;8.771929824561404;1;0.1399999999999999;2;0;2;0.0228384991843393;0.1428571428571428;0.285;2.5;1;1;2;0;1;0;1;0;0.1428571428571428;0.4;0.0032626427406199;7.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-23;Leverkusen;0;3;0;6;5;Stade Brestois;4;2;8;11;3;3;0.59;0.41;642;0.89;12;10;4;2;0;0;6;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;2;0.0372727272727272;0.3333333333333333;571;0.021015761821366;967.7966101694916;0.75;10.16949152542373;-3;0.18;4;2;2;0.0124610591900311;0.125;0.59;6.0;1;0;1;0;1;0;1;0;0.125;0.3333333333333333;0.0015576323987538;8.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Leverkusen;9;17;1;6;87;Frankfurt;2;1;27;9;9;2;0.54;0.46;545;0.91;9;5;2;1;0;0;8;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;3;0.0511111111111111;0.2222222222222222;496;0.0181451612903225;918.5185185185184;0.2962962962962963;14.814814814814811;18;0.08;5;1;4;0.0495412844036697;0.074074074074074;0.27;4.0;1;1;2;1;0;0;0;1;0.074074074074074;0.2222222222222222;0.0036697247706422;13.5;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Leverkusen;9;17;2;6;177;KSV Holstein;2;2;23;8;7;4;0.75;0.25;796;0.91;5;9;2;2;0;0;12;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;3;0.03125;0.4;724;0.0069060773480662;965.3333333333334;0.5217391304347826;16.0;15;0.5;9;0;-4;0.028894472361809;0.0869565217391304;0.375;6.0;2;0;2;0;1;0;0;1;0.0869565217391304;0.2857142857142857;0.0025125628140703;11.5;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-01;Leverkusen;0;17;3;6;25;Milan;2;3;16;16;9;5;0.51;0.49;566;0.91;15;4;2;3;0;0;5;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;4;0.030625;0.1333333333333333;515;0.029126213592233;1009.8039215686274;0.3125;9.803921568627452;0;0.02;1;-1;11;0.0282685512367491;0.0625;0.51;5.0;0;1;1;1;0;0;0;1;0.0625;0.1111111111111111;0.0017667844522968;16.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-28;Leverkusen;9;17;3;6;23;Bayern;3;1;3;18;2;3;0.3;0.7;319;0.74;15;11;3;1;0;0;1;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;6;0.0388888888888888;0.2;236;0.0635593220338983;786.6666666666667;0.3333333333333333;3.333333333333333;-15;-0.3999999999999999;-5;2;4;0.0094043887147335;0.3333333333333333;0.3;1.0;1;0;1;0;1;0;1;0;0.3333333333333333;0.5;0.0031347962382445;3.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-22;Leverkusen;9;17;7;6;175;Wolfsburg;4;6;20;9;7;4;0.8;0.2;773;0.91;6;14;4;5;0;1;6;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;2;0.0222222222222222;0.6666666666666666;703;0.0085348506401137;878.75;0.3;7.5;11;0.6000000000000001;4;-2;-8;0.0258732212160414;0.2;0.2;1.5;2;2;4;1;0;0;0;1;0.2;0.5714285714285714;0.0051746442432082;5.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-19;Leverkusen;0;17;0;6;16;Feyenoord;0;1;11;12;5;3;0.49;0.51;517;0.88;8;4;0;1;0;0;2;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;6;0.0425;0.0;455;0.0175824175824175;928.5714285714286;0.1818181818181818;4.081632653061225;-1;-0.02;-4;-1;4;0.0212765957446808;0.3636363636363636;0.1225;0.5;4;0;4;1;0;0;1;0;0.3636363636363636;0.8;0.0077369439071566;2.75;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-14;Leverkusen;9;17;29;6;97;Hoffenheim;2;2;20;15;8;5;0.61;0.39;631;0.91;10;9;2;2;0;0;12;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;4;0.026;0.2;574;0.0174216027874564;940.983606557377;0.6;19.672131147540984;5;0.2199999999999999;8;0;1;0.0316957210776545;0.2;0.1525;3.0;2;2;4;1;0;0;1;0;0.2;0.5;0.0063391442155309;5.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;Leverkusen;9;17;17;6;31;RB Leipzig;3;1;26;8;10;4;0.63;0.37;577;0.86;7;8;3;1;0;0;18;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;2;0.04625;0.4285714285714285;496;0.0141129032258064;787.3015873015873;0.6923076923076923;28.571428571428573;18;0.26;16;2;-1;0.0450606585788561;0.0769230769230769;0.315;9.0;2;0;2;0;0;1;0;1;0.0769230769230769;0.2;0.0034662045060658;13.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-28;Leverkusen;23;17;1;6;-1;Jena;1;2;16;6;3;1;0.75;0.25;691;0.89;6;17;1;2;0;0;5;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;4;0.0416666666666666;0.1666666666666666;615;0.0097560975609756;820.0;0.3125;6.666666666666667;10;0.5;1;-1;-11;0.0231548480463096;0.0625;0.75;5.0;0;1;1;1;0;0;1;0;0.0625;0.3333333333333333;0.0014471780028943;16.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-23;Leverkusen;9;17;3;6;172;Mönchengladbach;0;1;25;14;10;7;0.58;0.42;612;0.86;7;11;0;1;0;0;4;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;2;0.03;0.0;526;0.0133079847908745;906.896551724138;0.16;6.896551724137932;11;0.1599999999999999;2;-1;-4;0.0408496732026143;0.12;0.1933333333333333;1.3333333333333333;2;1;3;1;0;0;1;0;0.12;0.3;0.0049019607843137;8.333333333333334;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-17;Leverkusen;47;17;3;6;18;Stuttgart;6;5;12;12;4;4;0.34;0.66;261;0.81;10;19;5;5;1;0;10;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;3;0.055;0.6;211;0.0473933649289099;620.5882352941176;0.8333333333333334;29.41176470588235;0;-0.32;7;1;-9;0.0459770114942528;0.1666666666666666;0.17;5.0;1;1;2;0;1;0;0;1;0.1666666666666666;0.5;0.0076628352490421;6.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-07;Leverkusen;6;17;0;6;9;Arsenal;1;0;7;9;2;6;0.56;0.44;539;0.88;8;5;1;0;0;0;2;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;4;0.0488888888888888;0.125;474;0.0168776371308016;846.4285714285713;0.2857142857142857;3.571428571428571;-2;0.12;-2;1;3;0.0129870129870129;0.1428571428571428;0.56;2.0;0;1;1;0;0;1;1;0;0.1428571428571428;0.5;0.0018552875695732;7.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-25;Leverkusen;23;17;7;6;188;1. FCK;2;2;14;7;4;2;0.61;0.39;607;0.89;9;13;1;2;1;0;5;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1;0.0557142857142857;0.2222222222222222;540;0.0166666666666666;885.2459016393443;0.3571428571428571;8.19672131147541;7;0.2199999999999999;4;0;-4;0.0230642504118616;0.0714285714285714;0.61;5.0;1;0;1;1;0;0;1;0;0.0714285714285714;0.25;0.0016474464579901;14.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-22;Leverkusen;5;17;17;6;17;Atalanta;3;4;10;10;3;7;0.67;0.33;674;0.83;12;21;3;4;0;0;5;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;2;0.033;0.25;559;0.0214669051878354;834.3283582089551;0.5;7.462686567164178;0;0.34;3;-1;-9;0.0148367952522255;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-18;Leverkusen;9;17;22;6;173;Augsburgo;0;1;20;10;8;2;0.66;0.34;733;0.92;6;8;0;1;0;0;5;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;4;0.034;0.0;674;0.0089020771513353;1021.2121212121212;0.25;7.575757575757575;10;0.32;1;-1;-2;0.0272851296043656;0.1;0.33;2.5;2;0;2;1;0;0;0;1;0.1;0.25;0.0027285129604365;10.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-12;Leverkusen;9;17;3;6;178;Bochum;1;3;29;3;10;0;0.68;0.32;619;0.89;10;5;1;2;0;1;6;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2;0.1066666666666666;0.1;551;0.0181488203266787;810.2941176470588;0.2068965517241379;8.823529411764705;26;0.36;4;-2;5;0.0468497576736672;0.1724137931034483;0.136;1.2;2;3;5;1;0;0;1;0;0.1724137931034483;0.5;0.0080775444264943;5.8;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-09;Leverkusen;5;17;2;6;74;Roma;3;4;32;11;13;7;0.6;0.4;569;0.9;6;7;3;4;0;0;8;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;4;0.0363636363636363;0.5;512;0.01171875;853.3333333333334;0.25;13.333333333333334;21;0.1999999999999999;4;-1;-1;0.0562390158172231;0.0625;0.3;4.0;0;2;2;0;1;0;0;1;0.0625;0.1538461538461538;0.0035149384885764;16.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-05;Leverkusen;9;17;13;6;87;Frankfurt;0;0;9;17;7;5;0.44;0.56;421;0.84;4;10;0;0;0;0;5;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;10;0.0329411764705882;0.0;354;0.0112994350282485;804.5454545454545;0.5555555555555556;11.363636363636363;-8;-0.12;-5;0;-6;0.0213776722090261;0.5555555555555556;0.088;1.0;2;3;5;1;0;0;1;0;0.5555555555555556;0.7142857142857143;0.01187648456057;1.8;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-02;Leverkusen;5;17;0;6;74;Roma;3;3;19;8;4;2;0.47;0.53;461;0.85;12;6;3;3;0;0;2;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;4;0.06625;0.25;392;0.0306122448979591;834.0425531914894;0.1052631578947368;4.25531914893617;11;-0.06;-2;0;6;0.0412147505422993;0.1052631578947368;0.235;1.0;1;1;2;1;0;0;1;0;0.1052631578947368;0.5;0.0043383947939262;9.5;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-27;Leverkusen;9;17;13;6;18;Stuttgart;4;3;14;11;6;4;0.49;0.51;485;0.8;10;19;4;3;0;0;5;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;2;0.0463636363636363;0.4;388;0.0257731958762886;791.8367346938776;0.3571428571428571;10.20408163265306;3;-0.02;3;1;-9;0.0288659793814433;0.1428571428571428;0.245;2.5;0;2;2;0;1;0;0;1;0.1428571428571428;0.3333333333333333;0.0041237113402061;7.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-21;Leverkusen;9;17;7;6;11;Dortmund;3;4;13;8;3;2;0.52;0.48;525;0.87;11;14;3;4;0;0;6;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;2;0.06;0.2727272727272727;457;0.024070021881838;878.8461538461538;0.4615384615384615;11.538461538461538;5;0.04;4;-1;-3;0.0247619047619047;0.0769230769230769;0.52;6.0;0;1;1;0;1;0;1;0;0.0769230769230769;0.3333333333333333;0.0019047619047619;13.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-18;Leverkusen;5;17;3;6;61;West Ham;5;6;9;14;2;6;0.58;0.42;547;0.85;15;19;5;6;0;0;5;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;2;0.03;0.3333333333333333;465;0.032258064516129;801.7241379310345;0.5555555555555556;8.620689655172415;-5;0.1599999999999999;3;-1;-4;0.016453382084095;0.1111111111111111;0.58;5.0;0;1;1;0;1;0;1;0;0.1111111111111111;0.5;0.0018281535648994;9.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-14;Leverkusen;9;17;2;6;171;Werder Bremen;2;1;20;7;10;3;0.56;0.44;631;0.9;10;4;2;1;0;0;7;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0.0628571428571428;0.2;568;0.0176056338028169;1014.2857142857142;0.35;12.499999999999998;13;0.12;7;1;6;0.0316957210776545;0.25;0.112;1.4;1;4;5;1;0;0;0;1;0.25;0.5;0.0079239302694136;4.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-11;Leverkusen;5;17;17;6;61;West Ham;0;2;33;1;13;1;0.73;0.27;743;0.9;10;11;0;2;0;0;10;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1;0.27;0.0;669;0.014947683109118;916.4383561643835;0.303030303030303;13.6986301369863;32;0.4599999999999999;9;-2;-1;0.044414535666218;0.0606060606060606;0.365;5.0;0;2;2;1;0;0;0;1;0.0606060606060606;0.1538461538461538;0.0026917900403768;16.5;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-06;Leverkusen;9;17;2;6;169;FC Union Berlin;2;2;20;9;8;0;0.66;0.34;661;0.89;14;10;2;1;0;1;10;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;7;0.0377777777777777;0.1428571428571428;588;0.0238095238095238;890.9090909090909;0.5;15.15151515151515;11;0.32;3;0;4;0.0302571860816944;0.05;0.66;10.0;1;0;1;1;0;0;1;0;0.05;0.125;0.0015128593040847;20.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-03;Leverkusen;23;6;4;6;179;Düsseldorf;0;1;22;8;8;5;0.72;0.28;831;0.92;5;12;0;1;0;0;8;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1;0.035;0.0;765;0.0065359477124183;1062.5;0.3636363636363636;11.11111111111111;14;0.4399999999999999;7;-1;-7;0.02647412755716;0.1818181818181818;0.18;2.0;3;1;4;1;0;0;0;1;0.1818181818181818;0.5;0.0048134777376654;5.5;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-30;Leverkusen;9;17;4;6;97;Hoffenheim;0;1;34;6;11;2;0.68;0.32;723;0.88;9;8;0;1;0;0;9;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;2;0.0533333333333333;0.0;636;0.0141509433962264;935.2941176470588;0.2647058823529412;13.235294117647058;28;0.36;7;-1;1;0.0470262793914246;0.0588235294117647;0.34;4.5;0;2;2;1;0;0;0;1;0.0588235294117647;0.1818181818181818;0.0027662517289073;17.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-17;Leverkusen;9;17;9;6;170;Friburgo;0;1;19;11;7;3;0.68;0.32;730;0.92;6;13;0;1;0;0;8;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;2;0.029090909090909;0.0;672;0.0089285714285714;988.235294117647;0.4210526315789473;11.76470588235294;8;0.36;6;-1;-7;0.0260273972602739;0.1578947368421052;0.2266666666666666;2.6666666666666665;2;1;3;1;0;0;1;0;0.1578947368421052;0.4285714285714285;0.0041095890410958;6.333333333333333;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
