Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Nikola Vasilj-St. Pauli;David Nemeth-St. Pauli;Hauke Wahl-St. Pauli;Siebe Van der Heyden-St. Pauli;Manolis Saliakas-St. Pauli;Carlo Boukhalfa-St. Pauli;Eric Smith-St. Pauli;Philipp Treu-St. Pauli;Morgan Guilavogui-St. Pauli;Danel Sinani-St. Pauli;Noah Weißhaupt-St. Pauli;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Connor Metcalfe-St. Pauli;Adam Dźwigała-St. Pauli;Jackson Irvine-St. Pauli;Oladapo Afolayan-St. Pauli;Elias Saad-St. Pauli;Lars Ritzka-St. Pauli;Johannes Eggestein-St. Pauli;James Sands-St. Pauli;Karol Mets-St. Pauli;Robert Wagner-St. Pauli;Fin Stevens-St. Pauli;Aljoscha Kemlein-St. Pauli;Marcel Hartel-St. Pauli;Sascha Burchert-St. Pauli;Etienne Amenyido-St. Pauli;Simon Zoller-St. Pauli;Andreas Albers-St. Pauli;Jakov Medić-St. Pauli;Leart Paqarada-St. Pauli;Lukas Daschner-St. Pauli;Aremu Afeez-St. Pauli;Betim Fazliji-St. Pauli;Jannes Wieckhoff-St. Pauli;David Otto-St. Pauli;Marcel Beifus-St. Pauli;Igor Matanović-St. Pauli;Dennis Smarsch-St. Pauli
2024-09-15;St. Pauli;9;2;17;176;173;Augsburgo;3;4;11;18;3;9;0.57;0.43;434;0.79;10;12;3;4;0;0;7;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;7;0.0238888888888888;0.3;343;0.0291545189504373;601.7543859649123;0.6363636363636364;12.280701754385966;-7;0.1399999999999999;0;-1;-2;0.0253456221198156;0.0909090909090909;0.57;7.0;0;1;1;0;0;1;1;0;0.0909090909090909;0.3333333333333333;0.0023041474654377;11.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-30;St. Pauli;9;30;17;176;169;FC Union Berlin;1;3;8;11;1;5;0.61;0.39;589;0.78;11;10;1;3;0;0;4;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;5;0.0354545454545454;0.0909090909090909;459;0.0239651416122004;752.4590163934427;0.5;6.557377049180328;-3;0.2199999999999999;-1;-2;1;0.0135823429541595;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-25;St. Pauli;9;2;3;176;142;Heidenheim;2;3;11;5;3;3;0.62;0.38;544;0.8;10;15;2;3;0;0;4;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;2;0.076;0.2;435;0.0229885057471264;701.6129032258065;0.3636363636363636;6.451612903225807;6;0.24;2;-1;-5;0.0202205882352941;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-16;St. Pauli;23;2;29;176;-1;Hallescher;4;6;15;11;8;4;0.68;0.32;712;0.82;12;17;4;6;0;0;8;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;7;0.029090909090909;0.3333333333333333;584;0.0205479452054794;858.8235294117646;0.5333333333333333;11.76470588235294;4;0.36;1;-2;-5;0.021067415730337;0.2;0.2266666666666666;2.6666666666666665;0;3;3;1;0;0;1;0;0.2;0.375;0.0042134831460674;5.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;St. Pauli;24;6;29;176;617;Wehen Wiesbaden;2;1;20;13;8;5;0.63;0.37;595;0.86;6;5;2;1;0;0;8;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;8;0.0284615384615384;0.3333333333333333;512;0.01171875;812.6984126984127;0.4;12.698412698412698;7;0.26;0;1;1;0.0336134453781512;0.1;0.315;4.0;0;2;2;1;0;0;1;0;0.1;0.25;0.0033613445378151;10.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-12;St. Pauli;24;6;3;176;631;VfL Osnabrück;2;0;19;4;7;2;0.64;0.36;580;0.9;11;2;2;0;0;0;4;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3;0.09;0.1818181818181818;522;0.0210727969348659;815.625;0.2105263157894736;6.25;15;0.28;1;2;9;0.0327586206896551;0.1578947368421052;0.2133333333333333;1.3333333333333333;1;2;3;1;0;0;0;1;0.1578947368421052;0.4285714285714285;0.0051724137931034;6.333333333333333;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-03;St. Pauli;24;17;0;176;183;Hamburg;2;2;13;12;3;6;0.54;0.46;503;0.85;11;15;1;2;1;0;1;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.0383333333333333;0.1818181818181818;428;0.0257009345794392;792.5925925925925;0.0769230769230769;1.851851851851852;1;0.08;-4;0;-4;0.025844930417495;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-26;St. Pauli;24;6;29;176;626;Hansa Rostock;0;4;9;8;2;5;0.64;0.36;501;0.83;8;19;0;4;0;0;6;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6;0.045;0.0;416;0.0192307692307692;650.0;0.6666666666666666;9.375;1;0.28;0;-4;-11;0.0179640718562874;0.1111111111111111;0.64;6.0;0;1;1;1;0;0;0;1;0.1111111111111111;0.5;0.0019960079840319;9.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-21;St. Pauli;24;6;29;176;180;Hannover 96;3;0;7;16;4;8;0.56;0.44;531;0.83;12;10;3;0;0;0;4;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;7;0.0275;0.25;441;0.0272108843537414;787.4999999999999;0.5714285714285714;7.142857142857142;-9;0.12;-3;3;2;0.0131826741996233;0.2857142857142857;0.28;2.0;1;1;2;1;0;0;1;0;0.2857142857142857;0.5;0.0037664783427495;3.5;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-14;St. Pauli;24;17;22;176;185;SV Elversberg;4;2;17;14;8;10;0.7;0.3;645;0.85;12;8;4;2;0;0;5;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1;0.0214285714285714;0.3333333333333333;548;0.0218978102189781;782.8571428571429;0.2941176470588235;7.142857142857143;3;0.3999999999999999;4;2;4;0.0263565891472868;0.1764705882352941;0.2333333333333333;1.6666666666666667;1;2;3;0;0;1;0;1;0.1764705882352941;0.375;0.0046511627906976;5.666666666666667;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-06;St. Pauli;24;9;22;176;182;Karlsruher;1;4;11;11;3;5;0.63;0.37;587;0.86;10;6;0;4;1;0;8;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.0336363636363636;0.1;505;0.0198019801980198;801.5873015873016;0.7272727272727273;12.698412698412698;0;0.26;4;-3;4;0.0187393526405451;0.0909090909090909;0.63;8.0;1;0;1;0;0;1;1;0;0.0909090909090909;0.3333333333333333;0.0017035775127768;11.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-31;St. Pauli;24;17;3;176;181;Paderborn;2;1;12;11;6;4;0.59;0.41;555;0.88;5;15;2;0;0;1;1;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;3;0.0372727272727272;0.4;488;0.0102459016393442;827.1186440677967;0.0833333333333333;1.6949152542372885;1;0.18;-2;1;-10;0.0216216216216216;0.1666666666666666;0.295;0.5;1;1;2;1;0;0;0;1;0.1666666666666666;0.3333333333333333;0.0036036036036036;6.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-16;St. Pauli;24;6;20;176;186;Nürnberg;2;0;17;2;4;1;0.68;0.32;697;0.88;10;7;2;0;0;0;11;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1;0.16;0.2;613;0.0163132137030995;901.470588235294;0.6470588235294118;16.176470588235293;15;0.36;10;2;3;0.024390243902439;0.1176470588235294;0.34;5.5;1;1;2;1;0;0;1;0;0.1176470588235294;0.5;0.0028694404591104;8.5;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-10;St. Pauli;24;6;3;176;184;Hertha Berlin;1;1;15;5;3;0;0.59;0.41;553;0.86;6;12;1;1;0;0;7;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;6;0.0819999999999999;0.1666666666666666;476;0.0126050420168067;806.7796610169491;0.4666666666666667;11.864406779661016;10;0.18;1;0;-6;0.0271247739602169;0.1333333333333333;0.295;3.5;2;0;2;1;0;0;0;1;0.1333333333333333;0.6666666666666666;0.0036166365280289;7.5;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-01;St. Pauli;24;6;22;176;194;Schalke 04;0;3;7;14;3;5;0.58;0.42;438;0.76;12;14;0;3;0;0;4;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;6;0.03;0.0;333;0.036036036036036;574.1379310344828;0.5714285714285714;6.896551724137932;-7;0.1599999999999999;-2;-3;-2;0.0159817351598173;0.1428571428571428;0.58;4.0;0;1;1;0;0;1;1;0;0.1428571428571428;0.3333333333333333;0.002283105022831;7.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-23;St. Pauli;24;5;29;176;177;KSV Holstein;1;1;11;12;5;6;0.39;0.61;431;0.79;8;8;1;1;0;0;1;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;3;0.0508333333333333;0.125;340;0.0235294117647058;871.7948717948717;0.0909090909090909;2.564102564102564;-1;-0.2199999999999999;-2;0;0;0.025522041763341;0.3636363636363636;0.0975;0.25;3;1;4;1;0;0;1;0;0.3636363636363636;0.8;0.0092807424593967;2.75;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-18;St. Pauli;24;9;2;176;195;Eintracht Braunschweig;2;2;11;10;4;2;0.62;0.38;603;0.88;8;10;1;2;1;0;5;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;4;0.038;0.25;531;0.0150659133709981;856.4516129032259;0.4545454545454545;8.064516129032258;1;0.24;1;0;-2;0.0182421227197346;0.0909090909090909;0.62;5.0;1;0;1;1;0;0;0;1;0.0909090909090909;0.25;0.0016583747927031;11.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-10;St. Pauli;24;6;17;176;187;1. FC Magdeburg;2;1;11;9;4;5;0.51;0.49;479;0.81;11;6;2;1;0;0;4;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;2;0.0544444444444444;0.1818181818181818;388;0.0283505154639175;760.7843137254902;0.3636363636363636;7.84313725490196;2;0.02;2;1;5;0.022964509394572;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-03;St. Pauli;24;17;29;176;189;Greuther Fürth;1;2;19;8;13;3;0.59;0.41;550;0.88;17;17;1;2;0;0;7;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;3;0.05125;0.0588235294117647;484;0.0351239669421487;820.3389830508474;0.3684210526315789;11.864406779661016;11;0.18;4;-1;0;0.0345454545454545;0.1578947368421052;0.1966666666666666;2.333333333333333;2;1;3;1;0;0;0;1;0.1578947368421052;0.2307692307692307;0.0054545454545454;6.333333333333333;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-30;St. Pauli;23;6;0;176;179;Düsseldorf;4;1;12;9;3;4;0.58;0.42;688;0.8;17;17;4;1;0;0;1;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1;0.0466666666666666;0.2352941176470588;550;0.0309090909090909;948.2758620689656;0.0833333333333333;1.7241379310344829;3;0.1599999999999999;0;3;0;0.0174418604651162;0.1666666666666666;0.29;0.5;0;2;2;0;1;0;0;1;0.1666666666666666;0.6666666666666666;0.002906976744186;6.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-27;St. Pauli;24;17;5;176;179;Düsseldorf;2;2;14;11;7;4;0.45;0.55;443;0.83;10;12;2;2;0;0;4;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;2;0.05;0.2;368;0.0271739130434782;817.7777777777777;0.2857142857142857;8.88888888888889;3;-0.1;2;0;-2;0.0316027088036117;0.1428571428571428;0.225;2.0;2;0;2;1;0;0;1;0;0.1428571428571428;0.2857142857142857;0.0045146726862302;7.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-20;St. Pauli;24;0;17;176;188;1. FCK;3;2;20;13;9;4;0.58;0.42;520;0.84;7;10;3;2;0;0;4;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;4;0.0323076923076923;0.4285714285714285;437;0.0160183066361556;753.4482758620691;0.2;6.896551724137932;7;0.1599999999999999;0;1;-3;0.0384615384615384;0.1;0.29;2.0;1;1;2;1;0;0;0;1;0.1;0.2222222222222222;0.0038461538461538;10.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-17;St. Pauli;24;6;17;176;617;Wehen Wiesbaden;2;3;26;5;5;1;0.71;0.29;698;0.85;8;9;2;3;0;0;12;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;2;0.0579999999999999;0.25;593;0.0134907251264755;835.2112676056338;0.4615384615384615;16.901408450704228;21;0.42;10;-1;-1;0.0372492836676217;0.0384615384615384;0.71;12.0;0;1;1;0;1;0;0;1;0.0384615384615384;0.2;0.0014326647564469;26.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-09;St. Pauli;24;6;3;176;631;VfL Osnabrück;0;3;21;8;5;3;0.55;0.45;439;0.82;10;11;0;2;0;1;10;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;9;0.05625;0.0;360;0.0277777777777777;654.5454545454545;0.4761904761904761;18.18181818181818;13;0.1;1;-3;-1;0.0478359908883826;0.0476190476190476;0.55;10.0;1;0;1;0;1;0;1;0;0.0476190476190476;0.2;0.0022779043280182;21.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-05;St. Pauli;23;6;9;176;-1;FC Homburg;3;1;15;1;5;1;0.71;0.29;680;0.91;11;5;3;1;0;0;7;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1;0.29;0.2727272727272727;619;0.0177705977382875;871.830985915493;0.4666666666666667;9.859154929577466;14;0.42;6;2;6;0.0220588235294117;0.2666666666666666;0.1775;1.75;1;3;4;1;0;0;1;0;0.2666666666666666;0.8;0.0058823529411764;3.75;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-01;St. Pauli;24;6;1;176;183;Hamburg;1;3;18;6;5;3;0.6;0.4;571;0.85;6;14;1;3;0;0;9;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;3;0.0666666666666666;0.1666666666666666;485;0.0123711340206185;808.3333333333334;0.5;15.0;12;0.1999999999999999;6;-2;-8;0.031523642732049;0.1111111111111111;0.3;4.5;2;0;2;0;1;0;0;1;0.1111111111111111;0.4;0.0035026269702276;9.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-25;St. Pauli;24;6;13;176;626;Hansa Rostock;1;2;18;14;8;4;0.63;0.37;548;0.85;10;19;1;2;0;0;1;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;2;0.0264285714285714;0.1;466;0.0214592274678111;739.6825396825396;0.0555555555555555;1.5873015873015872;4;0.26;-1;-1;-9;0.0328467153284671;0.1666666666666666;0.21;0.3333333333333333;3;0;3;1;0;0;1;0;0.1666666666666666;0.375;0.0054744525547445;6.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-10;St. Pauli;24;6;28;176;180;Hannover 96;2;4;13;2;2;0;0.56;0.44;545;0.85;12;15;2;4;0;0;7;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1;0.22;0.1666666666666666;463;0.0259179265658747;826.7857142857142;0.5384615384615384;12.499999999999998;11;0.12;6;-2;-3;0.0238532110091743;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-03;St. Pauli;24;6;1;176;185;SV Elversberg;1;2;10;7;4;3;0.53;0.47;552;0.86;7;10;1;2;0;0;3;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;6;0.0671428571428571;0.1428571428571428;475;0.0147368421052631;896.2264150943396;0.3;5.660377358490566;3;0.06;-3;-1;-3;0.0181159420289855;0.2;0.265;1.5;2;0;2;1;0;0;1;0;0.2;0.5;0.0036231884057971;5.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-31;St. Pauli;23;17;29;176;194;Schalke 04;3;3;27;7;9;3;0.66;0.34;899;0.88;10;17;3;3;0;0;9;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;2;0.0485714285714285;0.3;791;0.0126422250316055;1198.4848484848485;0.3333333333333333;13.636363636363637;20;0.32;7;0;-7;0.0300333704115684;0.074074074074074;0.33;4.5;0;2;2;1;0;0;0;1;0.074074074074074;0.2222222222222222;0.0022246941045606;13.5;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-28;St. Pauli;24;17;28;176;182;Karlsruher;1;2;20;7;9;3;0.61;0.39;606;0.87;10;10;1;2;0;0;7;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;3;0.0557142857142857;0.1;527;0.0189753320683111;863.9344262295082;0.35;11.475409836065571;13;0.2199999999999999;4;-1;0;0.033003300330033;0.1;0.305;3.5;0;2;2;1;0;0;0;1;0.1;0.2222222222222222;0.0033003300330033;10.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-21;St. Pauli;24;6;17;176;181;Paderborn;1;0;18;6;5;3;0.53;0.47;518;0.86;11;7;1;0;0;0;6;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.0783333333333333;0.0909090909090909;445;0.0247191011235955;839.622641509434;0.3333333333333333;11.320754716981131;12;0.06;3;1;4;0.0347490347490347;0.1111111111111111;0.265;3.0;0;2;2;0;1;0;1;0;0.1111111111111111;0.4;0.0038610038610038;9.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-07;St. Pauli;24;17;0;176;186;Nürnberg;4;1;21;8;7;3;0.68;0.32;634;0.89;7;11;4;1;0;0;8;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;4;0.04;0.5714285714285714;564;0.0124113475177304;829.4117647058823;0.3809523809523809;11.76470588235294;13;0.36;4;3;-4;0.0331230283911671;0.238095238095238;0.136;1.6;1;4;5;1;0;0;0;1;0.238095238095238;0.7142857142857143;0.0078864353312302;4.2;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-30;St. Pauli;24;6;3;176;184;Hertha Berlin;0;2;26;10;5;3;0.52;0.48;507;0.83;5;11;0;2;0;0;3;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;7;0.048;0.0;421;0.01187648456057;809.6153846153846;0.1153846153846153;5.769230769230769;16;0.04;-4;-2;-6;0.0512820512820512;0.0769230769230769;0.26;1.5;1;1;2;1;0;0;1;0;0.0769230769230769;0.4;0.0039447731755424;13.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-23;St. Pauli;24;17;1;176;194;Schalke 04;1;4;21;11;9;3;0.52;0.48;462;0.79;3;19;1;4;0;0;4;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;2;0.0436363636363636;0.3333333333333333;365;0.0082191780821917;701.9230769230769;0.1904761904761904;7.692307692307692;10;0.04;2;-3;-16;0.0454545454545454;0.1428571428571428;0.1733333333333333;1.3333333333333333;1;2;3;1;0;0;0;1;0.1428571428571428;0.3333333333333333;0.0064935064935064;7.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-17;St. Pauli;24;6;2;176;177;KSV Holstein;3;3;17;14;7;3;0.54;0.46;468;0.86;13;16;3;3;0;0;3;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1;0.0328571428571428;0.2307692307692307;402;0.0323383084577114;744.4444444444443;0.1764705882352941;5.555555555555555;3;0.08;2;0;-3;0.0363247863247863;0.2941176470588235;0.108;0.6;3;2;5;1;0;0;0;1;0.2941176470588235;0.7142857142857143;0.0106837606837606;3.4;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
