Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Alexander Nübel-Stuttgart;Pascal Stenzel-Stuttgart;Finn Jeltsch-Stuttgart;Jeff Chabot-Stuttgart;Maximilian Mittelstädt-Stuttgart;Atakan Karazor-Stuttgart;Angelo Stiller-Stuttgart;Jamie Leweling-Stuttgart;Deniz Undav-Stuttgart;Chris Führich-Stuttgart;Nick Woltemade-Stuttgart;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Leonidas Stergiou-Stuttgart;Fabian Rieder-Stuttgart;Ermedin Demirovic-Stuttgart;Enzo Millot-Stuttgart;Luca Jaquez-Stuttgart;Ramon Hendriks-Stuttgart;Yannik Keitel-Stuttgart;Ameen Al-Dakhil-Stuttgart;Josha Vagnoman-Stuttgart;Jacob Bruun Larsen-Stuttgart;Anthony Rouault-Stuttgart;Fabian Bredlow-Stuttgart;Anrie Chase-Stuttgart;El Bilal Touré-Stuttgart;Frans Krätzig-Stuttgart;Waldemar Anton-Stuttgart;Hiroki Itō-Stuttgart;Serhou Guirassy-Stuttgart;Mahmoud Dahoud-Stuttgart;Jeong Woo-yeong-Stuttgart;Dan-Axel Zagadou-Stuttgart;Silas-Stuttgart;Lilian Egloff-Stuttgart;Wataru Endō-Stuttgart;Florian Müller-Stuttgart;Konstantinos Mavropanos-Stuttgart;Borna Sosa-Stuttgart;Nikolas Nartey-Stuttgart;Tiago Tomás-Stuttgart;Genki Haraguchi-Stuttgart;Luca Pfeiffer-Stuttgart;Juan José Perea-Stuttgart;Gil Dias-Stuttgart;Thomas Kastanaras-Stuttgart;Naouirou Ahamada-Stuttgart
2025-02-28;Stuttgart;9;13;3;18;23;Bayern;5;3;12;17;3;8;0.53;0.47;472;0.83;12;13;5;3;0;0;4;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;6;0.0276470588235294;0.4166666666666667;392;0.0306122448979591;739.622641509434;0.3333333333333333;7.547169811320754;-5;0.06;-2;2;-1;0.0254237288135593;0.0833333333333333;0.53;4.0;1;0;1;0;0;1;0;1;0.0833333333333333;0.3333333333333333;0.0021186440677966;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-23;Stuttgart;9;13;4;18;97;Hoffenheim;0;0;14;9;7;2;0.56;0.44;581;0.86;10;8;0;0;0;0;8;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4;0.0488888888888888;0.0;500;0.02;892.8571428571428;0.5714285714285714;14.285714285714285;5;0.12;4;0;2;0.0240963855421686;0.0714285714285714;0.56;8.0;1;0;1;0;1;0;1;0;0.0714285714285714;0.1428571428571428;0.0017211703958691;14.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-15;Stuttgart;9;3;1;18;175;Wolfsburg;3;3;10;7;4;3;0.58;0.42;515;0.84;10;15;3;3;0;0;7;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;5;0.06;0.3;433;0.023094688221709;746.551724137931;0.7;12.06896551724138;3;0.1599999999999999;2;0;-5;0.0194174757281553;0.1;0.58;7.0;0;1;1;0;0;1;0;1;0.1;0.25;0.0019417475728155;10.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-08;Stuttgart;9;17;3;18;11;Dortmund;2;4;4;16;2;5;0.31;0.69;269;0.73;14;13;2;3;0;1;4;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;9;0.043125;0.1428571428571428;196;0.0714285714285714;632.258064516129;1.0;12.903225806451614;-12;-0.3799999999999999;-5;-2;1;0.0148698884758364;0.5;0.155;2.0;0;2;2;1;0;0;1;0;0.5;1.0;0.0074349442379182;2.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-04;Stuttgart;23;1;17;18;173;Augsburgo;2;1;12;6;2;3;0.61;0.39;594;0.85;14;17;2;1;0;0;4;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0;0.065;0.1428571428571428;505;0.0277227722772277;827.8688524590165;0.3333333333333333;6.557377049180328;6;0.2199999999999999;4;1;-3;0.0202020202020202;0.0833333333333333;0.61;4.0;1;0;1;1;0;0;0;1;0.0833333333333333;0.5;0.0016835016835016;12.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-01;Stuttgart;9;1;3;18;172;Mönchengladbach;2;2;10;13;3;6;0.55;0.45;535;0.87;11;11;2;2;0;0;2;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0;0.0346153846153846;0.1818181818181818;465;0.0236559139784946;845.4545454545454;0.2;3.636363636363636;-3;0.1;2;0;0;0.0186915887850467;0.1;0.55;2.0;0;1;1;0;0;1;0;1;0.1;0.3333333333333333;0.0018691588785046;10.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-29;Stuttgart;0;3;0;18;19;PSG;2;1;10;13;2;6;0.41;0.59;424;0.81;10;8;2;1;0;0;2;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;8;0.0453846153846153;0.2;343;0.0291545189504373;836.5853658536586;0.2;4.878048780487805;-3;-0.18;-6;1;2;0.0235849056603773;0.1;0.41;2.0;0;1;1;0;0;1;0;1;0.1;0.5;0.0023584905660377;10.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-25;Stuttgart;9;13;17;18;174;Mainz 05;3;4;10;11;5;4;0.57;0.43;475;0.81;8;12;3;4;0;0;2;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;9;0.039090909090909;0.375;385;0.0207792207792207;675.4385964912282;0.2;3.5087719298245617;-1;0.1399999999999999;-7;-1;-4;0.0210526315789473;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-21;Stuttgart;0;1;3;18;36;Slovan Bratislava;3;3;21;6;7;2;0.6;0.4;498;0.8;14;10;3;3;0;0;19;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;4;0.0666666666666666;0.2142857142857142;398;0.0351758793969849;663.3333333333334;0.9047619047619048;31.666666666666668;15;0.1999999999999999;15;0;4;0.0421686746987951;0.1428571428571428;0.1999999999999999;6.333333333333333;2;1;3;1;0;0;1;0;0.1428571428571428;0.4285714285714285;0.0060240963855421;7.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-18;Stuttgart;9;1;3;18;170;Friburgo;5;3;12;4;7;0;0.57;0.43;525;0.86;8;12;5;3;0;0;4;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1;0.1075;0.625;452;0.0176991150442477;792.9824561403509;0.3333333333333333;7.017543859649123;8;0.1399999999999999;3;2;-4;0.0228571428571428;0.3333333333333333;0.1425;1.0;3;1;4;1;0;0;0;1;0.3333333333333333;0.5714285714285714;0.0076190476190476;3.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-15;Stuttgart;9;1;17;18;31;RB Leipzig;2;5;14;6;6;3;0.58;0.42;635;0.83;10;19;2;3;0;2;5;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0;0.0699999999999999;0.2;527;0.0189753320683111;908.6206896551724;0.3571428571428571;8.620689655172415;8;0.1599999999999999;5;-3;-9;0.0220472440944881;0.1428571428571428;0.29;2.5;0;2;2;1;0;0;0;1;0.1428571428571428;0.3333333333333333;0.0031496062992125;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-12;Stuttgart;9;1;17;18;173;Augsburgo;1;5;13;8;5;2;0.58;0.42;559;0.81;14;11;1;5;0;0;9;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;3;0.0525;0.0714285714285714;453;0.0309050772626931;781.0344827586207;0.6923076923076923;15.517241379310343;5;0.1599999999999999;6;-4;3;0.0232558139534883;0.0769230769230769;0.58;9.0;0;1;1;1;0;0;1;0;0.0769230769230769;0.2;0.0017889087656529;13.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-05;Stuttgart;6;1;0;18;85;Ajax;1;0;9;8;4;4;0.56;0.44;548;0.9;20;16;1;0;0;0;2;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;2;0.055;0.05;493;0.0405679513184584;880.3571428571428;0.2222222222222222;3.571428571428571;1;0.12;0;1;4;0.0164233576642335;0.2222222222222222;0.28;1.0;2;0;2;0;1;0;0;1;0.2222222222222222;0.5;0.0036496350364963;4.5;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-21;Stuttgart;9;17;6;18;176;St. Pauli;2;2;25;11;5;5;0.73;0.27;678;0.88;10;11;2;2;0;0;9;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1;0.0245454545454545;0.2;597;0.016750418760469;817.8082191780823;0.36;12.32876712328767;14;0.4599999999999999;8;0;-1;0.0368731563421828;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-15;Stuttgart;9;6;3;18;142;Heidenheim;3;4;18;9;7;2;0.67;0.33;578;0.85;13;25;3;4;0;0;6;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;9;0.0366666666666666;0.2307692307692307;491;0.0264765784114052;732.8358208955224;0.3333333333333333;8.955223880597014;9;0.34;-3;-1;-12;0.0311418685121107;0.1666666666666666;0.2233333333333333;2.0;2;1;3;1;0;0;1;0;0.1666666666666666;0.4285714285714285;0.0051903114186851;6.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-11;Stuttgart;0;3;3;18;35;Young Boys;1;4;20;5;6;1;0.64;0.36;617;0.85;10;16;1;4;0;0;5;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0;0.072;0.1;524;0.0190839694656488;818.75;0.25;7.8125;15;0.28;5;-3;-6;0.0324149108589951;0.25;0.128;1.0;1;4;5;1;0;0;0;1;0.25;0.8333333333333334;0.0081037277147487;4.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-06;Stuttgart;9;3;17;18;169;FC Union Berlin;1;6;7;14;5;3;0.65;0.35;608;0.84;14;19;1;6;0;0;1;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;6;0.0249999999999999;0.0714285714285714;511;0.0273972602739726;786.1538461538461;0.1428571428571428;1.5384615384615383;-7;0.3;-5;-5;-5;0.0115131578947368;0.4285714285714285;0.2166666666666666;0.3333333333333333;0;3;3;1;0;0;0;1;0.4285714285714285;0.6;0.0049342105263157;2.333333333333333;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-03;Stuttgart;23;3;17;18;196;Jahn Regensburg;0;2;14;7;8;2;0.71;0.29;624;0.87;6;12;0;2;0;0;7;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;5;0.0414285714285714;0.0;543;0.011049723756906;764.7887323943662;0.5;9.859154929577466;7;0.42;2;-2;-6;0.0224358974358974;0.2142857142857142;0.2366666666666666;2.333333333333333;2;1;3;1;0;0;1;0;0.2142857142857142;0.375;0.0048076923076923;4.666666666666667;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-30;Stuttgart;9;3;1;18;171;Werder Bremen;1;1;10;20;4;6;0.58;0.42;557;0.85;13;8;1;1;0;0;2;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;11;0.0209999999999999;0.0769230769230769;473;0.0274841437632135;815.5172413793103;0.2;3.4482758620689657;-10;0.1599999999999999;-9;0;5;0.0179533213644524;0.2;0.29;1.0;1;1;2;0;1;0;1;0;0.2;0.5;0.0035906642728904;5.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
