Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Jan Oblak-Atlético Madrid;Marcos Llorente-Atlético Madrid;José María Giménez-Atlético Madrid;Robin Le Normand-Atlético Madrid;Javi Galán-Atlético Madrid;Giuliano Simeone-Atlético Madrid;Pablo Barrios Rivas-Atlético Madrid;Koke Resurrección-Atlético Madrid;Conor Gallagher-Atlético Madrid;Julián Álvarez-Atlético Madrid;Alexander Sørloth-Atlético Madrid;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Nahuel Molina-Atlético Madrid;Clément Lenglet-Atlético Madrid;César Azpilicueta-Atlético Madrid;Antoine Griezmann-Atlético Madrid;Juan Musso-Atlético Madrid;Reinildo Mandava-Atlético Madrid;Rodrigo De Paul-Atlético Madrid;Samuel Lino-Atlético Madrid;Axel Witsel-Atlético Madrid;Ángel Correa-Atlético Madrid;Rodrigo Riquelme Reche-Atlético Madrid;Ilias Kostis-Atlético Madrid;Javi Serrano-Atlético Madrid;Horațiu Moldovan-Atlético Madrid;Arthur Vermeeren-Atlético Madrid;João Félix-Atlético Madrid;Thomas Lemar-Atlético Madrid;Stefan Savić-Atlético Madrid;Gabriel Paulista-Atlético Madrid;Mario Hermoso Canseco-Atlético Madrid;Álvaro Morata-Atlético Madrid;Saúl Ñíguez-Atlético Madrid;Memphis Depay-Atlético Madrid;Çağlar Söyüncü-Atlético Madrid;Yannick Carrasco-Atlético Madrid;Ivo Grbić-Atlético Madrid;Sergio Reguilón-Atlético Madrid;Matt Doherty-Atlético Madrid;Marco Moreno-Atlético Madrid;Geoffrey Kondogbia-Atlético Madrid;Carlos Martín Domínguez-Atlético Madrid
2025-01-25;Atlético Madrid;1;1;1;27;37;Villarreal;4;2;20;11;8;1;0.59;0.41;587;0.87;10;14;4;2;0;0;5;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;6;0.0372727272727272;0.4;511;0.0195694716242661;866.1016949152543;0.25;8.474576271186441;9;0.18;-1;2;-4;0.0340715502555366;0.05;0.59;5.0;0;1;1;0;1;0;0;1;0.05;0.125;0.0017035775127768;20.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-21;Atlético Madrid;0;9;3;27;6;Leverkusen;3;3;5;13;2;4;0.3;0.7;299;0.76;7;14;2;2;1;1;3;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;4;0.0538461538461538;0.4285714285714285;227;0.0308370044052863;756.6666666666667;0.6;10.0;-8;-0.3999999999999999;-1;0;-7;0.0167224080267558;0.4;0.15;1.5;0;2;2;1;0;0;0;1;0.4;1.0;0.0066889632107023;2.5;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-18;Atlético Madrid;1;1;9;27;47;Leganés;3;1;19;9;4;3;0.68;0.32;626;0.88;6;16;3;1;0;0;9;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;2;0.0355555555555555;0.5;551;0.0108892921960072;810.2941176470588;0.4736842105263157;13.235294117647058;10;0.36;7;2;-10;0.0303514376996805;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-15;Atlético Madrid;19;9;0;27;123;Elche C. F.;1;3;14;10;11;4;0.46;0.54;468;0.91;17;10;1;2;0;1;9;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;5;0.054;0.0588235294117647;426;0.0399061032863849;926.0869565217392;0.6428571428571429;19.565217391304348;4;-0.08;4;-2;7;0.0299145299145299;0.2857142857142857;0.115;2.25;2;2;4;1;0;0;1;0;0.2857142857142857;0.3636363636363636;0.0085470085470085;3.5;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-12;Atlético Madrid;1;1;4;27;41;Osasuna;1;0;9;6;5;1;0.51;0.49;555;0.85;8;14;1;0;0;0;4;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0;0.0816666666666666;0.125;472;0.0169491525423728;925.4901960784314;0.4444444444444444;7.84313725490196;3;0.02;4;1;-6;0.0162162162162162;0.1111111111111111;0.51;4.0;0;1;1;1;0;0;0;1;0.1111111111111111;0.2;0.0018018018018018;9.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-04;Atlético Madrid;19;1;1;27;-1;Marbella;3;1;18;5;5;2;0.6;0.4;600;0.88;15;7;3;1;0;0;6;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;4;0.08;0.2;528;0.0284090909090909;880.0;0.3333333333333333;10.0;13;0.1999999999999999;2;2;8;0.03;0.0555555555555555;0.6;6.0;1;0;1;1;0;0;1;0;0.0555555555555555;0.2;0.0016666666666666;18.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-21;Atlético Madrid;1;1;3;27;10;Barcelona;3;0;5;19;4;7;0.37;0.63;393;0.78;8;11;3;0;0;0;3;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;11;0.0331578947368421;0.375;307;0.0260586319218241;829.7297297297297;0.6;8.108108108108109;-14;-0.26;-8;3;-3;0.0127226463104325;0.4;0.185;1.5;0;2;2;1;0;0;1;0;0.4;0.5;0.005089058524173;2.5;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-15;Atlético Madrid;1;1;5;27;48;Getafe;3;1;11;7;3;1;0.58;0.42;489;0.81;13;15;3;1;0;0;8;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;3;0.06;0.2307692307692307;396;0.0328282828282828;682.7586206896552;0.7272727272727273;13.793103448275865;4;0.1599999999999999;5;2;-2;0.0224948875255623;0.0909090909090909;0.58;8.0;0;1;1;1;0;0;0;1;0.0909090909090909;0.3333333333333333;0.0020449897750511;11.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-11;Atlético Madrid;0;1;6;27;36;Slovan Bratislava;0;0;19;5;6;2;0.59;0.41;682;0.91;11;4;0;0;0;0;9;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1;0.0819999999999999;0.0;621;0.0177133655394524;1052.542372881356;0.4736842105263157;15.254237288135592;14;0.18;8;0;7;0.0278592375366568;0.1578947368421052;0.1966666666666666;3.0;2;1;3;1;0;0;0;1;0.1578947368421052;0.5;0.0043988269794721;6.333333333333333;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-08;Atlético Madrid;1;1;0;27;43;Sevilla;4;3;14;4;9;3;0.58;0.42;666;0.84;11;8;4;3;0;0;5;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;3;0.105;0.3636363636363636;559;0.0196779964221824;963.793103448276;0.3571428571428571;8.620689655172415;10;0.1599999999999999;2;1;3;0.021021021021021;0.2857142857142857;0.145;1.25;1;3;4;1;0;0;0;1;0.2857142857142857;0.4444444444444444;0.006006006006006;3.5;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-05;Atlético Madrid;19;1;3;27;-1;Cacereño;2;2;28;5;13;2;0.71;0.29;608;0.87;9;15;2;1;0;1;7;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1;0.0579999999999999;0.2222222222222222;529;0.0170132325141776;745.0704225352113;0.25;9.859154929577466;23;0.42;6;0;-6;0.0460526315789473;0.1071428571428571;0.2366666666666666;2.333333333333333;0;3;3;1;0;0;1;0;0.1071428571428571;0.2307692307692307;0.0049342105263157;9.333333333333334;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-30;Atlético Madrid;1;1;9;27;51;Valladolid;2;1;13;9;9;1;0.56;0.44;608;0.87;11;6;2;1;0;0;5;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;3;0.0488888888888888;0.1818181818181818;529;0.0207939508506616;944.642857142857;0.3846153846153846;8.928571428571427;4;0.12;2;1;5;0.0213815789473684;0.3846153846153846;0.112;1.0;3;2;5;1;0;0;1;0;0.3846153846153846;0.5555555555555556;0.0082236842105263;2.6;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-26;Atlético Madrid;0;1;6;27;21;Sparta Praha;1;1;24;4;10;2;0.61;0.39;660;0.91;9;12;1;1;0;0;6;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0;0.0975;0.1111111111111111;601;0.0149750415973377;985.2459016393444;0.25;9.836065573770492;20;0.2199999999999999;6;0;-3;0.0363636363636363;0.25;0.1016666666666666;1.0;2;4;6;1;0;0;1;0;0.25;0.6;0.009090909090909;4.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-23;Atlético Madrid;1;1;3;27;45;Alavés;3;3;11;4;8;1;0.71;0.29;591;0.85;18;19;3;3;0;0;5;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0;0.0725;0.1666666666666666;502;0.0358565737051792;707.0422535211268;0.4545454545454545;7.042253521126761;7;0.42;5;0;-1;0.0186125211505922;0.1818181818181818;0.355;2.5;0;2;2;1;0;0;0;1;0.1818181818181818;0.25;0.0033840947546531;5.5;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-10;Atlético Madrid;1;8;1;27;40;R.C.D. Mallorca;3;1;9;13;2;6;0.47;0.53;479;0.88;16;10;3;1;0;0;2;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;7;0.0407692307692307;0.1875;422;0.0379146919431279;897.872340425532;0.2222222222222222;4.25531914893617;-4;-0.06;-5;2;6;0.0187891440501043;0.1111111111111111;0.47;2.0;0;1;1;1;0;0;1;0;0.1111111111111111;0.5;0.0020876826722338;9.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-06;Atlético Madrid;0;1;0;27;19;PSG;1;0;4;22;3;9;0.28;0.72;351;0.74;11;9;1;0;0;0;0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;6;0.0327272727272727;0.0909090909090909;260;0.0423076923076923;928.5714285714284;0.0;0.0;-18;-0.4399999999999999;-6;1;2;0.0113960113960113;0.5;0.14;0.0;1;1;2;1;0;0;1;0;0.5;0.6666666666666666;0.0056980056980056;2.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-31;Atlético Madrid;19;17;0;27;-1;Vic;0;3;16;8;7;3;0.82;0.18;694;0.89;8;17;0;2;0;1;6;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0;0.0225;0.0;618;0.0129449838187702;753.6585365853659;0.375;7.317073170731708;8;0.6399999999999999;6;-3;-9;0.0230547550432276;0.125;0.41;3.0;0;2;2;1;0;0;1;0;0.125;0.2857142857142857;0.0028818443804034;8.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-27;Atlético Madrid;1;1;1;27;39;Betis;2;3;10;24;3;3;0.59;0.41;533;0.77;4;8;2;3;0;0;10;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;3;0.0170833333333333;0.5;410;0.0097560975609756;694.9152542372882;1.0;16.949152542372882;-14;0.18;7;-1;-4;0.0187617260787992;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-23;Atlético Madrid;0;0;17;27;15;LOSC;3;2;11;8;6;3;0.62;0.38;554;0.85;9;11;3;2;0;0;6;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;5;0.0475;0.3333333333333333;471;0.019108280254777;759.6774193548387;0.5454545454545454;9.67741935483871;3;0.24;1;1;-2;0.01985559566787;0.0909090909090909;0.62;6.0;1;0;1;0;0;1;0;1;0.0909090909090909;0.1666666666666666;0.0018050541516245;11.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-20;Atlético Madrid;1;22;8;27;47;Leganés;5;1;24;5;9;2;0.64;0.36;568;0.85;14;8;5;1;0;0;8;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;2;0.072;0.3571428571428571;483;0.0289855072463768;754.6875;0.3333333333333333;12.5;19;0.28;6;4;6;0.0422535211267605;0.125;0.2133333333333333;2.6666666666666665;0;3;3;1;0;0;0;1;0.125;0.3333333333333333;0.005281690140845;8.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-06;Atlético Madrid;1;9;7;27;46;Real Sociedad;2;0;4;16;1;7;0.33;0.67;333;0.72;9;10;2;0;0;0;1;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;5;0.041875;0.2222222222222222;240;0.0375;727.2727272727273;0.25;3.0303030303030303;-12;-0.34;-4;2;-1;0.012012012012012;0.25;0.33;1.0;1;0;1;0;1;0;1;0;0.25;1.0;0.003003003003003;4.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-02;Atlético Madrid;0;17;0;27;13;Benfica;4;1;4;19;0;10;0.46;0.54;537;0.85;8;6;4;1;0;0;2;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;4;0.0284210526315789;0.5;456;0.0175438596491228;991.3043478260868;0.5;4.3478260869565215;-15;-0.08;-2;3;2;0.0074487895716946;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-29;Atlético Madrid;1;1;1;27;12;Real Madrid;4;1;12;12;4;4;0.51;0.49;570;0.87;11;11;3;1;1;0;5;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;5;0.0408333333333333;0.3636363636363636;496;0.0221774193548387;972.5490196078432;0.4166666666666667;9.803921568627452;0;0.02;0;3;0;0.0210526315789473;0.0833333333333333;0.51;5.0;0;1;1;0;1;0;0;1;0.0833333333333333;0.25;0.0017543859649122;12.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-26;Atlético Madrid;1;1;6;27;44;Celta de Vigo;2;2;8;10;2;4;0.41;0.59;469;0.79;11;11;2;2;0;0;3;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;2;0.059;0.1818181818181818;371;0.0296495956873315;904.8780487804878;0.375;7.317073170731708;-2;-0.18;1;0;0;0.0170575692963752;0.125;0.41;3.0;0;1;1;1;0;0;1;0;0.125;0.5;0.0021321961620469;8.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-22;Atlético Madrid;1;4;3;27;42;Rayo Vallecano;0;0;10;16;5;4;0.45;0.55;433;0.77;12;9;0;0;0;0;4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;3;0.034375;0.0;333;0.036036036036036;740.0;0.4;8.88888888888889;-6;-0.1;1;0;3;0.023094688221709;0.1;0.45;4.0;0;1;1;0;1;0;1;0;0.1;0.2;0.0023094688221709;10.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-19;Atlético Madrid;0;17;1;27;31;RB Leipzig;3;4;21;7;4;3;0.52;0.48;554;0.86;13;13;3;4;0;0;8;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;2;0.0685714285714285;0.2307692307692307;476;0.0273109243697479;915.3846153846154;0.3809523809523809;15.384615384615383;14;0.04;6;-1;0;0.0379061371841155;0.0952380952380952;0.26;4.0;1;1;2;1;0;0;0;1;0.0952380952380952;0.5;0.003610108303249;10.5;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-15;Atlético Madrid;1;4;1;27;52;Valencia C. F.;1;2;14;5;4;1;0.53;0.47;515;0.85;10;8;1;2;0;0;7;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;3;0.094;0.1;438;0.0228310502283105;826.4150943396226;0.5;13.20754716981132;9;0.06;4;-1;2;0.0271844660194174;0.2142857142857142;0.1766666666666666;2.333333333333333;1;2;3;1;0;0;0;1;0.2142857142857142;0.75;0.0058252427184466;4.666666666666667;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-31;Atlético Madrid;1;17;3;27;38;Athletic;1;3;9;8;2;1;0.46;0.54;524;0.83;9;13;1;3;0;0;2;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;2;0.0675;0.1111111111111111;435;0.0206896551724137;945.6521739130434;0.2222222222222222;4.3478260869565215;1;-0.08;0;-2;-4;0.0171755725190839;0.1111111111111111;0.46;2.0;0;1;1;1;0;0;1;0;0.1111111111111111;0.5;0.0019083969465648;9.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-28;Atlético Madrid;1;4;4;27;49;RCD Espanyol;0;2;25;8;7;1;0.63;0.37;595;0.87;6;9;0;2;0;0;9;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;3;0.04625;0.0;518;0.0115830115830115;822.2222222222222;0.36;14.285714285714286;17;0.26;6;-2;-3;0.042016806722689;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-25;Atlético Madrid;1;4;0;27;24;Girona;1;3;11;13;6;4;0.42;0.58;462;0.87;11;11;1;3;0;0;1;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;9;0.0446153846153846;0.0909090909090909;402;0.0273631840796019;957.1428571428572;0.0909090909090909;2.380952380952381;-2;-0.1599999999999999;-8;-2;0;0.0238095238095238;0.2727272727272727;0.1399999999999999;0.3333333333333333;1;2;3;1;0;0;0;1;0.2727272727272727;0.5;0.0064935064935064;3.6666666666666665;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-19;Atlético Madrid;1;17;1;27;37;Villarreal;3;1;9;9;4;3;0.56;0.44;592;0.87;12;7;3;1;0;0;3;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;2;0.0488888888888888;0.25;515;0.0233009708737864;919.6428571428572;0.3333333333333333;5.357142857142857;0;0.12;1;2;5;0.0152027027027027;0.2222222222222222;0.28;1.5;2;0;2;0;1;0;1;0;0.2222222222222222;0.5;0.0033783783783783;4.5;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-11;Atlético Madrid;6;4;3;27;14;Juventus;2;0;11;11;7;1;0.43;0.57;489;0.89;9;13;2;0;0;0;3;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;4;0.0518181818181818;0.2222222222222222;435;0.0206896551724137;1011.6279069767442;0.2727272727272727;6.976744186046512;0;-0.1399999999999999;-1;2;-4;0.0224948875255623;0.1818181818181818;0.215;1.5;0;2;2;1;0;0;0;1;0.1818181818181818;0.2857142857142857;0.0040899795501022;5.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-07;Atlético Madrid;6;3;3;27;-1;Kitchee;0;0;20;6;13;2;0.59;0.41;536;0.89;17;9;0;0;0;0;3;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1;0.0683333333333333;0.0;477;0.0356394129979035;808.4745762711865;0.15;5.084745762711865;14;0.18;2;0;8;0.0373134328358208;0.3;0.0983333333333333;0.5;2;4;6;1;0;0;1;0;0.3;0.4615384615384615;0.0111940298507462;3.333333333333333;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-03;Atlético Madrid;6;6;6;27;48;Getafe;1;2;8;5;4;1;0.51;0.49;450;0.83;15;20;1;1;0;1;1;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3;0.098;0.0666666666666666;374;0.0401069518716577;733.3333333333334;0.125;1.96078431372549;3;0.02;-2;-1;-5;0.0177777777777777;0.375;0.17;0.3333333333333333;2;1;3;1;0;0;1;0;0.375;0.75;0.0066666666666666;2.6666666666666665;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
