Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Nicola Leali-Genoa;Stefano Sabelli-Genoa;Koni de Winter-Genoa;Johan Vásquez-Genoa;Alessandro Zanoli-Genoa;Patrizio Masini-Genoa;Milan Badelj-Genoa;Aarón Martín-Genoa;Fabio Miretti-Genoa;Vítor Oliveira-Genoa;Andrea Pinamonti-Genoa;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Morten Frendrup-Genoa;Ruslan Malinovskyi-Genoa;Morten Thorsby-Genoa;Alan Matturro-Genoa;Jean Onana-Genoa;Brooke Norton-Cuffy-Genoa;Jeff Ekhator-Genoa;Maxwel Cornet-Genoa;Caleb Ekuban-Genoa;Mattia Bani-Genoa;Junior Messias-Genoa;Lior Kasa-Genoa;Alessandro Vogliacco-Genoa;Alessandro Marcandalli-Genoa;Filippo Melegoni-Genoa;Pierluigi Gollini-Genoa;Emil Bohinen-Genoa;Honest Ahanor-Genoa;Giorgio Cittadini-Genoa;Albert Guðmundsson-Genoa;Josep Martínez-Genoa;Djed Spence-Genoa;Kevin Strootman-Genoa;Mateo Retegui-Genoa;Ridgeciano Haps-Genoa;Radu Drăgușin-Genoa;Silvan Hefti-Genoa;Filip Jagiełło-Genoa;Pablo Galdames Millán-Genoa;Berkan Kutlu-Genoa;George Pușcaș-Genoa;Davide Biraschi-Genoa;Massimo Coda-Genoa;Eddy Salcedo-Genoa;Mattia Aramu-Genoa;Stefano Sturaro-Genoa;Domenico Criscito-Genoa;Stefan Ilsanker-Genoa;Brayan Boci-Genoa;Lennart Czyborra-Genoa;Güven Yalçın-Genoa;Adrian Šemper-Genoa;Manolo Portanova-Genoa;Marko Pajač-Genoa;Kelvin Yeboah-Genoa;Benjamin Siegrist-Genoa;Sebastian Otoa-Genoa
2024-12-15;Genoa;4;3;3;83;25;Milan;2;0;5;22;0;4;0.43;0.57;412;0.82;12;11;2;0;0;0;2;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;9;0.0259090909090909;0.1666666666666666;338;0.0355029585798816;786.046511627907;0.4;4.651162790697675;-17;-0.1399999999999999;-7;2;1;0.012135922330097;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-07;Genoa;4;3;2;83;73;Torino;2;1;5;10;1;3;0.52;0.48;433;0.79;12;15;2;1;0;0;4;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;4;0.048;0.1666666666666666;342;0.0350877192982456;657.6923076923076;0.8;7.692307692307692;-5;0.04;0;1;-3;0.0115473441108545;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-01;Genoa;4;7;1;83;72;Udinese;3;3;14;4;4;2;0.54;0.46;469;0.88;11;13;3;2;0;1;4;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;6;0.115;0.2727272727272727;413;0.0266343825665859;764.8148148148148;0.2857142857142857;7.4074074074074066;10;0.08;-2;0;-2;0.0298507462686567;0.1428571428571428;0.27;2.0;1;1;2;1;0;0;1;0;0.1428571428571428;0.5;0.0042643923240938;7.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-24;Genoa;4;5;3;83;79;Cagliari;2;2;20;17;6;6;0.53;0.47;439;0.83;11;7;2;2;0;0;6;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;8;0.0276470588235294;0.1818181818181818;364;0.0302197802197802;686.7924528301886;0.3;11.320754716981131;3;0.06;-2;0;4;0.0455580865603644;0.1;0.265;3.0;1;1;2;0;1;0;0;1;0.1;0.3333333333333333;0.0045558086560364;10.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-07;Genoa;4;2;3;83;78;Como;4;3;8;18;4;8;0.41;0.59;301;0.72;17;15;4;3;0;0;8;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;5;0.0327777777777777;0.2352941176470588;217;0.0783410138248847;529.2682926829268;1.0;19.51219512195122;-10;-0.18;3;1;2;0.0265780730897009;0.125;0.41;8.0;0;1;1;0;1;0;0;1;0.125;0.25;0.0033222591362126;8.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-04;Genoa;4;2;0;83;76;Parma;5;2;15;13;7;0;0.45;0.55;354;0.76;18;5;5;2;0;0;7;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;3;0.0423076923076923;0.2777777777777778;269;0.0669144981412639;597.7777777777777;0.4666666666666667;15.555555555555555;2;-0.1;4;3;13;0.0423728813559322;0.0666666666666666;0.45;7.0;0;1;1;1;0;0;1;0;0.0666666666666666;0.1428571428571428;0.0028248587570621;15.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-31;Genoa;4;2;3;83;70;Fiorentina;4;2;14;12;4;4;0.32;0.68;229;0.7;13;10;4;2;0;0;4;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;4;0.0566666666666666;0.3076923076923077;160;0.08125;500.0;0.2857142857142857;12.5;2;-0.36;0;2;3;0.0611353711790393;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-27;Genoa;4;3;3;83;71;Lazio;1;3;6;18;2;4;0.38;0.62;353;0.78;6;12;1;3;0;0;4;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;7;0.0344444444444444;0.1666666666666666;275;0.0218181818181818;723.6842105263158;0.6666666666666666;10.526315789473683;-12;-0.24;-3;-2;-6;0.0169971671388102;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Genoa;4;23;3;83;29;Bolonia;2;0;10;12;4;7;0.38;0.62;271;0.69;20;12;2;0;0;0;1;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;7;0.0516666666666666;0.1;187;0.106951871657754;492.10526315789474;0.1;2.631578947368421;-2;-0.24;-6;2;8;0.03690036900369;0.2;0.19;0.5;0;2;2;0;1;0;0;1;0.2;0.5;0.007380073800738;5.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Genoa;4;2;17;83;17;Atalanta;0;0;7;23;2;8;0.37;0.63;342;0.8;15;9;0;0;0;0;2;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;4;0.027391304347826;0.0;274;0.0547445255474452;740.5405405405405;0.2857142857142857;5.405405405405405;-16;-0.26;-2;0;6;0.0204678362573099;0.1428571428571428;0.37;2.0;0;1;1;0;0;1;1;0;0.1428571428571428;0.5;0.0029239766081871;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-28;Genoa;4;2;3;83;14;Juventus;2;1;7;12;2;3;0.34;0.66;326;0.8;8;14;2;1;0;0;5;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;3;0.055;0.25;261;0.0306513409961685;767.6470588235294;0.7142857142857143;14.705882352941176;-5;-0.32;2;1;-6;0.0214723926380368;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-25;Genoa;35;2;2;83;598;Sampdoria;4;7;11;14;3;4;0.35;0.65;272;0.66;19;11;4;6;0;1;1;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;5;0.0464285714285714;0.2105263157894736;180;0.1055555555555555;514.2857142857143;0.0909090909090909;2.857142857142857;-3;-0.3;-4;-3;8;0.0404411764705882;0.0909090909090909;0.35;1.0;1;0;1;0;1;0;0;1;0.0909090909090909;0.3333333333333333;0.0036764705882352;11.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-21;Genoa;4;2;2;83;81;Venezia;3;2;9;12;0;4;0.52;0.48;398;0.81;12;9;3;2;0;0;4;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;3;0.04;0.25;322;0.0372670807453416;619.2307692307692;0.4444444444444444;7.692307692307692;-3;0.04;1;1;3;0.0226130653266331;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-15;Genoa;4;2;23;83;74;Roma;1;3;20;16;8;6;0.48;0.52;382;0.83;9;12;1;3;0;0;4;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;5;0.0325;0.1111111111111111;317;0.028391167192429;660.4166666666667;0.2;8.333333333333334;4;-0.04;-1;-2;-3;0.0523560209424083;0.05;0.48;4.0;0;1;1;0;1;0;0;1;0.05;0.125;0.0026178010471204;20.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-01;Genoa;4;2;17;83;77;Hellas Verona;2;6;11;10;1;3;0.59;0.41;462;0.8;8;16;2;6;0;0;3;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1;0.0409999999999999;0.25;370;0.0216216216216216;627.1186440677966;0.2727272727272727;5.084745762711865;1;0.18;2;-4;-8;0.0238095238095238;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-24;Genoa;4;2;17;83;80;Monza;3;2;11;9;1;2;0.29;0.71;265;0.8;17;6;3;2;0;0;3;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;8;0.0788888888888888;0.1764705882352941;212;0.080188679245283;731.0344827586207;0.2727272727272727;10.344827586206897;2;-0.42;-5;1;11;0.0415094339622641;0.0909090909090909;0.29;3.0;1;0;1;1;0;0;1;0;0.0909090909090909;1.0;0.0037735849056603;11.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-17;Genoa;4;2;2;83;7;Inter;1;2;13;17;7;8;0.32;0.68;233;0.74;16;16;1;2;0;0;1;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;4;0.04;0.0625;172;0.0930232558139534;537.5;0.0769230769230769;3.125;-4;-0.36;-3;-1;0;0.055793991416309;0.1538461538461538;0.16;0.5;1;1;2;0;1;0;0;1;0.1538461538461538;0.2857142857142857;0.0085836909871244;6.5;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-09;Genoa;35;2;5;83;606;Associazione Calcio Reggiana 1919;2;3;30;13;12;5;0.54;0.46;446;0.84;14;10;2;3;0;0;7;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;3;0.0353846153846153;0.1428571428571428;375;0.0373333333333333;694.4444444444443;0.2333333333333333;12.962962962962962;17;0.08;4;-1;4;0.0672645739910313;0.0333333333333333;0.54;7.0;0;1;1;1;0;0;0;1;0.0333333333333333;0.0833333333333333;0.0022421524663677;30.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-24;Genoa;4;2;3;83;29;Bolonia;1;2;15;11;4;1;0.26;0.74;212;0.74;11;11;1;2;0;0;3;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;6;0.0672727272727272;0.0909090909090909;157;0.0700636942675159;603.8461538461538;0.2;11.538461538461538;4;-0.48;-3;-1;0;0.070754716981132;0.1333333333333333;0.13;1.5;1;1;2;1;0;0;0;1;0.1333333333333333;0.5;0.0094339622641509;7.5;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-19;Genoa;4;2;20;83;74;Roma;0;3;12;21;5;6;0.46;0.54;385;0.83;10;10;0;2;0;1;3;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;6;0.0257142857142857;0.0;320;0.03125;695.6521739130435;0.25;6.521739130434782;-9;-0.08;-3;-3;0;0.0311688311688311;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-12;Genoa;4;2;2;83;593;Sassuolo;1;2;8;12;2;4;0.58;0.42;494;0.83;13;10;1;2;0;0;3;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;7;0.0349999999999999;0.0769230769230769;410;0.0317073170731707;706.896551724138;0.375;5.172413793103448;-4;0.1599999999999999;-4;-1;3;0.0161943319838056;0.25;0.29;1.5;0;2;2;1;0;0;0;1;0.25;1.0;0.0040485829959514;4.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-05-05;Genoa;4;2;3;83;25;Milan;1;1;6;26;2;7;0.4;0.6;365;0.78;10;8;1;1;0;0;1;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;7;0.023076923076923;0.1;285;0.0350877192982456;712.5;0.1666666666666666;2.5;-20;-0.1999999999999999;-6;0;2;0.0164383561643835;0.5;0.1333333333333333;0.3333333333333333;1;2;3;0;1;0;1;0;0.5;1.5;0.0082191780821917;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-29;Genoa;4;2;17;83;79;Cagliari;0;2;12;12;5;1;0.64;0.36;551;0.82;12;14;0;2;0;0;2;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;4;0.03;0.0;452;0.0265486725663716;706.25;0.1666666666666666;3.125;0;0.28;-2;-2;-2;0.0217785843920145;0.25;0.2133333333333333;0.6666666666666666;2;1;3;1;0;0;0;1;0.25;0.6;0.0054446460980036;4.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-19;Genoa;4;2;17;83;71;Lazio;1;2;8;13;2;1;0.39;0.61;409;0.82;7;13;1;2;0;0;2;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;9;0.0469230769230769;0.1428571428571428;335;0.0208955223880597;858.9743589743589;0.25;5.128205128205128;-5;-0.2199999999999999;-7;-1;-6;0.0195599022004889;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-15;Genoa;4;2;3;83;70;Fiorentina;2;1;7;20;3;3;0.41;0.59;308;0.75;19;8;2;1;0;0;2;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;6;0.0295;0.1052631578947368;231;0.0822510822510822;563.4146341463415;0.2857142857142857;4.878048780487805;-13;-0.18;-4;1;11;0.0227272727272727;0.1428571428571428;0.41;2.0;1;0;1;0;1;0;1;0;0.1428571428571428;0.3333333333333333;0.0032467532467532;7.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-04-07;Genoa;4;2;1;83;77;Hellas Verona;1;3;11;12;5;3;0.38;0.62;308;0.72;15;14;1;3;0;0;3;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5;0.0516666666666666;0.0666666666666666;222;0.0675675675675675;584.2105263157895;0.2727272727272727;7.894736842105263;-1;-0.24;-2;-2;1;0.0357142857142857;0.1818181818181818;0.19;1.5;1;1;2;1;0;0;1;0;0.1818181818181818;0.4;0.0064935064935064;5.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-30;Genoa;4;2;17;83;611;Frosinone;2;1;9;14;3;3;0.47;0.53;394;0.73;16;11;2;1;0;0;3;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;8;0.0378571428571428;0.125;288;0.0555555555555555;612.7659574468086;0.3333333333333333;6.382978723404256;-5;-0.06;-5;1;5;0.0228426395939086;0.1111111111111111;0.47;3.0;1;0;1;0;1;0;0;1;0.1111111111111111;0.3333333333333333;0.0025380710659898;9.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-17;Genoa;4;17;2;83;14;Juventus;1;3;5;17;2;2;0.33;0.67;281;0.72;11;11;1;2;0;1;2;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;12;0.0394117647058823;0.0909090909090909;202;0.0544554455445544;612.1212121212121;0.4;6.0606060606060606;-12;-0.34;-10;-2;0;0.0177935943060498;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-03-09;Genoa;4;2;3;83;80;Monza;1;1;22;9;6;5;0.63;0.37;486;0.85;11;10;1;1;0;0;10;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1;0.0411111111111111;0.0909090909090909;413;0.0266343825665859;655.5555555555555;0.4545454545454545;15.873015873015872;13;0.26;9;0;1;0.0452674897119341;0.0909090909090909;0.315;5.0;0;2;2;0;0;1;0;1;0.0909090909090909;0.3333333333333333;0.0041152263374485;11.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
