Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Nicola Leali-Genoa;Stefano Sabelli-Genoa;Koni de Winter-Genoa;Johan Vásquez-Genoa;Alessandro Zanoli-Genoa;Patrizio Masini-Genoa;Milan Badelj-Genoa;Aarón Martín-Genoa;Fabio Miretti-Genoa;Vítor Oliveira-Genoa;Andrea Pinamonti-Genoa;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Morten Frendrup-Genoa;Ruslan Malinovskyi-Genoa;Morten Thorsby-Genoa;Alan Matturro-Genoa;Jean Onana-Genoa;Brooke Norton-Cuffy-Genoa;Jeff Ekhator-Genoa;Maxwel Cornet-Genoa;Caleb Ekuban-Genoa;Mattia Bani-Genoa;Junior Messias-Genoa;Lior Kasa-Genoa;Alessandro Vogliacco-Genoa;Alessandro Marcandalli-Genoa;Filippo Melegoni-Genoa;Pierluigi Gollini-Genoa;Emil Bohinen-Genoa;Honest Ahanor-Genoa;Giorgio Cittadini-Genoa;Albert Guðmundsson-Genoa;Josep Martínez-Genoa;Djed Spence-Genoa;Kevin Strootman-Genoa;Mateo Retegui-Genoa;Ridgeciano Haps-Genoa;Radu Drăgușin-Genoa;Silvan Hefti-Genoa;Filip Jagiełło-Genoa;Pablo Galdames Millán-Genoa;Berkan Kutlu-Genoa;George Pușcaș-Genoa;Davide Biraschi-Genoa;Massimo Coda-Genoa;Eddy Salcedo-Genoa;Mattia Aramu-Genoa;Stefano Sturaro-Genoa;Domenico Criscito-Genoa;Stefan Ilsanker-Genoa;Brayan Boci-Genoa;Lennart Czyborra-Genoa;Güven Yalçın-Genoa;Adrian Šemper-Genoa;Manolo Portanova-Genoa;Marko Pajač-Genoa;Kelvin Yeboah-Genoa;Benjamin Siegrist-Genoa;Sebastian Otoa-Genoa
2024-03-04;Genoa;4;2;2;83;7;Inter;3;2;10;15;2;5;0.38;0.62;371;0.82;17;5;3;2;0;0;5;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;4;0.0413333333333333;0.1764705882352941;304;0.0559210526315789;800.0;0.5;13.157894736842104;-5;-0.24;1;1;12;0.0269541778975741;0.1;0.38;5.0;0;1;1;0;0;1;1;0;0.1;0.5;0.0026954177897574;10.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-24;Genoa;4;2;23;83;72;Udinese;1;3;19;5;4;1;0.66;0.34;602;0.88;9;17;1;2;0;1;8;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3;0.068;0.1111111111111111;530;0.0169811320754716;803.030303030303;0.4210526315789473;12.12121212121212;14;0.32;5;-2;-8;0.0315614617940199;0.1052631578947368;0.33;4.0;2;0;2;1;0;0;0;1;0.1052631578947368;0.5;0.0033222591362126;9.5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-17;Genoa;4;2;0;83;69;Napoli;2;3;6;25;4;7;0.25;0.75;238;0.71;13;9;2;3;0;0;2;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;7;0.03;0.1538461538461538;169;0.0769230769230769;676.0;0.3333333333333333;8.0;-19;-0.5;-5;-1;4;0.0252100840336134;0.1666666666666666;0.25;2.0;0;1;1;0;1;0;1;0;0.1666666666666666;0.25;0.0042016806722689;6.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-11;Genoa;4;2;17;83;17;Atalanta;3;4;15;14;6;9;0.56;0.44;518;0.8;8;13;3;4;0;0;7;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4;0.0314285714285714;0.375;414;0.0193236714975845;739.2857142857142;0.4666666666666667;12.499999999999998;1;0.12;3;-1;-5;0.0289575289575289;0.0666666666666666;0.56;7.0;0;1;1;0;0;1;0;1;0.0666666666666666;0.1666666666666666;0.0019305019305019;15.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-02-03;Genoa;4;2;17;83;75;Empoli;2;2;10;15;2;4;0.53;0.47;437;0.78;12;11;1;2;1;0;6;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6;0.0313333333333333;0.1666666666666666;341;0.0351906158357771;643.3962264150944;0.6;11.320754716981131;-5;0.06;0;0;1;0.022883295194508;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-28;Genoa;4;2;0;83;82;Lecce;0;2;19;19;7;5;0.48;0.52;364;0.79;12;17;0;2;0;0;3;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;0.0273684210526315;0.0;288;0.0416666666666666;600.0;0.1578947368421052;6.25;0;-0.04;-5;-2;-5;0.0521978021978022;0.1052631578947368;0.24;1.5;0;2;2;1;0;0;0;1;0.1052631578947368;0.2857142857142857;0.0054945054945054;9.5;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-21;Genoa;4;1;20;83;607;Salernitana;5;0;5;11;5;2;0.39;0.61;362;0.73;15;7;5;0;0;0;5;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5;0.0554545454545454;0.3333333333333333;264;0.0568181818181818;676.9230769230769;1.0;12.82051282051282;-6;-0.2199999999999999;0;5;8;0.0138121546961325;0.4;0.195;2.5;1;1;2;1;0;0;1;0;0.4;0.4;0.005524861878453;2.5;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-13;Genoa;4;2;29;83;73;Torino;3;2;11;6;6;0;0.44;0.56;346;0.75;11;11;3;2;0;0;8;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;4;0.0933333333333333;0.2727272727272727;260;0.0423076923076923;590.9090909090909;0.7272727272727273;18.181818181818183;5;-0.12;4;1;0;0.0317919075144508;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-01-05;Genoa;4;2;3;83;29;Bolonia;3;3;3;21;1;8;0.28;0.72;273;0.74;10;8;3;3;0;0;2;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;11;0.0342857142857142;0.3;202;0.0495049504950495;721.4285714285713;0.6666666666666666;7.142857142857142;-18;-0.4399999999999999;-9;0;2;0.0109890109890109;0.3333333333333333;0.28;2.0;1;0;1;0;1;0;1;0;0.3333333333333333;1.0;0.0036630036630036;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-29;Genoa;4;2;2;83;7;Inter;2;2;13;16;4;6;0.47;0.53;372;0.78;13;15;2;2;0;0;8;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2;0.033125;0.1538461538461538;290;0.0448275862068965;617.0212765957447;0.6153846153846154;17.02127659574468;-3;-0.06;6;0;-2;0.0349462365591397;0.0769230769230769;0.47;8.0;1;0;1;0;1;0;0;1;0.0769230769230769;0.25;0.0026881720430107;13.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-22;Genoa;4;29;3;83;593;Sassuolo;1;2;14;12;5;3;0.57;0.43;480;0.85;9;11;1;2;0;0;6;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3;0.0358333333333333;0.1111111111111111;408;0.0220588235294117;715.7894736842106;0.4285714285714285;10.526315789473683;2;0.1399999999999999;3;-1;-2;0.0291666666666666;0.1428571428571428;0.285;3.0;0;2;2;1;0;0;1;0;0.1428571428571428;0.4;0.0041666666666666;7.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-15;Genoa;4;4;2;83;14;Juventus;2;3;11;11;3;4;0.43;0.57;318;0.76;14;12;2;3;0;0;6;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;8;0.0518181818181818;0.1428571428571428;242;0.0578512396694214;562.7906976744187;0.5454545454545454;13.953488372093023;0;-0.1399999999999999;-2;-1;2;0.0345911949685534;0.0909090909090909;0.43;6.0;0;1;1;0;1;0;0;1;0.0909090909090909;0.3333333333333333;0.0031446540880503;11.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-10;Genoa;4;2;3;83;80;Monza;2;1;16;6;1;3;0.49;0.51;417;0.79;13;11;2;1;0;0;3;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2;0.085;0.1538461538461538;329;0.0395136778115501;671.4285714285714;0.1875;6.122448979591836;10;-0.02;1;1;2;0.0383693045563549;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-05;Genoa;35;23;0;83;71;Lazio;2;1;11;11;2;5;0.45;0.55;526;0.84;11;5;2;1;0;0;1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;5;0.05;0.1818181818181818;442;0.0248868778280542;982.2222222222222;0.0909090909090909;2.2222222222222223;0;-0.1;-4;1;6;0.0209125475285171;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-12-02;Genoa;4;2;0;83;75;Empoli;3;1;21;9;1;1;0.51;0.49;372;0.71;15;19;3;1;0;0;5;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3;0.0544444444444444;0.2;264;0.0568181818181818;517.6470588235294;0.238095238095238;9.803921568627452;12;0.02;2;2;-4;0.0564516129032258;0.0476190476190476;0.51;5.0;1;0;1;0;1;0;0;1;0.0476190476190476;1.0;0.0026881720430107;21.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-26;Genoa;4;2;3;83;611;Frosinone;3;2;13;9;3;5;0.42;0.58;408;0.79;14;5;3;2;0;0;2;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4;0.0644444444444444;0.2142857142857142;322;0.0434782608695652;766.6666666666667;0.1538461538461538;4.761904761904762;4;-0.1599999999999999;-2;1;9;0.0318627450980392;0.0769230769230769;0.42;2.0;1;0;1;0;0;1;1;0;0.0769230769230769;0.3333333333333333;0.0024509803921568;13.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-10;Genoa;4;2;2;83;77;Hellas Verona;1;4;16;7;6;1;0.49;0.51;369;0.75;9;16;1;4;0;0;6;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;7;0.0728571428571428;0.1111111111111111;277;0.0324909747292418;565.3061224489796;0.375;12.244897959183673;9;-0.02;-1;-3;-7;0.043360433604336;0.0625;0.49;6.0;1;0;1;1;0;0;0;1;0.0625;0.1666666666666666;0.002710027100271;16.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-05;Genoa;4;2;28;83;79;Cagliari;2;4;8;12;2;4;0.6;0.4;518;0.77;11;14;2;4;0;0;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1;0.0333333333333333;0.1818181818181818;399;0.0275689223057644;665.0;0.125;1.6666666666666667;-4;0.1999999999999999;0;-2;-3;0.0154440154440154;0.125;0.6;1.0;0;1;1;0;0;1;1;0;0.125;0.5;0.0019305019305019;8.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-11-01;Genoa;35;17;9;83;606;Associazione Calcio Reggiana 1919;2;2;18;11;8;3;0.49;0.51;627;0.83;16;17;2;2;0;0;3;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.0463636363636363;0.125;520;0.0307692307692307;1061.2244897959183;0.1666666666666666;6.122448979591836;7;-0.02;-1;0;-1;0.0287081339712918;0.1111111111111111;0.245;1.5;0;2;2;1;0;0;0;1;0.1111111111111111;0.25;0.0031897926634768;9.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-27;Genoa;4;2;17;83;607;Salernitana;3;4;8;7;4;2;0.52;0.48;416;0.77;11;19;3;4;0;0;7;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0;0.0685714285714285;0.2727272727272727;320;0.034375;615.3846153846154;0.875;13.461538461538462;1;0.04;7;-1;-8;0.0192307692307692;0.125;0.52;7.0;1;0;1;1;0;0;0;1;0.125;0.25;0.0024038461538461;8.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-22;Genoa;4;2;6;83;17;Atalanta;2;4;15;13;4;8;0.43;0.57;412;0.75;9;17;2;4;0;0;4;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8;0.0438461538461538;0.2222222222222222;309;0.029126213592233;718.6046511627907;0.2666666666666666;9.30232558139535;2;-0.1399999999999999;-4;-2;-8;0.0364077669902912;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-07;Genoa;4;5;0;83;25;Milan;2;6;7;12;1;3;0.41;0.59;380;0.81;10;13;1;5;1;1;3;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2;0.0491666666666666;0.2;308;0.0324675324675324;751.219512195122;0.4285714285714285;7.317073170731708;-5;-0.18;1;-4;-3;0.0184210526315789;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-10-01;Genoa;4;2;2;83;72;Udinese;2;3;8;11;4;2;0.4;0.6;300;0.74;12;12;2;2;0;1;0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.0545454545454545;0.1666666666666666;222;0.054054054054054;555.0;0.0;0.0;-3;-0.1999999999999999;-5;-1;0;0.0266666666666666;0.25;0.2;0.0;2;0;2;0;1;0;1;0;0.25;0.5;0.0066666666666666;4.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-28;Genoa;4;2;17;83;74;Roma;4;3;8;13;4;3;0.29;0.71;274;0.76;7;12;4;3;0;0;1;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;7;0.0546153846153846;0.5714285714285714;208;0.0336538461538461;717.2413793103449;0.125;3.4482758620689657;-5;-0.42;-6;1;-5;0.0291970802919708;0.5;0.0725;0.25;2;2;4;1;0;0;0;1;0.5;1.0;0.0145985401459854;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-22;Genoa;4;1;0;83;82;Lecce;2;1;8;18;1;3;0.44;0.56;349;0.77;10;12;1;1;1;0;3;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;4;0.0311111111111111;0.2;269;0.037174721189591;611.3636363636364;0.375;6.818181818181818;-10;-0.12;-1;1;-2;0.0229226361031518;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-16;Genoa;4;1;0;83;69;Napoli;3;2;8;12;3;4;0.33;0.67;302;0.74;14;8;3;2;0;0;3;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1;0.0558333333333333;0.2142857142857142;223;0.0627802690582959;675.7575757575758;0.375;9.09090909090909;-4;-0.34;2;1;6;0.0264900662251655;0.25;0.165;1.5;1;1;2;0;1;0;0;1;0.25;0.6666666666666666;0.0066225165562913;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-09-03;Genoa;4;20;17;83;73;Torino;5;2;7;10;2;3;0.37;0.63;307;0.69;7;13;5;2;0;0;0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4;0.063;0.7142857142857143;212;0.0330188679245283;572.972972972973;0.0;0.0;-3;-0.26;-4;3;-6;0.022801302931596;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-27;Genoa;4;20;0;83;71;Lazio;2;4;5;16;3;2;0.29;0.71;314;0.73;16;9;2;4;0;0;1;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;15;0.044375;0.125;229;0.0698689956331877;789.6551724137931;0.2;3.4482758620689657;-11;-0.42;-14;-2;7;0.0159235668789808;0.2;0.29;1.0;1;0;1;1;0;0;1;0;0.2;0.3333333333333333;0.0031847133757961;5.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2023-08-19;Genoa;4;2;3;83;70;Fiorentina;2;3;4;9;2;5;0.31;0.69;291;0.74;14;13;2;3;0;0;3;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;4;0.0766666666666666;0.1428571428571428;215;0.0651162790697674;693.5483870967741;0.75;9.67741935483871;-5;-0.3799999999999999;-1;-1;1;0.0137457044673539;0.25;0.31;3.0;0;1;1;0;0;1;0;1;0.25;0.5;0.0034364261168384;4.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
