Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Weverton-Palmeiras;Agustín Giay-Palmeiras;Gustavo Gómez Portillo-Palmeiras;Bruno Fuchs-Palmeiras;Allan-Palmeiras;Lucas Evangelista Santana de Oliveira-Palmeiras;Emiliano Martínez Toranza-Palmeiras;Vanderlan-Palmeiras;Estêvão Willian-Palmeiras;Vitor Roque-Palmeiras;Facundo Torres-Palmeiras;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Felipe Anderson-Palmeiras;Richard Ríos Montoya-Palmeiras;Joaquín Piquerez-Palmeiras;Luiz Benedetti-Palmeiras;Aníbal Moreno-Palmeiras;Maurício Magalhães Prado-Palmeiras;José Manuel López-Palmeiras;Micael-Palmeiras;Murilo Cerqueira-Palmeiras;Raphael Veiga-Palmeiras;Mayke-Palmeiras;Marcos Rocha-Palmeiras;Kaiky Naves-Palmeiras;Fábio Silva de Freitas-Palmeiras;Luighi-Palmeiras;Thalys-Palmeiras;Marcelo Lomba-Palmeiras;Caio Paulista-Palmeiras;Rômulo-Palmeiras;Vitor Reis-Palmeiras;Ronielson da Silva Barbosa-Palmeiras;Eduardo Pereira Rodrigues-Palmeiras;Zé Rafael-Palmeiras;Lázaro Vinícius-Palmeiras;Gabriel Menino-Palmeiras;Jhonatan dos Santos Rosa-Palmeiras;Luis Guilherme-Palmeiras;Endrick-Palmeiras;Luan Garcia Teixeira-Palmeiras;Gustavo Garcia-Palmeiras;Breno Henrique Vasconcelos Lopes-Palmeiras;Bruno Rodrigues-Palmeiras;Kevin-Palmeiras;Artur Victor Guimarães-Palmeiras;Jailson-Palmeiras;Paulinho-Palmeiras
2025-02-16;Palmeiras;27;14;17;217;201;São Paulo;0;4;15;4;2;1;0.56;0.44;409;0.86;16;15;0;4;0;0;7;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2;0.11;0.0;352;0.0454545454545454;628.5714285714286;0.4666666666666667;12.499999999999998;11;0.12;5;-4;1;0.0366748166259168;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-13;Palmeiras;27;14;6;217;669;Associação Atlética Internacional;0;5;17;6;6;2;0.59;0.41;468;0.81;13;21;0;5;0;0;5;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0;0.0683333333333333;0.0;379;0.0343007915567282;642.3728813559322;0.2941176470588235;8.474576271186441;11;0.18;5;-5;-8;0.0363247863247863;0.1764705882352941;0.1966666666666666;1.6666666666666667;2;1;3;1;0;0;1;0;0.1764705882352941;0.5;0.0064102564102564;5.666666666666667;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-09;Palmeiras;27;30;3;217;667;Água Santa;2;5;20;7;8;2;0.6;0.4;444;0.84;16;15;2;5;0;0;10;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2;0.0571428571428571;0.125;373;0.0428954423592493;621.6666666666667;0.5;16.666666666666668;13;0.1999999999999999;8;-3;1;0.045045045045045;0.05;0.6;10.0;1;0;1;0;1;0;1;0;0.05;0.125;0.0022522522522522;20.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-06;Palmeiras;27;6;28;217;652;Corinthians;0;2;24;4;8;3;0.64;0.36;560;0.9;6;11;0;1;0;1;9;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;4;0.09;0.0;504;0.0119047619047619;787.5;0.375;14.0625;20;0.28;5;-2;-5;0.0428571428571428;0.0416666666666666;0.64;9.0;1;0;1;0;1;0;0;1;0.0416666666666666;0.125;0.0017857142857142;24.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-02;Palmeiras;27;3;0;217;668;Guarani;2;2;18;15;9;2;0.47;0.53;385;0.76;15;15;2;2;0;0;3;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1;0.0353333333333333;0.1333333333333333;293;0.0511945392491467;623.404255319149;0.1666666666666666;6.382978723404256;3;-0.06;2;0;0;0.0467532467532467;0.2222222222222222;0.1175;0.75;2;2;4;1;0;0;1;0;0.2222222222222222;0.4444444444444444;0.0103896103896103;4.5;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-28;Palmeiras;27;3;3;217;659;Bragantino;3;4;14;14;0;5;0.56;0.44;391;0.79;14;14;3;4;0;0;9;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;8;0.0314285714285714;0.2142857142857142;309;0.0453074433656957;551.7857142857142;0.6428571428571429;16.07142857142857;0;0.12;1;-1;0;0.0358056265984654;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-25;Palmeiras;27;3;6;217;671;Novorizontino;1;3;15;12;2;2;0.6;0.4;480;0.81;7;23;1;3;0;0;1;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2;0.0333333333333333;0.1428571428571428;389;0.0179948586118251;648.3333333333334;0.0666666666666666;1.6666666666666667;3;0.1999999999999999;-1;-2;-16;0.03125;0.0666666666666666;0.6;1.0;1;0;1;0;0;1;0;1;0.0666666666666666;0.5;0.0020833333333333;15.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-22;Palmeiras;27;3;3;217;662;Santos;1;1;17;8;4;2;0.55;0.45;430;0.83;8;15;1;1;0;0;5;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;4;0.05625;0.125;357;0.0224089635854341;649.090909090909;0.2941176470588235;9.09090909090909;9;0.1;1;0;-7;0.0395348837209302;0.1176470588235294;0.275;2.5;0;2;2;1;0;0;1;0;0.1176470588235294;0.5;0.0046511627906976;8.5;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-18;Palmeiras;27;6;6;217;-1;Esporte Clube Noroeste;1;0;16;15;10;5;0.64;0.36;445;0.86;13;13;1;0;0;0;4;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2;0.024;0.0769230769230769;383;0.0339425587467362;598.4375;0.25;6.25;1;0.28;2;1;0;0.0359550561797752;0.0625;0.64;4.0;0;1;1;0;1;0;1;0;0.0625;0.1;0.0022471910112359;16.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-15;Palmeiras;27;0;3;217;663;Portuguesa;1;3;16;6;5;0;0.56;0.44;457;0.82;13;12;1;3;0;0;6;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1;0.0733333333333333;0.0769230769230769;375;0.0346666666666666;669.6428571428571;0.375;10.714285714285714;10;0.12;5;-2;1;0.0350109409190372;0.125;0.28;3.0;1;1;2;1;0;0;0;1;0.125;0.4;0.0043763676148796;8.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-08;Palmeiras;10;3;3;217;197;Fluminense;2;5;11;7;3;5;0.58;0.42;401;0.79;14;11;2;5;0;0;11;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2;0.06;0.1428571428571428;317;0.0441640378548895;546.551724137931;1.0;18.96551724137932;4;0.1599999999999999;9;-3;3;0.027431421446384;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-04;Palmeiras;10;3;20;217;636;Cruzeiro;1;3;31;9;12;3;0.55;0.45;486;0.87;13;14;1;3;0;0;6;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;7;0.05;0.0769230769230769;423;0.0307328605200945;769.090909090909;0.1935483870967742;10.909090909090908;22;0.1;-1;-2;-1;0.0637860082304526;0.064516129032258;0.275;3.0;0;2;2;1;0;0;1;0;0.064516129032258;0.1666666666666666;0.0041152263374485;15.5;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-26;Palmeiras;10;3;3;217;210;Botafogo;3;4;19;13;5;7;0.55;0.45;385;0.8;9;16;2;4;1;0;5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7;0.0346153846153846;0.3333333333333333;308;0.0292207792207792;560.0;0.2631578947368421;9.09090909090909;6;0.1;-2;-1;-7;0.0493506493506493;0.0526315789473684;0.55;5.0;0;1;1;0;0;1;0;1;0.0526315789473684;0.2;0.0025974025974025;19.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-23;Palmeiras;10;3;3;217;776;Atlético Goianiense;2;3;10;9;3;2;0.45;0.55;389;0.78;14;16;2;3;0;0;2;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4;0.0611111111111111;0.1428571428571428;303;0.0462046204620462;673.3333333333334;0.2;4.444444444444445;1;-0.1;-2;-1;-2;0.0257069408740359;0.1;0.45;2.0;1;0;1;1;0;0;1;0;0.1;0.3333333333333333;0.0025706940874035;10.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-20;Palmeiras;10;3;0;217;697;Bahía;1;1;11;17;2;5;0.42;0.58;336;0.77;14;15;1;1;0;0;5;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.0341176470588235;0.0714285714285714;259;0.054054054054054;616.6666666666667;0.4545454545454545;11.904761904761903;-6;-0.1599999999999999;1;0;-1;0.0327380952380952;0.1818181818181818;0.21;2.5;1;1;2;1;0;0;1;0;0.1818181818181818;1.0;0.0059523809523809;5.5;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-08;Palmeiras;10;3;3;217;206;Grêmio;5;3;33;6;14;0;0.62;0.38;443;0.79;14;9;5;3;0;0;14;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1;0.0633333333333333;0.3571428571428571;350;0.04;564.516129032258;0.4242424242424242;22.580645161290324;27;0.24;13;2;5;0.0744920993227991;0.0303030303030303;0.62;14.0;0;1;1;1;0;0;0;1;0.0303030303030303;0.0714285714285714;0.0022573363431151;33.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-04;Palmeiras;10;3;29;217;652;Corinthians;3;2;17;6;4;4;0.59;0.41;455;0.79;13;18;3;2;0;0;9;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2;0.0683333333333333;0.2307692307692307;359;0.0362116991643454;608.4745762711865;0.5294117647058824;15.254237288135592;11;0.18;7;1;-5;0.0373626373626373;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-26;Palmeiras;10;3;30;217;644;Fortaleza;1;5;16;11;6;3;0.6;0.4;482;0.83;9;17;1;5;0;0;3;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3;0.0363636363636363;0.1111111111111111;400;0.0225;666.6666666666667;0.1875;5.0;5;0.1999999999999999;0;-4;-8;0.0331950207468879;0.125;0.3;1.5;1;1;2;0;1;0;0;1;0.125;0.3333333333333333;0.0041493775933609;8.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-20;Palmeiras;10;3;3;217;779;Juventude;5;2;14;25;7;6;0.47;0.53;329;0.8;19;15;5;2;0;0;5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7;0.0212;0.2631578947368421;263;0.0722433460076045;559.5744680851064;0.3571428571428571;10.638297872340424;-11;-0.06;-2;3;4;0.0425531914893617;0.3571428571428571;0.094;1.0;2;3;5;1;0;0;1;0;0.3571428571428571;0.7142857142857143;0.0151975683890577;2.8;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Palmeiras;10;3;7;217;659;Bragantino;4;5;14;17;5;5;0.6;0.4;513;0.84;14;7;3;4;1;1;3;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.0235294117647058;0.2857142857142857;431;0.0324825986078886;718.3333333333334;0.2142857142857142;5.0;-3;0.1999999999999999;2;-1;7;0.0272904483430799;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-28;Palmeiras;10;3;2;217;220;Atlético Mineiro;2;2;15;6;8;3;0.43;0.57;324;0.78;15;10;2;2;0;0;7;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.0949999999999999;0.1333333333333333;253;0.0592885375494071;588.3720930232558;0.4666666666666667;16.27906976744186;9;-0.1399999999999999;4;0;5;0.0462962962962962;0.1333333333333333;0.215;3.5;1;1;2;1;0;0;0;1;0.1333333333333333;0.25;0.0061728395061728;7.5;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-22;Palmeiras;10;3;3;217;777;Vasco da Gama;3;1;14;10;3;3;0.45;0.55;351;0.76;14;8;3;1;0;0;5;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;5;0.055;0.2142857142857142;267;0.0524344569288389;593.3333333333334;0.3571428571428571;11.11111111111111;4;-0.1;0;2;6;0.0398860398860398;0.0714285714285714;0.45;5.0;1;0;1;1;0;0;1;0;0.0714285714285714;0.3333333333333333;0.0028490028490028;14.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-15;Palmeiras;10;3;22;217;778;Criciúma;1;3;14;14;8;5;0.54;0.46;443;0.85;12;11;0;3;1;0;4;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6;0.0328571428571428;0.0833333333333333;377;0.0318302387267904;698.1481481481482;0.2857142857142857;7.4074074074074066;0;0.08;-2;-2;1;0.0316027088036117;0.3571428571428571;0.108;0.8;3;2;5;1;0;0;0;1;0.3571428571428571;0.625;0.0112866817155756;2.8;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-01;Palmeiras;10;3;1;217;649;Paranaense;1;2;19;15;10;9;0.54;0.46;537;0.8;9;10;1;2;0;0;4;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4;0.0306666666666666;0.1111111111111111;430;0.0209302325581395;796.2962962962962;0.2105263157894736;7.4074074074074066;4;0.08;0;-1;-1;0.0353817504655493;0.1052631578947368;0.27;2.0;1;1;2;1;0;0;1;0;0.1052631578947368;0.2;0.0037243947858473;9.5;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-24;Palmeiras;10;3;4;217;656;Cuiabá;1;1;14;10;9;3;0.58;0.42;450;0.85;16;6;1;1;0;0;7;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1;0.0419999999999999;0.0625;382;0.0418848167539267;658.6206896551724;0.5;12.06896551724138;4;0.1599999999999999;6;0;10;0.0311111111111111;0.3571428571428571;0.1159999999999999;1.4;4;1;5;1;0;0;0;1;0.3571428571428571;0.5555555555555556;0.0111111111111111;2.8;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-21;Palmeiras;-1;3;3;217;210;Botafogo;1;5;25;8;6;2;0.66;0.34;410;0.8;12;17;1;5;0;0;9;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1;0.0425;0.0833333333333333;328;0.0365853658536585;496.96969696969694;0.36;13.636363636363637;17;0.32;8;-4;-5;0.0609756097560975;0.08;0.33;4.5;0;2;2;0;1;0;0;1;0.08;0.3333333333333333;0.0048780487804878;12.5;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-18;Palmeiras;10;3;6;217;201;São Paulo;5;3;24;8;8;4;0.54;0.46;417;0.84;17;12;4;1;1;2;6;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1;0.0575;0.2941176470588235;350;0.0485714285714285;648.1481481481482;0.25;11.11111111111111;16;0.08;5;2;5;0.0575539568345323;0.0833333333333333;0.27;3.0;0;2;2;1;0;0;0;1;0.0833333333333333;0.25;0.0047961630695443;12.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-14;Palmeiras;-1;6;3;217;210;Botafogo;3;3;7;10;3;3;0.48;0.52;430;0.79;9;14;3;3;0;0;1;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4;0.052;0.3333333333333333;340;0.0264705882352941;708.3333333333334;0.1428571428571428;2.083333333333333;-3;-0.04;-3;0;-5;0.0162790697674418;0.1428571428571428;0.48;1.0;1;0;1;0;0;1;1;0;0.1428571428571428;0.3333333333333333;0.0023255813953488;7.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-11;Palmeiras;10;17;3;217;214;Flamengo;3;1;9;11;7;7;0.48;0.52;365;0.8;21;15;2;1;1;0;2;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4;0.0472727272727272;0.1428571428571428;292;0.071917808219178;608.3333333333334;0.2222222222222222;4.166666666666667;-2;-0.04;-2;2;6;0.0246575342465753;0.1111111111111111;0.48;2.0;0;1;1;0;1;0;1;0;0.1111111111111111;0.1428571428571428;0.0027397260273972;9.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-07;Palmeiras;12;17;3;217;214;Flamengo;0;3;21;5;7;2;0.6;0.4;381;0.76;17;10;0;3;0;0;11;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.08;0.0;290;0.0586206896551724;483.33333333333337;0.5238095238095238;18.333333333333336;16;0.1999999999999999;7;-3;7;0.0551181102362204;0.0476190476190476;0.6;11.0;1;0;1;1;0;0;0;1;0.0476190476190476;0.1428571428571428;0.0026246719160104;21.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-08-04;Palmeiras;10;17;3;217;641;Internacional;0;2;17;16;5;7;0.6;0.4;554;0.84;6;19;0;2;0;0;11;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4;0.025;0.0;465;0.0129032258064516;775.0;0.6470588235294118;18.333333333333336;1;0.1999999999999999;7;-2;-13;0.0306859205776173;0.0588235294117647;0.6;11.0;0;1;1;0;1;0;1;0;0.0588235294117647;0.2;0.0018050541516245;17.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-07-31;Palmeiras;12;20;7;217;214;Flamengo;4;1;2;19;0;5;0.4;0.6;353;0.8;21;14;4;1;0;0;2;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.031578947368421;0.1904761904761904;282;0.0744680851063829;705.0;1.0;5.0;-17;-0.1999999999999999;-3;3;7;0.0056657223796034;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
