Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Lasse Finn Rieß-Mainz 05;Danny da Costa-Mainz 05;Andreas Hanche-Olsen-Mainz 05;Dominik Kohr-Mainz 05;Anthony Caci-Mainz 05;Kaishu Sano-Mainz 05;Nadiem Amiri-Mainz 05;Phillipp Mwene-Mainz 05;Paul Nebel-Mainz 05;Lee Jae-sung-Mainz 05;Jonathan Burkardt-Mainz 05;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Robin Zentner-Mainz 05;Moritz Jenz-Mainz 05;Nikolas Veratschnig-Mainz 05;Nelson Weiper-Mainz 05;Silvan Widmer-Mainz 05;Stefan Bell-Mainz 05;Armindo Sieb-Mainz 05;Maxim Leitsch-Mainz 05;Gabriel Vidović-Mainz 05;Hong Hyun-seok-Mainz 05;Karim Onisiwo-Mainz 05;Sepp van den Berg-Mainz 05;Leandro Barreiro-Mainz 05;Brajan Gruda-Mainz 05;Edimilson Fernandes-Mainz 05;Ludovic Ajorque-Mainz 05;Josuha Guilavogui-Mainz 05;Tom Krauß-Mainz 05;Merveille Papela-Mainz 05;Jessic Ngankam-Mainz 05;Marco Richter-Mainz 05;Daniel Batz-Mainz 05;Aymen Barkok-Mainz 05;Anton Stach-Mainz 05;Finn Dahmen-Mainz 05;Aarón Martín-Mainz 05;Marcus Ingvartsen-Mainz 05;Alexander Hack-Mainz 05;Angelo Fulgini-Mainz 05;Anderson Lucoqui-Mainz 05;Keanu Kraft-Mainz 05;Marlon Mustapha-Mainz 05;Eniss Shabani-Mainz 05;Moussa Niakhaté-Mainz 05;Daniel Brosinski-Mainz 05;Jean-Paul Boetius-Mainz 05
2025-02-22;Mainz 05;9;29;17;174;176;St. Pauli;3;3;10;12;5;0;0.53;0.47;427;0.77;9;10;3;3;0;0;6;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;5;0.0391666666666666;0.3333333333333333;329;0.0273556231003039;620.754716981132;0.6;11.320754716981131;-2;0.06;1;0;-1;0.0234192037470726;0.2;0.265;3.0;0;2;2;1;0;0;0;1;0.2;0.4;0.0046838407494145;5.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-16;Mainz 05;9;29;17;174;142;Heidenheim;3;1;6;12;5;3;0.43;0.57;378;0.72;16;9;3;1;0;0;4;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;8;0.0474999999999999;0.1875;272;0.0588235294117647;632.5581395348837;0.6666666666666666;9.30232558139535;-6;-0.1399999999999999;-4;2;7;0.0158730158730158;0.3333333333333333;0.215;2.0;1;1;2;1;0;0;1;0;0.3333333333333333;0.4;0.0052910052910052;3.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-02-08;Mainz 05;9;17;17;174;173;Augsburgo;3;3;9;9;6;2;0.67;0.33;559;0.79;12;9;3;3;0;0;1;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;3;0.0366666666666666;0.25;442;0.0271493212669683;659.7014925373134;0.1111111111111111;1.4925373134328357;0;0.34;-2;0;3;0.0161001788908765;0.0;0.0;0.0;0;0;0;0;1;0;0;1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-31;Mainz 05;9;17;2;174;171;Werder Bremen;3;6;13;12;2;5;0.63;0.37;542;0.8;13;14;3;4;0;2;8;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;3;0.0308333333333333;0.2307692307692307;434;0.0299539170506912;688.8888888888889;0.6153846153846154;12.698412698412698;1;0.26;5;-3;-1;0.0239852398523985;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-25;Mainz 05;9;17;13;174;18;Stuttgart;4;3;11;10;4;5;0.43;0.57;354;0.71;12;8;4;3;0;0;9;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;2;0.0569999999999999;0.3333333333333333;251;0.047808764940239;583.7209302325582;0.8181818181818182;20.930232558139537;1;-0.1399999999999999;7;1;4;0.0310734463276836;0.1818181818181818;0.215;4.5;1;1;2;1;0;0;0;1;0.1818181818181818;0.5;0.0056497175141242;5.5;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-19;Mainz 05;9;17;17;174;169;FC Union Berlin;2;2;9;12;1;4;0.67;0.33;636;0.81;10;12;2;2;0;0;2;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;2;0.0275;0.2;515;0.0194174757281553;768.6567164179104;0.2222222222222222;2.985074626865672;-3;0.34;0;0;-2;0.0141509433962264;0.1111111111111111;0.67;2.0;1;0;1;0;0;1;1;0;0.1111111111111111;1.0;0.0015723270440251;9.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2025-01-14;Mainz 05;9;17;17;174;6;Leverkusen;3;2;7;20;4;9;0.33;0.67;360;0.77;14;4;3;2;0;0;4;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;8;0.0335;0.2142857142857142;277;0.0505415162454873;839.3939393939394;0.5714285714285714;12.12121212121212;-13;-0.34;-4;1;10;0.0194444444444444;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-21;Mainz 05;9;17;2;174;87;Frankfurt;2;1;9;34;3;9;0.29;0.71;245;0.64;10;10;1;1;1;0;2;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;17;0.0208823529411764;0.2;157;0.0636942675159235;541.3793103448277;0.2222222222222222;6.896551724137932;-25;-0.42;-15;1;0;0.036734693877551;0.3333333333333333;0.0966666666666666;0.6666666666666666;2;1;3;1;0;0;1;0;0.3333333333333333;1.0;0.0122448979591836;3.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-14;Mainz 05;9;17;3;174;23;Bayern;3;2;8;13;4;1;0.31;0.69;292;0.69;21;12;3;2;0;0;3;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2;0.053076923076923;0.1428571428571428;201;0.1044776119402985;648.3870967741935;0.375;9.67741935483871;-5;-0.3799999999999999;1;1;9;0.0273972602739726;0.25;0.155;1.5;1;1;2;1;0;0;0;1;0.25;0.5;0.0068493150684931;4.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-08;Mainz 05;9;17;1;174;175;Wolfsburg;4;3;12;10;5;5;0.57;0.43;507;0.8;15;10;4;3;0;0;5;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3;0.043;0.2666666666666666;406;0.0369458128078817;712.280701754386;0.4166666666666667;8.771929824561404;2;0.1399999999999999;2;1;5;0.0236686390532544;0.25;0.1899999999999999;1.6666666666666667;2;1;3;0;0;1;1;0;0.25;0.6;0.0059171597633136;4.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-12-01;Mainz 05;9;17;3;174;97;Hoffenheim;1;3;18;10;8;2;0.53;0.47;438;0.73;13;12;1;3;0;0;8;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3;0.047;0.0769230769230769;320;0.040625;603.7735849056603;0.4444444444444444;15.094339622641508;8;0.06;5;-2;1;0.0410958904109589;0.1111111111111111;0.265;4.0;2;0;2;1;0;0;0;1;0.1111111111111111;0.25;0.0045662100456621;9.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-24;Mainz 05;9;17;30;174;177;KSV Holstein;0;1;18;7;7;2;0.62;0.38;556;0.84;7;11;0;1;0;0;6;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2;0.0542857142857142;0.0;467;0.0149892933618843;753.2258064516129;0.3333333333333333;9.67741935483871;11;0.24;4;-1;-4;0.0323741007194244;0.1666666666666666;0.2066666666666666;2.0;2;1;3;1;0;0;1;0;0.1666666666666666;0.4285714285714285;0.0053956834532374;6.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-09;Mainz 05;9;17;7;174;11;Dortmund;3;2;13;2;9;1;0.53;0.47;478;0.84;17;5;3;1;0;1;8;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0;0.235;0.1764705882352941;402;0.0422885572139303;758.4905660377358;0.6153846153846154;15.094339622641508;11;0.06;8;1;12;0.0271966527196652;0.2307692307692307;0.1766666666666666;2.6666666666666665;2;1;3;1;0;0;0;1;0.2307692307692307;0.3333333333333333;0.006276150627615;4.333333333333333;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-11-03;Mainz 05;9;17;3;174;170;Friburgo;2;1;9;10;2;2;0.49;0.51;459;0.78;12;9;2;1;0;0;4;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;8;0.051;0.1666666666666666;358;0.0335195530726257;730.6122448979592;0.4444444444444444;8.16326530612245;-1;-0.02;-4;1;3;0.0196078431372549;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-30;Mainz 05;23;17;3;174;23;Bayern;3;1;6;15;4;10;0.2;0.8;225;0.75;17;10;3;1;0;0;1;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;2;0.0533333333333333;0.1764705882352941;169;0.1005917159763313;845.0;0.1666666666666666;5.0;-9;-0.6000000000000001;-1;2;7;0.0266666666666666;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-25;Mainz 05;9;17;3;174;172;Mönchengladbach;3;2;23;9;6;5;0.52;0.48;473;0.8;16;16;3;2;0;0;2;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4;0.0533333333333333;0.1875;378;0.0423280423280423;726.9230769230769;0.0869565217391304;3.846153846153846;14;0.04;-2;1;0;0.0486257928118393;0.0434782608695652;0.52;2.0;0;1;1;0;1;0;0;1;0.0434782608695652;0.1666666666666666;0.0021141649048625;23.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-19;Mainz 05;9;17;17;174;31;RB Leipzig;1;3;17;11;2;5;0.54;0.46;509;0.78;12;15;1;3;0;0;5;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;3;0.0418181818181818;0.0833333333333333;397;0.0302267002518891;735.1851851851851;0.2941176470588235;9.25925925925926;6;0.08;2;-2;-3;0.0333988212180746;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-10-05;Mainz 05;9;17;17;174;176;St. Pauli;3;0;8;19;4;4;0.44;0.56;420;0.76;16;12;3;0;0;0;2;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;2;0.0294736842105263;0.1875;319;0.0501567398119122;725.0;0.25;4.545454545454546;-11;-0.12;0;3;4;0.019047619047619;0.375;0.1466666666666666;0.6666666666666666;2;1;3;1;0;0;1;0;0.375;0.75;0.0071428571428571;2.6666666666666665;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024-09-28;Mainz 05;9;17;3;174;142;Heidenheim;3;5;7;14;2;6;0.51;0.49;390;0.75;10;10;2;4;1;1;7;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;6;0.0349999999999999;0.3;292;0.0342465753424657;572.5490196078431;1.0;13.72549019607843;-7;0.02;1;-2;0;0.0179487179487179;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
